sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13
les gamins qui aiment les constructeurs continue,-13.841153144836426,-14.123522758483887,-15.112266540527344,-10.454876899719238,-8.75977897644043,-9.851503372192383
les gamins qui aiment le constructeur continuent,-21.902979373931885,-21.555049419403076,-17.754456520080566,-6.567273139953613,-8.009654998779297,-6.953230381011963
le gamin qui aime le constructeur continuent,-22.07286262512207,-22.82898998260498,-19.975597381591797,-10.838861465454102,-11.488131523132324,-11.531676292419434
les gamins qui aiment les constructeurs continuent,-21.6574969291687,-18.592171669006348,-14.13426685333252,-6.619691848754883,-6.51061487197876,-6.460018157958984
le gamin qui aime les constructeurs continuent,-20.781678199768066,-19.715442657470703,-14.947001457214355,-8.85958480834961,-9.792861938476562,-10.526077270507812
le gamin qui aime le constructeur suit,-16.15287971496582,-15.701187133789062,-18.21466827392578,-10.733139038085938,-9.056427955627441,-8.855128288269043
les gamins qui aiment le constructeur suit,-16.273237228393555,-14.68751335144043,-17.156108856201172,-9.792679786682129,-9.603128433227539,-9.612698554992676
le gamin qui aime les constructeurs suit,-14.248191833496094,-14.401363372802734,-14.616100311279297,-11.455445289611816,-10.988237380981445,-10.182446479797363
les gamins qui aiment les constructeurs suit,-14.388904571533203,-14.868504524230957,-14.338102340698242,-11.397591590881348,-11.560848236083984,-12.389952659606934
les gamins qui aiment le constructeur suivent,-17.96303367614746,-14.913028717041016,-17.078553199768066,-8.492868423461914,-8.87075424194336,-8.031169891357422
le gamin qui aime le constructeur suivent,-18.10405445098877,-17.29214382171631,-19.618420600891113,-13.120689392089844,-11.232404708862305,-13.343072891235352
les gamins qui aiment les constructeurs suivent,-14.79408073425293,-11.882637977600098,-14.291707992553711,-9.921685218811035,-7.910717487335205,-8.966808319091797
le gamin qui aime les constructeurs suivent,-14.67892837524414,-13.052534103393555,-16.093724250793457,-12.290040969848633,-11.189208984375,-12.119760513305664
le gamin qui aime le constructeur rend,-16.533178329467773,-15.52025318145752,-16.532703399658203,-11.103738784790039,-13.789278030395508,-9.164888381958008
les gamins qui aiment le constructeur rend,-16.959692001342773,-15.78277587890625,-16.117048263549805,-11.257134437561035,-12.605937957763672,-9.959695816040039
le gamin qui aime les constructeurs rend,-13.455684661865234,-13.66727352142334,-13.760940551757812,-8.615029335021973,-9.875593185424805,-7.180910110473633
les gamins qui aiment les constructeurs rend,-13.725635528564453,-14.256824493408203,-13.518329620361328,-9.197657585144043,-8.853647232055664,-8.917156219482422
les gamins qui aiment le constructeur rendent,-18.33339786529541,-19.214426040649414,-18.973811149597168,-9.079373359680176,-9.410831451416016,-8.341877937316895
le gamin qui aime le constructeur rendent,-17.953731536865234,-20.383771419525146,-20.51588726043701,-12.373061180114746,-13.075489044189453,-12.149245262145996
les gamins qui aiment les constructeurs rendent,-14.290716171264648,-17.185266494750977,-16.20839023590088,-8.529756546020508,-8.711535453796387,-7.372952461242676
le gamin qui aime les constructeurs rendent,-13.82862377166748,-18.174742698669434,-16.013999938964844,-10.381144523620605,-11.863367080688477,-9.099008560180664
le gamin qui aime le constructeur va,-11.127215385437012,-9.7330904006958,-10.18478012084961,-5.8640456199646,-7.73040246963501,-6.047462463378906
les gamins qui aiment le constructeur va,-11.51581859588623,-10.32630729675293,-10.509659767150879,-7.342607021331787,-9.45938777923584,-7.362643241882324
le gamin qui aime les constructeurs va,-11.034812927246094,-11.988555908203125,-10.213727951049805,-7.074555397033691,-7.338449954986572,-7.93949031829834
les gamins qui aiment les constructeurs va,-11.846894264221191,-11.939438819885254,-10.038475036621094,-9.078580856323242,-9.601591110229492,-10.023116111755371
les gamins qui aiment le constructeur vont,-14.902883529663086,-11.237305641174316,-12.338218688964844,-6.863218784332275,-6.134147644042969,-6.343508243560791
le gamin qui aime le constructeur vont,-14.542024612426758,-12.425710678100586,-13.142705917358398,-11.549497604370117,-8.994489669799805,-10.721277236938477
les gamins qui aiment les constructeurs vont,-10.187467575073242,-9.58942699432373,-9.062911033630371,-5.410981178283691,-5.466737747192383,-6.325363636016846
le gamin qui aime les constructeurs vont,-10.715808868408203,-10.343997955322266,-10.392120361328125,-8.04660701751709,-8.749741554260254,-9.306268692016602
le gamin qui aime le constructeur permet,-15.266742706298828,-14.607292175292969,-16.21345329284668,-6.354274749755859,-6.748957633972168,-6.849478721618652
les gamins qui aiment le constructeur permet,-15.181120872497559,-15.143832206726074,-15.451532363891602,-7.343469619750977,-7.772094249725342,-8.058565139770508
le gamin qui aime les constructeurs permet,-13.143911361694336,-11.811884880065918,-12.34547233581543,-6.631560325622559,-5.849013328552246,-6.23142671585083
les gamins qui aiment les constructeurs permet,-13.649678230285645,-12.87053108215332,-12.191604614257812,-7.556815147399902,-7.703180313110352,-8.343439102172852
les gamins qui aiment le constructeur permettent,-23.38591718673706,-18.739766120910645,-21.618045806884766,-5.2401604652404785,-5.780871391296387,-6.652379512786865
le gamin qui aime le constructeur permettent,-22.987784385681152,-20.91167449951172,-23.793150901794434,-9.962740898132324,-9.436655044555664,-12.496658325195312
les gamins qui aiment les constructeurs permettent,-19.34486961364746,-15.304447174072266,-17.336505889892578,-5.609464645385742,-6.723193645477295,-6.65634822845459
le gamin qui aime les constructeurs permettent,-18.394140243530273,-15.900036811828613,-17.63795280456543,-8.916255950927734,-10.522003173828125,-10.899252891540527
le gamin qui aime le docteur casse,-11.086883544921875,-11.022650718688965,-12.411444664001465,-15.021161079406738,-15.030547142028809,-12.46060848236084
les gamins qui aiment le docteur casse,-11.037675857543945,-9.72730827331543,-11.197855949401855,-15.876384258270264,-15.58856201171875,-13.700742721557617
le gamin qui aime les docteurs casse,-13.032266616821289,-13.226533889770508,-11.319421768188477,-11.065669059753418,-14.006263732910156,-12.664305686950684
les gamins qui aiment les docteurs casse,-13.280553817749023,-12.964951515197754,-10.740013122558594,-12.522693634033203,-12.918971061706543,-15.602092742919922
les gamins qui aiment le docteur cassent,-11.202249526977539,-10.753064155578613,-13.858302116394043,-17.943778038024902,-20.403586387634277,-17.05272102355957
le gamin qui aime le docteur cassent,-13.232190132141113,-13.919892311096191,-15.578516006469727,-18.032950401306152,-19.397574424743652,-18.02028465270996
les gamins qui aiment les docteurs cassent,-11.31011962890625,-11.575163841247559,-12.557000160217285,-10.359560012817383,-11.94618034362793,-12.651006698608398
le gamin qui aime les docteurs cassent,-11.499792098999023,-11.908429145812988,-12.875493049621582,-11.852168083190918,-14.39406967163086,-14.38862419128418
le gamin qui aime le docteur rentre,-10.87348461151123,-11.514790534973145,-11.7139892578125,-12.331927299499512,-11.654716491699219,-11.048815727233887
les gamins qui aiment le docteur rentre,-11.883463859558105,-11.690720558166504,-10.957352638244629,-12.06428337097168,-11.564800262451172,-11.670127868652344
le gamin qui aime les docteurs rentre,-12.9823579788208,-15.546560287475586,-13.718650817871094,-13.761918067932129,-10.225083351135254,-12.377437591552734
les gamins qui aiment les docteurs rentre,-13.937236785888672,-16.222017288208008,-13.760526657104492,-12.946991920471191,-11.03757381439209,-14.137528419494629
les gamins qui aiment le docteur rentrent,-11.10052490234375,-10.819437980651855,-12.469408988952637,-11.591988563537598,-13.508566856384277,-8.930821418762207
le gamin qui aime le docteur rentrent,-12.089726448059082,-13.232436180114746,-13.810328483581543,-17.027466773986816,-19.33457660675049,-17.063932418823242
les gamins qui aiment les docteurs rentrent,-11.613914489746094,-12.813813209533691,-11.822125434875488,-9.612442970275879,-7.290990352630615,-7.892229080200195
le gamin qui aime les docteurs rentrent,-11.547216415405273,-13.741129875183105,-12.170958518981934,-13.128079414367676,-11.76917839050293,-12.091107368469238
le gamin qui aime le docteur continue,-12.199361801147461,-13.354247093200684,-11.721928596496582,-11.631321907043457,-12.000465393066406,-10.47424030303955
les gamins qui aiment le docteur continue,-12.729732513427734,-11.998222351074219,-10.39015007019043,-11.186040878295898,-12.063864707946777,-10.794343948364258
le gamin qui aime les docteurs continue,-13.83803653717041,-16.173654556274414,-16.121963500976562,-10.874200820922852,-8.948050498962402,-10.86223030090332
les gamins qui aiment les docteurs continue,-14.317300796508789,-16.20058250427246,-15.970043182373047,-10.393890380859375,-9.216590881347656,-10.631237983703613
les gamins qui aiment le docteur continuent,-15.869451999664307,-14.9349365234375,-15.768834114074707,-11.616130828857422,-12.24169635772705,-8.973245620727539
le gamin qui aime le docteur continuent,-17.982097625732422,-18.107860565185547,-19.08363151550293,-14.528844833374023,-12.820086479187012,-12.267138481140137
les gamins qui aiment les docteurs continuent,-19.18832492828369,-19.945276260375977,-14.907554626464844,-7.242438316345215,-6.509712219238281,-5.22489070892334
le gamin qui aime les docteurs continuent,-19.137996196746826,-20.65987253189087,-15.781627655029297,-10.78652572631836,-9.366470336914062,-9.604005813598633
le gamin qui aime le docteur suit,-12.656551361083984,-13.709272384643555,-12.809267044067383,-11.102869033813477,-10.290132522583008,-9.63699722290039
les gamins qui aiment le docteur suit,-13.001744270324707,-11.787384033203125,-10.64463996887207,-9.233680725097656,-11.045623779296875,-10.48875904083252
le gamin qui aime les docteurs suit,-13.783988952636719,-15.135734558105469,-14.12497329711914,-10.572061538696289,-11.531506538391113,-10.453015327453613
les gamins qui aiment les docteurs suit,-14.209096908569336,-15.615275382995605,-13.667640686035156,-9.554293632507324,-11.953033447265625,-11.945141792297363
les gamins qui aiment le docteur suivent,-14.150425910949707,-10.00416088104248,-12.3532133102417,-11.015742301940918,-12.280366897583008,-11.041437149047852
le gamin qui aime le docteur suivent,-14.86310863494873,-13.74905014038086,-15.44123649597168,-13.917217254638672,-12.772217750549316,-14.606240272521973
les gamins qui aiment les docteurs suivent,-14.893885612487793,-12.997967720031738,-14.617976188659668,-7.654623508453369,-8.051424980163574,-7.180121421813965
le gamin qui aime les docteurs suivent,-15.267176628112793,-14.42116641998291,-16.56558132171631,-10.516707420349121,-10.82483196258545,-10.519942283630371
le gamin qui aime le docteur rend,-11.62222671508789,-11.771814346313477,-12.778217315673828,-13.356963157653809,-12.201265335083008,-12.147725105285645
les gamins qui aiment le docteur rend,-12.068675994873047,-12.002540588378906,-11.704612731933594,-12.849334716796875,-12.092750549316406,-12.113819122314453
le gamin qui aime les docteurs rend,-12.8663330078125,-15.072565078735352,-12.48458194732666,-9.327058792114258,-9.311175346374512,-7.243247985839844
les gamins qui aiment les docteurs rend,-13.243598937988281,-15.89235782623291,-12.389533042907715,-9.250165939331055,-8.658331871032715,-8.604026794433594
les gamins qui aiment le docteur rendent,-14.217634201049805,-17.702866077423096,-16.683427810668945,-12.342649459838867,-12.664676666259766,-10.655232429504395
le gamin qui aime le docteur rendent,-14.268299579620361,-19.252861499786377,-18.949121475219727,-14.889755249023438,-13.084844589233398,-13.67371654510498
les gamins qui aiment les docteurs rendent,-14.005105972290039,-21.164860248565674,-15.806262016296387,-7.495973587036133,-7.596075534820557,-7.061975002288818
le gamin qui aime les docteurs rendent,-13.426864624023438,-22.211186408996582,-15.84117078781128,-9.771117210388184,-9.922932624816895,-8.720907211303711
le gamin qui aime le docteur va,-8.87789535522461,-6.381657600402832,-6.766735076904297,-7.08071231842041,-7.28883695602417,-7.1087164878845215
les gamins qui aiment le docteur va,-10.051146507263184,-7.058343887329102,-5.567271709442139,-7.063912391662598,-8.126319885253906,-8.054697036743164
le gamin qui aime les docteurs va,-10.608046531677246,-11.815994262695312,-8.956212043762207,-9.033370971679688,-7.0146307945251465,-9.253372192382812
les gamins qui aiment les docteurs va,-11.652807235717773,-11.710634231567383,-8.618927955627441,-9.925013542175293,-9.154687881469727,-10.484345436096191
les gamins qui aiment le docteur vont,-12.402127265930176,-8.533150672912598,-10.367669105529785,-10.288434028625488,-10.843188285827637,-9.42418098449707
le gamin qui aime le docteur vont,-12.870580673217773,-10.438127517700195,-12.540560722351074,-12.586493492126465,-11.099407196044922,-12.671392440795898
les gamins qui aiment les docteurs vont,-10.737150192260742,-10.902957916259766,-9.030799865722656,-4.805430889129639,-5.844186305999756,-5.852977275848389
le gamin qui aime les docteurs vont,-10.64016342163086,-12.03087043762207,-9.901901245117188,-8.32460880279541,-8.339969635009766,-9.587724685668945
le gamin qui aime le docteur permet,-11.069400787353516,-9.865519523620605,-12.28429889678955,-12.390796661376953,-8.019274711608887,-9.046428680419922
les gamins qui aiment le docteur permet,-11.190085411071777,-8.823041915893555,-10.918845176696777,-11.31332015991211,-8.74366283416748,-9.56402587890625
le gamin qui aime les docteurs permet,-14.476618766784668,-13.481452941894531,-13.574605941772461,-9.080062866210938,-6.947935581207275,-7.38303279876709
les gamins qui aiment les docteurs permet,-14.597199440002441,-14.278443336486816,-13.674052238464355,-9.319555282592773,-8.337462425231934,-8.978885650634766
les gamins qui aiment le docteur permettent,-15.435707569122314,-10.95795726776123,-15.161924362182617,-11.251997947692871,-10.807032585144043,-10.113618850708008
le gamin qui aime le docteur permettent,-15.428126335144043,-13.955717086791992,-18.323620319366455,-14.481164932250977,-11.90178394317627,-14.293339729309082
les gamins qui aiment les docteurs permettent,-17.983356475830078,-16.274526596069336,-17.890435218811035,-7.1228179931640625,-8.513307571411133,-7.816195964813232
le gamin qui aime les docteurs permettent,-17.581963539123535,-17.185690879821777,-18.13663673400879,-11.2510347366333,-12.159832954406738,-12.462906837463379
la vilaine qui aime le constructeur casse,-14.469255447387695,-15.234383583068848,-15.496011734008789,-13.211015701293945,-13.501340866088867,-14.356538772583008
les vilaines qui aiment le constructeur casse,-15.628551483154297,-15.743438720703125,-15.974859237670898,-13.053643226623535,-13.748662948608398,-14.85438346862793
la vilaine qui aime les constructeurs casse,-10.475366592407227,-10.945863723754883,-13.287240028381348,-13.219282150268555,-14.099365234375,-11.184208869934082
les vilaines qui aiment les constructeurs casse,-12.611468315124512,-10.924674034118652,-13.16030502319336,-16.287962913513184,-13.658934593200684,-15.291132926940918
les vilaines qui aiment le constructeur cassent,-18.45274591445923,-14.872257232666016,-16.525742530822754,-9.267364501953125,-13.890433311462402,-15.131035804748535
la vilaine qui aime le constructeur cassent,-18.810179710388184,-16.076560020446777,-16.902749061584473,-12.838282585144043,-15.758180141448975,-20.374361038208008
les vilaines qui aiment les constructeurs cassent,-12.38083553314209,-10.294136047363281,-12.596290588378906,-11.09739875793457,-13.047711372375488,-11.413832664489746
la vilaine qui aime les constructeurs cassent,-10.615562438964844,-10.544966697692871,-13.092070579528809,-10.40462875366211,-15.169339179992676,-12.971637725830078
la vilaine qui aime le constructeur rentre,-13.320206642150879,-13.376220703125,-13.907072067260742,-10.903300285339355,-13.507143020629883,-10.778386116027832
les vilaines qui aiment le constructeur rentre,-15.058368682861328,-13.959561347961426,-15.708661079406738,-11.953651428222656,-13.495497703552246,-12.059025764465332
la vilaine qui aime les constructeurs rentre,-12.74666976928711,-14.477144241333008,-13.681777954101562,-12.010932922363281,-12.272685050964355,-10.128615379333496
les vilaines qui aiment les constructeurs rentre,-14.048673629760742,-14.290907859802246,-14.390242576599121,-12.7946195602417,-11.88882827758789,-13.00503921508789
les vilaines qui aiment le constructeur rentrent,-15.90636920928955,-15.308751106262207,-17.039417266845703,-8.149104118347168,-9.104730606079102,-6.46286678314209
la vilaine qui aime le constructeur rentrent,-16.54254150390625,-16.368927001953125,-16.473539352416992,-13.235794067382812,-15.415005683898926,-11.002274513244629
les vilaines qui aiment les constructeurs rentrent,-11.923380851745605,-10.65022087097168,-11.869820594787598,-9.324453353881836,-7.931368827819824,-8.156277656555176
la vilaine qui aime les constructeurs rentrent,-10.888041496276855,-11.281506538391113,-11.77281379699707,-11.625279426574707,-12.32122802734375,-11.172089576721191
la vilaine qui aime le constructeur continue,-15.096399307250977,-13.19222354888916,-14.942882537841797,-7.866027355194092,-7.451276779174805,-6.910881042480469
les vilaines qui aiment le constructeur continue,-15.360184669494629,-14.907064437866211,-16.464736938476562,-8.698160171508789,-8.61107063293457,-7.661962032318115
la vilaine qui aime les constructeurs continue,-13.015997886657715,-13.132854461669922,-14.397980690002441,-9.54183578491211,-7.599668502807617,-8.909157752990723
les vilaines qui aiment les constructeurs continue,-14.239304542541504,-13.501387596130371,-15.628015518188477,-10.546575546264648,-8.858960151672363,-9.965896606445312
les vilaines qui aiment le constructeur continuent,-23.306910037994385,-21.294630527496338,-18.042177200317383,-5.965537071228027,-7.552969455718994,-6.425499439239502
la vilaine qui aime le constructeur continuent,-25.494168281555176,-22.712157249450684,-19.338947296142578,-9.681190490722656,-11.096933364868164,-11.281707763671875
les vilaines qui aiment les constructeurs continuent,-22.838812351226807,-17.934215545654297,-14.961432456970215,-6.1751484870910645,-5.832768440246582,-5.686814785003662
la vilaine qui aime les constructeurs continuent,-21.696879386901855,-19.174407482147217,-15.32597827911377,-7.8226447105407715,-9.58273983001709,-9.52403736114502
la vilaine qui aime le constructeur suit,-16.403303146362305,-14.190308570861816,-16.600990295410156,-10.176526069641113,-9.613785743713379,-9.095392227172852
les vilaines qui aiment le constructeur suit,-16.90629768371582,-14.369955062866211,-17.475894927978516,-10.50031852722168,-10.7811279296875,-10.46718692779541
la vilaine qui aime les constructeurs suit,-13.956701278686523,-13.595382690429688,-14.113621711730957,-10.93094253540039,-12.038589477539062,-9.54018497467041
les vilaines qui aiment les constructeurs suit,-14.5499849319458,-13.772379875183105,-14.938532829284668,-12.316413879394531,-12.998680114746094,-13.032891273498535
les vilaines qui aiment le constructeur suivent,-17.913273811340332,-13.935779571533203,-17.10949993133545,-7.8287811279296875,-9.137846946716309,-7.661801338195801
la vilaine qui aime le constructeur suivent,-18.33921718597412,-16.142672538757324,-17.313454627990723,-11.800065994262695,-11.85141658782959,-12.856050491333008
les vilaines qui aiment les constructeurs suivent,-15.224517822265625,-11.131756782531738,-14.670989036560059,-9.395456314086914,-8.2613525390625,-8.502928733825684
la vilaine qui aime les constructeurs suivent,-13.732150077819824,-11.883103370666504,-15.028254508972168,-11.21802806854248,-12.066232681274414,-10.760337829589844
la vilaine qui aime le constructeur rend,-15.900954246520996,-14.159943580627441,-15.565031051635742,-10.613163948059082,-12.93722152709961,-9.390721321105957
les vilaines qui aiment le constructeur rend,-17.792898178100586,-14.914623260498047,-16.237424850463867,-11.68412971496582,-12.949893951416016,-10.798970222473145
la vilaine qui aime les constructeurs rend,-12.596381187438965,-12.24945068359375,-13.346749305725098,-7.869349956512451,-8.995574951171875,-6.289829254150391
les vilaines qui aiment les constructeurs rend,-14.160417556762695,-12.57448673248291,-13.909854888916016,-9.61845588684082,-9.532975196838379,-9.398812294006348
les vilaines qui aiment le constructeur rendent,-19.60164737701416,-18.89356279373169,-19.396410942077637,-8.905862808227539,-9.701722145080566,-8.158102035522461
la vilaine qui aime le constructeur rendent,-18.199792861938477,-20.534591674804688,-18.83140754699707,-11.439613342285156,-12.726895332336426,-11.678008079528809
les vilaines qui aiment les constructeurs rendent,-15.198122024536133,-15.565574645996094,-16.325847625732422,-8.384099960327148,-8.944830894470215,-7.152472496032715
la vilaine qui aime les constructeurs rendent,-13.762240409851074,-16.784192085266113,-16.230143547058105,-9.339990615844727,-11.70986557006836,-8.463266372680664
la vilaine qui aime le constructeur va,-10.668683052062988,-8.119020462036133,-9.75007438659668,-5.539785385131836,-7.410452365875244,-5.721680641174316
les vilaines qui aiment le constructeur va,-12.02155876159668,-9.638508796691895,-10.927215576171875,-8.202786445617676,-9.265893936157227,-7.0619096755981445
la vilaine qui aime les constructeurs va,-10.571256637573242,-11.25944995880127,-10.658452987670898,-6.233914375305176,-7.516593933105469,-7.65201997756958
les vilaines qui aiment les constructeurs va,-11.27238941192627,-11.594013214111328,-10.769245147705078,-9.699372291564941,-9.114598274230957,-9.967133522033691
les vilaines qui aiment le constructeur vont,-14.95987319946289,-10.685576438903809,-13.07873249053955,-6.546828269958496,-5.895112991333008,-6.077333927154541
la vilaine qui aime le constructeur vont,-15.305776596069336,-11.716163635253906,-12.715413093566895,-11.074402809143066,-8.614835739135742,-10.43075180053711
les vilaines qui aiment les constructeurs vont,-9.660665512084961,-9.57697868347168,-9.824642181396484,-5.2376322746276855,-4.980047702789307,-6.122557163238525
la vilaine qui aime les constructeurs vont,-9.766179084777832,-8.901366233825684,-10.17431354522705,-7.630584239959717,-8.510202407836914,-8.360631942749023
la vilaine qui aime le constructeur permet,-14.666292190551758,-13.542243957519531,-14.992842674255371,-5.785011291503906,-6.9460859298706055,-7.6165337562561035
les vilaines qui aiment le constructeur permet,-14.825226783752441,-14.532073974609375,-15.5748872756958,-8.144111633300781,-8.471663475036621,-9.587849617004395
la vilaine qui aime les constructeurs permet,-12.731886863708496,-11.326729774475098,-12.094513893127441,-6.575735569000244,-6.857348918914795,-6.4847612380981445
les vilaines qui aiment les constructeurs permet,-13.195818901062012,-12.334728240966797,-12.634124755859375,-8.793509483337402,-9.134078979492188,-10.087203025817871
les vilaines qui aiment le constructeur permettent,-24.628704071044922,-17.65788173675537,-21.880079746246338,-5.192507266998291,-5.976680278778076,-6.846911430358887
la vilaine qui aime le constructeur permettent,-25.577566146850586,-22.421183586120605,-21.294782638549805,-8.967287063598633,-9.052757263183594,-11.401479721069336
les vilaines qui aiment les constructeurs permettent,-21.2069354057312,-14.359691619873047,-17.191862106323242,-6.187784671783447,-7.074965476989746,-6.547220706939697
la vilaine qui aime les constructeurs permettent,-20.384971618652344,-16.30048894882202,-16.70255756378174,-8.416693687438965,-10.609936714172363,-9.265317916870117
la vilaine qui aime le docteur casse,-12.158955574035645,-11.063767433166504,-11.941878318786621,-15.25075101852417,-14.703361511230469,-13.634720802307129
les vilaines qui aiment le docteur casse,-11.393088340759277,-9.347288131713867,-11.646305084228516,-15.440752983093262,-15.908462524414062,-15.01903772354126
la vilaine qui aime les docteurs casse,-12.274886131286621,-13.411331176757812,-10.524239540100098,-12.628128051757812,-13.52761173248291,-13.33584976196289
les vilaines qui aiment les docteurs casse,-13.100005149841309,-12.176605224609375,-10.573619842529297,-14.41942310333252,-12.590277671813965,-15.23569107055664
les vilaines qui aiment le docteur cassent,-12.31773853302002,-10.660778999328613,-14.451996803283691,-16.754048347473145,-20.013795852661133,-18.774690628051758
la vilaine qui aime le docteur cassent,-16.367612838745117,-16.631628036499023,-15.119795799255371,-17.849016189575195,-18.41961669921875,-19.65834331512451
les vilaines qui aiment les docteurs cassent,-11.32064151763916,-11.741742134094238,-12.672040939331055,-10.300437927246094,-12.4004545211792,-13.40224838256836
la vilaine qui aime les docteurs cassent,-10.964365005493164,-13.182095527648926,-12.22407054901123,-10.80811595916748,-13.621162414550781,-15.437562942504883
la vilaine qui aime le docteur rentre,-12.117843627929688,-12.758964538574219,-10.772150039672852,-12.070152282714844,-11.598709106445312,-10.763092041015625
les vilaines qui aiment le docteur rentre,-12.81040096282959,-11.314915657043457,-11.447441101074219,-11.784473419189453,-11.864503860473633,-11.330850601196289
la vilaine qui aime les docteurs rentre,-13.754098892211914,-15.775313377380371,-13.212542533874512,-13.227011680603027,-10.147851943969727,-12.042350769042969
les vilaines qui aiment les docteurs rentre,-14.37522029876709,-15.642717361450195,-14.01418685913086,-12.227232933044434,-10.481863975524902,-13.669266700744629
les vilaines qui aiment le docteur rentrent,-12.405291557312012,-10.271778106689453,-12.811150550842285,-11.16756534576416,-14.658689498901367,-9.058815002441406
la vilaine qui aime le docteur rentrent,-13.616044998168945,-13.840569496154785,-12.79936408996582,-16.79591655731201,-18.498216152191162,-16.9502592086792
les vilaines qui aiment les docteurs rentrent,-11.854817390441895,-12.996724128723145,-11.873770713806152,-9.520855903625488,-7.2239556312561035,-7.791497707366943
la vilaine qui aime les docteurs rentrent,-11.532496452331543,-13.788321495056152,-10.940821647644043,-12.428434371948242,-10.9327392578125,-10.597959518432617
la vilaine qui aime le docteur continue,-13.28511905670166,-13.240212440490723,-10.810193061828613,-11.886772155761719,-11.578906059265137,-10.554454803466797
les vilaines qui aiment le docteur continue,-13.656185150146484,-12.586907386779785,-10.656750679016113,-11.231209754943848,-12.54673957824707,-10.639236450195312
la vilaine qui aime les docteurs continue,-14.231164932250977,-15.533555030822754,-14.915010452270508,-10.88591194152832,-8.835477828979492,-10.5326509475708
les vilaines qui aiment les docteurs continue,-14.742520332336426,-15.651090621948242,-16.276634216308594,-10.57243824005127,-9.38078498840332,-10.743274688720703
les vilaines qui aiment le docteur continuent,-17.705024242401123,-15.282635688781738,-15.818284034729004,-10.48833179473877,-11.798678398132324,-8.973970413208008
la vilaine qui aime le docteur continuent,-20.734761238098145,-19.61489772796631,-18.185383319854736,-13.782005310058594,-12.265979766845703,-13.736611366271973
les vilaines qui aiment les docteurs continuent,-20.188838958740234,-20.17593765258789,-15.44150161743164,-6.990793228149414,-6.080674648284912,-4.901519775390625
la vilaine qui aime les docteurs continuent,-20.21991205215454,-20.88270092010498,-15.492769241333008,-9.821171760559082,-9.329255104064941,-9.007061958312988
la vilaine qui aime le docteur suit,-14.53346061706543,-14.223422050476074,-11.561351776123047,-11.014257431030273,-10.943037986755371,-10.74296760559082
