minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj_root1,bigram_nsubj_root2,delta_score_42,delta_score_13,delta_score_30,delta_avg
"the roommate hides, the roommates hides",childes,simple_agrmt,roommate,roommates,hides,hides,-1,0,4.795790545596741,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,2.3978952727983707,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,-1.4167628288269043,0.38353729248046875,-0.24073028564453125,-0.4246519406636556
"the roommates hide, the roommate hide",childes,simple_agrmt,roommates,roommate,hide,hide,1,0,11.880342505440863,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,5.940171252720432,0.0,0.0,5.267858159063328,0.0,0.0,0.0,0.0,3.239443778991699,2.3322720527648926,1.1683759689331055,2.246697266896566
"the roommate leaves, the roommates leaves",childes,simple_agrmt,roommate,roommates,leaves,leaves,-1,0,11.346646534342986,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,5.673323267171493,0.0,0.0,4.382026634673881,0.0,0.0,0.0,0.0,1.7460126876831055,-0.08703136444091797,2.4392919540405273,1.3660910924275715
"the roommates leave, the roommate leave",childes,simple_agrmt,roommates,roommate,leave,leave,1,0,14.62910566464816,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,7.31455283232408,0.0,0.0,6.943122422819428,0.0,0.0,0.0,0.0,1.3261871337890625,1.7616262435913086,3.136777877807617,2.0748637517293296
"the roommate sits, the roommates sits",childes,simple_agrmt,roommate,roommates,sits,sits,-1,0,9.436997742590188,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,4.718498871295094,0.0,0.0,4.219507705176107,0.0,0.0,0.0,0.0,1.2778301239013672,1.959320068359375,3.6453123092651367,2.294154167175293
"the roommates sit, the roommate sit",childes,simple_agrmt,roommates,roommate,sit,sit,1,0,16.640896227913117,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,8.320448113956559,0.0,0.0,7.906915488678587,0.0,0.0,0.0,0.0,0.8829240798950195,0.6149797439575195,1.399599552154541,0.9658344586690267
"the roommate thinks, the roommates thinks",childes,simple_agrmt,roommate,roommates,thinks,thinks,-1,0,10.073905204827259,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,5.0369526024136295,0.0,0.0,4.77912349311153,0.0,0.0,0.0,0.0,1.692373275756836,0.9894189834594727,0.16522216796875,0.9490048090616862
"the roommates think, the roommate think",childes,simple_agrmt,roommates,roommate,think,think,1,0,19.171517117464102,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,9.585758558732051,0.0,0.0,9.520908548214665,0.0,0.0,0.0,0.0,2.7559452056884766,1.630457878112793,2.605721950531006,2.3307083447774253
"the roommate goes, the roommates goes",childes,simple_agrmt,roommate,roommates,goes,goes,-1,0,16.39892839522432,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,8.19946419761216,0.0,0.0,7.878912912297133,0.0,0.0,0.0,0.0,3.0602855682373047,1.9463567733764648,2.036407947540283,2.3476834297180176
"the roommates go, the roommate go",childes,simple_agrmt,roommates,roommate,go,go,1,0,20.170034258259747,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,10.085017129129874,0.0,0.0,9.702777967428895,0.0,0.0,0.0,0.0,2.186809539794922,2.8883562088012695,1.84417724609375,2.306447664896647
"the resident awaits, the residents awaits",childes,simple_agrmt,resident,residents,awaits,awaits,-1,-1,0.8109302162163288,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-0.41301631927490234,-1.395627498626709,-2.979926109313965,-1.5961899757385254
"the residents await, the resident await",childes,simple_agrmt,residents,resident,await,await,1,1,0.8109302162163288,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,0.26956844329833984,1.49658203125,2.3785390853881836,1.3815631866455078
"the resident complains, the residents complains",childes,simple_agrmt,resident,residents,complains,complains,-1,-1,0.8109302162163288,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-4.805150508880615,-2.711702823638916,-3.017300605773926,-3.511384646097819
"the residents complain, the resident complain",childes,simple_agrmt,residents,resident,complain,complain,1,1,3.8918202981106265,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.9459101490553132,0.6931471805599453,0.4054651081081644,1.791759469228055,0.0,0.0,0.0,0.0,5.434830188751221,3.0472798347473145,3.2006959915161133,3.8942686716715493
"the resident arrives, the residents arrives",childes,simple_agrmt,resident,residents,arrives,arrives,-1,-1,0.8109302162163288,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,0.4054651081081644,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-1.550431251525879,-4.1958770751953125,-6.198587417602539,-3.9816319147745767
"the residents arrive, the resident arrive",childes,simple_agrmt,residents,resident,arrive,arrive,1,1,5.545177444479562,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,2.772588722239781,0.6931471805599453,0.4054651081081644,1.9459101490553132,0.0,0.0,0.0,0.0,2.3789477348327637,3.6525745391845703,4.470149040222168,3.5005571047465005
"the resident disappears, the residents disappears",childes,simple_agrmt,resident,residents,disappears,disappears,-1,-1,3.2188758248682006,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,1.6094379124341003,0.4054651081081644,0.6931471805599453,1.3862943611198906,0.0,0.0,0.0,0.0,-1.984694480895996,-1.7542667388916016,-2.201639175415039,-1.9802001317342122
"the residents disappear, the resident disappear",childes,simple_agrmt,residents,resident,disappear,disappear,1,1,7.221835825288449,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,3.6109179126442243,0.6931471805599453,0.4054651081081644,2.6390573296152584,0.0,0.0,0.0,0.0,0.3891153335571289,3.4916906356811523,1.8819952011108398,1.920933723449707
"the resident bows, the residents bows",childes,simple_agrmt,resident,residents,bows,bows,-1,-1,6.089044875446846,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,3.044522437723423,0.4054651081081644,0.6931471805599453,1.0986122886681098,0.0,0.0,0.0,0.0,1.6149168014526367,2.434220314025879,-2.247056007385254,0.6006937026977539
"the residents bow, the resident bow",childes,simple_agrmt,residents,resident,bow,bow,1,1,10.805354763744559,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,5.402677381872279,0.6931471805599453,0.4054651081081644,4.394449154672439,0.0,0.0,0.0,0.0,-0.9356069564819336,-2.1789445877075195,1.7252578735351562,-0.46309789021809894
"the resident hides, the residents hides",childes,simple_agrmt,resident,residents,hides,hides,-1,-1,4.795790545596741,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,2.3978952727983707,0.4054651081081644,0.6931471805599453,2.1972245773362196,0.0,0.0,0.0,0.0,-1.6256999969482422,1.4705963134765625,-3.947126865386963,-1.3674101829528809
"the residents hide, the resident hide",childes,simple_agrmt,residents,resident,hide,hide,1,1,11.880342505440863,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,5.940171252720432,0.6931471805599453,0.4054651081081644,5.267858159063328,0.0,0.0,0.0,0.0,0.032494544982910156,1.5627374649047852,3.8556461334228516,1.8169593811035156
"the resident leaves, the residents leaves",childes,simple_agrmt,resident,residents,leaves,leaves,-1,-1,11.346646534342986,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,5.673323267171493,0.4054651081081644,0.6931471805599453,4.382026634673881,0.0,0.0,0.0,0.0,-0.48285770416259766,-1.175776481628418,0.9089937210083008,-0.24988015492757162
"the residents leave, the resident leave",childes,simple_agrmt,residents,resident,leave,leave,1,1,14.62910566464816,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,7.31455283232408,0.6931471805599453,0.4054651081081644,6.943122422819428,0.0,0.0,0.0,0.0,1.1581401824951172,2.8131179809570312,3.260051727294922,2.4104366302490234
"the resident sits, the residents sits",childes,simple_agrmt,resident,residents,sits,sits,-1,-1,9.436997742590188,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,4.718498871295094,0.4054651081081644,0.6931471805599453,4.219507705176107,0.0,0.0,0.0,0.0,4.037205696105957,0.20433807373046875,-0.09557437896728516,1.3819897969563801
"the residents sit, the resident sit",childes,simple_agrmt,residents,resident,sit,sit,1,1,16.640896227913117,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,8.320448113956559,0.6931471805599453,0.4054651081081644,7.906915488678587,0.0,0.0,0.0,0.0,1.893296241760254,3.5330734252929688,3.4008312225341797,2.9424002965291343
"the resident thinks, the residents thinks",childes,simple_agrmt,resident,residents,thinks,thinks,-1,-1,10.073905204827259,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,5.0369526024136295,0.4054651081081644,0.6931471805599453,4.77912349311153,0.0,0.0,0.0,0.0,-0.7573947906494141,-0.8254575729370117,-2.9554319381713867,-1.5127614339192708
"the residents think, the resident think",childes,simple_agrmt,residents,resident,think,think,1,1,19.171517117464102,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,9.585758558732051,0.6931471805599453,0.4054651081081644,9.520908548214665,0.0,0.0,0.0,0.0,3.1981544494628906,4.886293411254883,3.4049158096313477,3.8297878901163735
"the resident goes, the residents goes",childes,simple_agrmt,resident,residents,goes,goes,-1,-1,16.39892839522432,2.0794415416798357,0.6931471805599453,1.3862943611198906,-0.6931471805599453,8.19946419761216,0.4054651081081644,0.6931471805599453,7.878912912297133,0.0,0.0,0.0,0.0,2.8350791931152344,2.8081464767456055,0.8342437744140625,2.1591564814249673
"the residents go, the resident go",childes,simple_agrmt,residents,resident,go,go,1,1,20.170034258259747,2.0794415416798357,1.3862943611198906,0.6931471805599453,0.6931471805599453,10.085017129129874,0.6931471805599453,0.4054651081081644,9.702777967428895,0.0,0.0,0.0,0.0,2.8215980529785156,3.974327564239502,2.6538805961608887,3.1499354044596353
"the librarian awaits, the librarians awaits",childes,simple_agrmt,librarian,librarians,awaits,awaits,-1,-1,0.8109302162163288,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,0.4054651081081644,0.6931471805599453,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,-0.9377150535583496,-0.800631046295166,0.4439239501953125,-0.4314740498860677
"the librarians await, the librarian await",childes,simple_agrmt,librarians,librarian,await,await,1,1,0.8109302162163288,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,0.4054651081081644,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,0.9550652503967285,0.2940559387207031,-0.7021341323852539,0.18232901891072592
"the librarian complains, the librarians complains",childes,simple_agrmt,librarian,librarians,complains,complains,-1,-1,0.8109302162163288,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,0.4054651081081644,0.6931471805599453,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,-0.4990663528442383,-0.43708038330078125,-0.14673614501953125,-0.3609609603881836
"the librarians complain, the librarian complain",childes,simple_agrmt,librarians,librarian,complain,complain,1,1,3.8918202981106265,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,1.9459101490553132,0.0,0.6931471805599453,1.791759469228055,0.0,0.0,0.0,0.0,0.6087217330932617,0.20560359954833984,-0.1179952621459961,0.23211002349853516
"the librarian arrives, the librarians arrives",childes,simple_agrmt,librarian,librarians,arrives,arrives,-1,-1,0.8109302162163288,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,0.4054651081081644,0.6931471805599453,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,-1.6925668716430664,-3.3211469650268555,-3.3448486328125,-2.786187489827474
"the librarians arrive, the librarian arrive",childes,simple_agrmt,librarians,librarian,arrive,arrive,1,1,5.545177444479562,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,2.772588722239781,0.0,0.6931471805599453,1.9459101490553132,0.0,0.0,0.0,0.0,2.500269889831543,2.62636661529541,1.4795465469360352,2.2020610173543296
"the librarian disappears, the librarians disappears",childes,simple_agrmt,librarian,librarians,disappears,disappears,-1,-1,3.2188758248682006,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,1.6094379124341003,0.6931471805599453,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.7156152725219727,-0.5013761520385742,3.707822799682617,1.3073539733886719
"the librarians disappear, the librarian disappear",childes,simple_agrmt,librarians,librarian,disappear,disappear,1,1,7.221835825288449,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,3.6109179126442243,0.0,0.6931471805599453,2.6390573296152584,0.0,0.0,0.0,0.0,2.0999717712402344,2.392038345336914,0.9164390563964844,1.802816390991211
"the librarian bows, the librarians bows",childes,simple_agrmt,librarian,librarians,bows,bows,-1,-1,6.089044875446846,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,3.044522437723423,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,1.2556509971618652,1.064579963684082,-0.261505126953125,0.6862419446309408
"the librarians bow, the librarian bow",childes,simple_agrmt,librarians,librarian,bow,bow,1,1,10.805354763744559,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,5.402677381872279,0.0,0.6931471805599453,4.394449154672439,0.0,0.0,0.0,0.0,-1.0157203674316406,0.32744789123535156,0.4138336181640625,-0.09147961934407552
"the librarian hides, the librarians hides",childes,simple_agrmt,librarian,librarians,hides,hides,-1,-1,4.795790545596741,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,2.3978952727983707,0.6931471805599453,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,1.1754121780395508,0.16504192352294922,1.2323675155639648,0.8576072057088217
"the librarians hide, the librarian hide",childes,simple_agrmt,librarians,librarian,hide,hide,1,1,11.880342505440863,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,5.940171252720432,0.0,0.6931471805599453,5.267858159063328,0.0,0.0,0.0,0.0,2.0858583450317383,-0.13279438018798828,1.2680492401123047,1.0737044016520183
"the librarian leaves, the librarians leaves",childes,simple_agrmt,librarian,librarians,leaves,leaves,-1,-1,11.346646534342986,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,5.673323267171493,0.6931471805599453,0.0,4.382026634673881,0.0,0.0,0.0,0.0,1.040644645690918,-0.06136608123779297,1.900125503540039,0.9598013559977213
"the librarians leave, the librarian leave",childes,simple_agrmt,librarians,librarian,leave,leave,1,1,14.62910566464816,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,7.31455283232408,0.0,0.6931471805599453,6.943122422819428,0.0,0.0,0.0,0.0,-0.051174163818359375,0.65887451171875,-0.37462615966796875,0.07769139607747395
"the librarian sits, the librarians sits",childes,simple_agrmt,librarian,librarians,sits,sits,-1,-1,9.436997742590188,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,4.718498871295094,0.6931471805599453,0.0,4.219507705176107,0.0,0.0,0.0,0.0,6.796022891998291,3.4197206497192383,5.71060848236084,5.308784008026123
"the librarians sit, the librarian sit",childes,simple_agrmt,librarians,librarian,sit,sit,1,1,16.640896227913117,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,8.320448113956559,0.0,0.6931471805599453,7.906915488678587,0.0,0.0,0.0,0.0,0.14938831329345703,-1.2762765884399414,0.6457486152648926,-0.16037988662719727
"the librarian thinks, the librarians thinks",childes,simple_agrmt,librarian,librarians,thinks,thinks,-1,-1,10.073905204827259,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,5.0369526024136295,0.6931471805599453,0.0,4.77912349311153,0.0,0.0,0.0,0.0,3.8799009323120117,3.4995718002319336,1.9855823516845703,3.121685028076172
"the librarians think, the librarian think",childes,simple_agrmt,librarians,librarian,think,think,1,1,19.171517117464102,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,9.585758558732051,0.0,0.6931471805599453,9.520908548214665,0.0,0.0,0.0,0.0,2.0447521209716797,-0.2240447998046875,2.3113455772399902,1.3773509661356609
"the librarian goes, the librarians goes",childes,simple_agrmt,librarian,librarians,goes,goes,-1,-1,16.39892839522432,2.8903717578961645,2.4849066497880004,0.4054651081081644,2.079441541679836,8.19946419761216,0.6931471805599453,0.0,7.878912912297133,0.0,0.0,0.0,0.0,3.7834949493408203,2.6930675506591797,4.499742031097412,3.6587681770324707
"the librarians go, the librarian go",childes,simple_agrmt,librarians,librarian,go,go,1,1,20.170034258259747,2.8903717578961645,0.4054651081081644,2.4849066497880004,-2.079441541679836,10.085017129129874,0.0,0.6931471805599453,9.702777967428895,0.0,0.0,0.0,0.0,3.0031790733337402,1.9182124137878418,2.3475565910339355,2.422982692718506
"the officer awaits, the officers awaits",childes,simple_agrmt,officer,officers,awaits,awaits,-1,-2,0.8109302162163288,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,0.4054651081081644,1.9459101490553132,2.302585092994046,0.4054651081081644,0.0,0.0,0.0,0.0,-0.22946834564208984,-0.7137622833251953,-3.8033671379089355,-1.582199255625407
"the officers await, the officer await",childes,simple_agrmt,officers,officer,await,await,1,2,0.8109302162163288,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,0.4054651081081644,2.302585092994046,1.9459101490553132,0.4054651081081644,0.0,0.0,0.0,0.0,0.4297027587890625,1.373495101928711,2.3712000846862793,1.3914659818013508
"the officer complains, the officers complains",childes,simple_agrmt,officer,officers,complains,complains,-1,-2,0.8109302162163288,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,0.4054651081081644,1.9459101490553132,2.302585092994046,0.4054651081081644,0.0,0.0,0.0,0.0,-6.408260345458984,-1.3224163055419922,-1.6413655281066895,-3.124014059702555
"the officers complain, the officer complain",childes,simple_agrmt,officers,officer,complain,complain,1,2,3.8918202981106265,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,1.9459101490553132,2.302585092994046,1.9459101490553132,1.791759469228055,0.0,0.0,0.0,0.0,6.629757881164551,3.2015810012817383,1.7138285636901855,3.848389148712158
"the officer arrives, the officers arrives",childes,simple_agrmt,officer,officers,arrives,arrives,-1,-2,0.8109302162163288,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,0.4054651081081644,1.9459101490553132,2.302585092994046,0.4054651081081644,0.0,0.0,0.0,0.0,0.09558391571044922,-1.1006340980529785,-1.3763847351074219,-0.7938116391499838
"the officers arrive, the officer arrive",childes,simple_agrmt,officers,officer,arrive,arrive,1,2,5.545177444479562,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,2.772588722239781,2.302585092994046,1.9459101490553132,1.9459101490553132,0.0,0.0,0.0,0.0,5.977703094482422,4.020811080932617,2.9478673934936523,4.3154605229695635
"the officer disappears, the officers disappears",childes,simple_agrmt,officer,officers,disappears,disappears,-1,-2,3.2188758248682006,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,1.6094379124341003,1.9459101490553132,2.302585092994046,1.3862943611198906,0.0,0.0,0.0,0.0,-0.8522415161132812,-1.4113264083862305,0.3855762481689453,-0.6259972254435221
"the officers disappear, the officer disappear",childes,simple_agrmt,officers,officer,disappear,disappear,1,2,7.221835825288449,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,3.6109179126442243,2.302585092994046,1.9459101490553132,2.6390573296152584,0.0,0.0,0.0,0.0,0.6334323883056641,1.5041875839233398,2.8208532333374023,1.6528244018554688
"the officer bows, the officers bows",childes,simple_agrmt,officer,officers,bows,bows,-1,-2,6.089044875446846,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,3.044522437723423,1.9459101490553132,2.302585092994046,1.0986122886681098,0.0,0.0,0.0,0.0,-2.0011277198791504,0.6933183670043945,0.7459592819213867,-0.1872833569844564
"the officers bow, the officer bow",childes,simple_agrmt,officers,officer,bow,bow,1,2,10.805354763744559,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,5.402677381872279,2.302585092994046,1.9459101490553132,4.394449154672439,0.0,0.0,0.0,0.0,1.109166145324707,-1.2192411422729492,-1.322854995727539,-0.47764333089192706
"the officer hides, the officers hides",childes,simple_agrmt,officer,officers,hides,hides,-1,-2,4.795790545596741,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,2.3978952727983707,1.9459101490553132,2.302585092994046,2.1972245773362196,0.0,0.0,0.0,0.0,-0.0747995376586914,1.6392850875854492,1.0601911544799805,0.8748922348022461
"the officers hide, the officer hide",childes,simple_agrmt,officers,officer,hide,hide,1,2,11.880342505440863,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,5.940171252720432,2.302585092994046,1.9459101490553132,5.267858159063328,0.0,0.0,0.0,0.0,-2.315371513366699,0.6142673492431641,0.05926036834716797,-0.5472812652587891
"the officer leaves, the officers leaves",childes,simple_agrmt,officer,officers,leaves,leaves,-1,-2,11.346646534342986,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,5.673323267171493,1.9459101490553132,2.302585092994046,4.382026634673881,0.0,0.0,0.0,0.0,-1.1445941925048828,1.416555404663086,0.915593147277832,0.39585145314534503
"the officers leave, the officer leave",childes,simple_agrmt,officers,officer,leave,leave,1,2,14.62910566464816,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,7.31455283232408,2.302585092994046,1.9459101490553132,6.943122422819428,0.0,0.0,0.0,0.0,0.8775224685668945,-0.19881820678710938,2.4371633529663086,1.038622538248698
"the officer sits, the officers sits",childes,simple_agrmt,officer,officers,sits,sits,-1,-2,9.436997742590188,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,4.718498871295094,1.9459101490553132,2.302585092994046,4.219507705176107,0.0,0.0,0.0,0.0,4.31259822845459,3.992222785949707,4.514647483825684,4.27315616607666
"the officers sit, the officer sit",childes,simple_agrmt,officers,officer,sit,sit,1,2,16.640896227913117,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,8.320448113956559,2.302585092994046,1.9459101490553132,7.906915488678587,0.0,0.0,0.0,0.0,-0.11808013916015625,0.6687870025634766,1.5977697372436523,0.7161588668823242
"the officer thinks, the officers thinks",childes,simple_agrmt,officer,officers,thinks,thinks,-1,-2,10.073905204827259,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,5.0369526024136295,1.9459101490553132,2.302585092994046,4.77912349311153,0.0,0.0,0.0,0.0,3.3844451904296875,4.549046993255615,5.858487606048584,4.597326596577962
"the officers think, the officer think",childes,simple_agrmt,officers,officer,think,think,1,2,19.171517117464102,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,9.585758558732051,2.302585092994046,1.9459101490553132,9.520908548214665,0.0,0.0,0.0,0.0,-0.7912602424621582,0.038582801818847656,0.8189153671264648,0.022079308827718098
"the officer goes, the officers goes",childes,simple_agrmt,officer,officers,goes,goes,-1,-2,16.39892839522432,5.313205979041787,3.367295829986474,1.9459101490553132,1.421385680931161,8.19946419761216,1.9459101490553132,2.302585092994046,7.878912912297133,0.0,0.0,0.0,0.0,1.709554672241211,2.5285472869873047,2.786677360534668,2.341593106587728
"the officers go, the officer go",childes,simple_agrmt,officers,officer,go,go,1,2,20.170034258259747,5.313205979041787,1.9459101490553132,3.367295829986474,-1.421385680931161,10.085017129129874,2.302585092994046,1.9459101490553132,9.702777967428895,0.0,0.4054651081081644,0.0,0.4054651081081644,1.0770020484924316,3.1606812477111816,4.369748592376709,2.8691439628601074
