minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj_root1,bigram_nsubj_root2,delta_score_42,delta_score_13,delta_score_30,delta_avg
"the picker runs, the pickers runs",wiki,simple_agrmt,picker,pickers,runs,runs,-1,0,11.297948476322413,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,5.648974238161206,0.0,0.0,4.465908118654584,0.0,0.0,0.0,0.0,1.6242666244506836,3.310519218444824,2.565906524658203,2.5002307891845703
"the pickers run, the picker run",wiki,simple_agrmt,pickers,picker,run,run,1,0,13.07627964753534,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,6.53813982376767,0.0,0.0,4.812184355372417,0.0,0.0,0.0,0.0,3.06630802154541,0.7913942337036133,0.41062450408935547,1.4227755864461262
"the picker plays, the pickers plays",wiki,simple_agrmt,picker,pickers,plays,plays,-1,0,11.37395071267964,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,5.68697535633982,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,2.58394718170166,0.3312702178955078,1.2133712768554688,1.3761962254842122
"the pickers play, the picker play",wiki,simple_agrmt,pickers,picker,play,play,1,0,13.68749989801245,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,6.843749949006225,0.0,0.0,4.912654885736052,0.0,0.0,0.0,0.0,2.0442543029785156,3.4484519958496094,2.195572853088379,2.5627597173055015
"the picker works, the pickers works",wiki,simple_agrmt,picker,pickers,works,works,-1,0,13.995191965963853,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,6.9975959829819265,0.0,0.0,4.812184355372417,0.0,0.0,0.0,0.0,4.181947708129883,2.9433422088623047,4.114534378051758,3.746608098347982
"the pickers work, the picker work",wiki,simple_agrmt,pickers,picker,work,work,1,0,15.608502767056224,0.8109302162163288,0.4054651081081644,0.4054651081081644,0.0,7.804251383528112,0.0,0.0,5.017279836814924,0.0,0.0,0.0,0.0,-0.45357322692871094,2.4713191986083984,0.2487506866455078,0.7554988861083984
"the harvester grinds, the harvesters grinds",wiki,simple_agrmt,harvester,harvesters,grinds,grinds,-1,0,0.8109302162163288,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,0.4054651081081644,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.6264352798461914,2.0904388427734375,2.7868404388427734,1.8345715204874675
"the harvesters grind, the harvester grind",wiki,simple_agrmt,harvesters,harvester,grind,grind,1,0,2.1972245773362196,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,1.0986122886681098,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,-0.8208656311035156,-2.1547298431396484,-2.4503707885742188,-1.8086554209391277
"the harvester exaggerates, the harvesters exaggerates",wiki,simple_agrmt,harvester,harvesters,exaggerates,exaggerates,-1,0,0.8109302162163288,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1611838340759277,1.6805553436279297,5.354585647583008,2.7321082750956216
"the harvesters exaggerate, the harvester exaggerate",wiki,simple_agrmt,harvesters,harvester,exaggerate,exaggerate,1,0,3.2188758248682006,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9573788642883301,0.7778549194335938,0.8132638931274414,0.8494992256164551
"the harvester screams, the harvesters screams",wiki,simple_agrmt,harvester,harvesters,screams,screams,-1,0,2.1972245773362196,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,1.0986122886681098,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,2.6037397384643555,1.8555717468261719,4.410698413848877,2.9566699663798013
"the harvesters scream, the harvester scream",wiki,simple_agrmt,harvesters,harvester,scream,scream,1,0,4.605170185988092,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.542078971862793,-2.1355714797973633,-2.5450730323791504,-2.407574494679769
"the harvester swims, the harvesters swims",wiki,simple_agrmt,harvester,harvesters,swims,swims,-1,0,2.1972245773362196,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0741958618164062,3.1419572830200195,2.710296154022217,2.6421497662862143
"the harvesters swim, the harvester swim",wiki,simple_agrmt,harvesters,harvester,swim,swim,1,0,6.664409020350408,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,3.332204510175204,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,-1.3946208953857422,0.5546178817749023,-0.8892698287963867,-0.5764242808024088
"the harvester enjoys, the harvesters enjoys",wiki,simple_agrmt,harvester,harvesters,enjoys,enjoys,-1,0,6.182084906716632,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,3.091042453358316,0.0,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,-1.5407094955444336,-1.3806686401367188,0.8765325546264648,-0.6816151936848959
"the harvesters enjoy, the harvester enjoy",wiki,simple_agrmt,harvesters,harvester,enjoy,enjoy,1,0,8.525359754082631,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,4.2626798770413155,0.0,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,3.2679805755615234,2.5552682876586914,3.52608585357666,3.1164449055989585
"the harvester draws, the harvesters draws",wiki,simple_agrmt,harvester,harvesters,draws,draws,-1,0,7.783640596221253,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,3.8918202981106265,0.0,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,4.4267988204956055,4.017675399780273,7.4466962814331055,5.297056833902995
"the harvesters draw, the harvester draw",wiki,simple_agrmt,harvesters,harvester,draw,draw,1,0,10.187500401613525,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,5.093750200806762,0.0,0.0,2.995732273553991,0.0,0.0,0.0,0.0,-1.3873567581176758,-2.017277717590332,-1.4608097076416016,-1.6218147277832031
"the harvester rests, the harvesters rests",wiki,simple_agrmt,harvester,harvesters,rests,rests,-1,0,6.802394763324311,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,3.4011973816621555,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0,2.832026958465576,1.6535091400146484,2.942370891571045,2.4759689966837564
"the harvesters rest, the harvester rest",wiki,simple_agrmt,harvesters,harvester,rest,rest,1,0,12.372417247800987,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,6.186208623900494,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.5176372528076172,0.26856327056884766,-0.24934673309326172,0.17895126342773438
"the harvester runs, the harvesters runs",wiki,simple_agrmt,harvester,harvesters,runs,runs,-1,0,11.297948476322413,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,5.648974238161206,0.0,0.0,4.465908118654584,0.0,0.0,0.0,0.0,1.850809097290039,0.32007694244384766,1.527207374572754,1.2326978047688801
"the harvesters run, the harvester run",wiki,simple_agrmt,harvesters,harvester,run,run,1,0,13.07627964753534,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,6.53813982376767,0.0,0.0,4.812184355372417,0.0,0.0,0.0,0.0,1.2899818420410156,2.3952083587646484,0.840202808380127,1.5084643363952637
"the harvester plays, the harvesters plays",wiki,simple_agrmt,harvester,harvesters,plays,plays,-1,0,11.37395071267964,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,5.68697535633982,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,2.56050968170166,0.9537448883056641,0.7137212753295898,1.4093252817789714
"the harvesters play, the harvester play",wiki,simple_agrmt,harvesters,harvester,play,play,1,0,13.68749989801245,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,6.843749949006225,0.0,0.0,4.912654885736052,0.0,0.0,0.0,0.0,0.03095722198486328,2.399477481842041,1.499979019165039,1.3101379076639812
"the harvester works, the harvesters works",wiki,simple_agrmt,harvester,harvesters,works,works,-1,0,13.995191965963853,0.4054651081081644,0.0,0.4054651081081644,-0.4054651081081644,6.9975959829819265,0.0,0.0,4.812184355372417,0.0,0.0,0.0,0.0,3.233827590942383,2.0682544708251953,3.613076686859131,2.97171958287557
"the harvesters work, the harvester work",wiki,simple_agrmt,harvesters,harvester,work,work,1,0,15.608502767056224,0.4054651081081644,0.4054651081081644,0.0,0.4054651081081644,7.804251383528112,0.0,0.0,5.017279836814924,0.0,0.0,0.0,0.0,1.134469985961914,1.3133068084716797,0.7787485122680664,1.07550843556722
"the fireman grinds, the firemen grinds",wiki,simple_agrmt,fireman,firemen,grinds,grinds,0,0,0.8109302162163288,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,2.2326788902282715,-0.8214511871337891,3.8110504150390625,1.7407593727111816
"the firemen grind, the fireman grind",wiki,simple_agrmt,firemen,fireman,grind,grind,0,0,2.1972245773362196,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,1.0986122886681098,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-1.7169580459594727,-0.18554973602294922,-3.8263654708862305,-1.909624417622884
"the fireman exaggerates, the firemen exaggerates",wiki,simple_agrmt,fireman,firemen,exaggerates,exaggerates,0,0,0.8109302162163288,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.4438481330871582,1.937302589416504,4.241708755493164,2.207619825998942
"the firemen exaggerate, the fireman exaggerate",wiki,simple_agrmt,firemen,fireman,exaggerate,exaggerate,0,0,3.2188758248682006,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,1.6094379124341003,0.4054651081081644,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,2.7302393913269043,0.9502649307250977,1.7863740921020508,1.8222928047180176
"the fireman screams, the firemen screams",wiki,simple_agrmt,fireman,firemen,screams,screams,0,0,2.1972245773362196,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,1.0986122886681098,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,2.6696977615356445,-1.3606390953063965,3.2071595191955566,1.5054060618082683
"the firemen scream, the fireman scream",wiki,simple_agrmt,firemen,fireman,scream,scream,0,0,4.605170185988092,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,2.302585092994046,0.4054651081081644,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,-2.503019332885742,0.9889512062072754,-2.689049243927002,-1.4010391235351562
"the fireman swims, the firemen swims",wiki,simple_agrmt,fireman,firemen,swims,swims,0,0,2.1972245773362196,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,1.0986122886681098,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,1.4561519622802734,1.3614134788513184,3.6470680236816406,2.1548778216044107
"the firemen swim, the fireman swim",wiki,simple_agrmt,firemen,fireman,swim,swim,0,0,6.664409020350408,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,3.332204510175204,0.4054651081081644,0.6931471805599453,2.302585092994046,0.0,0.0,0.0,0.0,0.19667339324951172,1.169698715209961,-0.055169105529785156,0.4370676676432292
"the fireman enjoys, the firemen enjoys",wiki,simple_agrmt,fireman,firemen,enjoys,enjoys,0,0,6.182084906716632,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,3.091042453358316,0.6931471805599453,0.4054651081081644,2.5649493574615367,0.0,0.0,0.0,0.0,0.37755584716796875,-1.730769157409668,0.1568136215209961,-0.3987998962402344
"the firemen enjoy, the fireman enjoy",wiki,simple_agrmt,firemen,fireman,enjoy,enjoy,0,0,8.525359754082631,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,4.2626798770413155,0.4054651081081644,0.6931471805599453,3.1780538303479458,0.0,0.0,0.0,0.0,2.8970494270324707,4.439002513885498,4.639010429382324,3.991687456766764
"the fireman draws, the firemen draws",wiki,simple_agrmt,fireman,firemen,draws,draws,0,0,7.783640596221253,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,3.8918202981106265,0.6931471805599453,0.4054651081081644,3.1780538303479458,0.0,0.0,0.0,0.0,0.2594928741455078,-0.35570240020751953,2.892803192138672,0.9321978886922201
"the firemen draw, the fireman draw",wiki,simple_agrmt,firemen,fireman,draw,draw,0,0,10.187500401613525,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,5.093750200806762,0.4054651081081644,0.6931471805599453,2.995732273553991,0.0,0.0,0.0,0.0,1.3179435729980469,0.8004255294799805,-0.9720354080200195,0.3821112314860026
"the fireman rests, the firemen rests",wiki,simple_agrmt,fireman,firemen,rests,rests,0,0,6.802394763324311,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,3.4011973816621555,0.6931471805599453,0.4054651081081644,2.6390573296152584,0.0,0.0,0.0,0.0,0.8675165176391602,0.6756782531738281,3.005889892578125,1.5163615544637044
"the firemen rest, the fireman rest",wiki,simple_agrmt,firemen,fireman,rest,rest,0,0,12.372417247800987,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,6.186208623900494,0.4054651081081644,0.6931471805599453,2.1972245773362196,0.0,0.0,0.0,0.0,1.9283924102783203,0.168426513671875,-0.43634605407714844,0.553490956624349
"the fireman runs, the firemen runs",wiki,simple_agrmt,fireman,firemen,runs,runs,0,0,11.297948476322413,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,5.648974238161206,0.6931471805599453,0.4054651081081644,4.465908118654584,0.0,0.0,0.0,0.0,0.36012840270996094,2.716005802154541,2.401505470275879,1.8258798917134602
"the firemen run, the fireman run",wiki,simple_agrmt,firemen,fireman,run,run,0,0,13.07627964753534,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,6.53813982376767,0.4054651081081644,0.6931471805599453,4.812184355372417,0.0,0.0,0.0,0.0,-0.1577129364013672,-0.22861289978027344,0.2850828170776367,-0.03374767303466797
"the fireman plays, the firemen plays",wiki,simple_agrmt,fireman,firemen,plays,plays,0,0,11.37395071267964,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,5.68697535633982,0.6931471805599453,0.4054651081081644,4.5217885770490405,0.0,0.0,0.0,0.0,2.7781777381896973,0.9237995147705078,0.2965860366821289,1.332854429880778
"the firemen play, the fireman play",wiki,simple_agrmt,firemen,fireman,play,play,0,0,13.68749989801245,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,6.843749949006225,0.4054651081081644,0.6931471805599453,4.912654885736052,0.0,0.0,0.0,0.0,1.006828784942627,0.7610349655151367,1.8896942138671875,1.2191859881083171
"the fireman works, the firemen works",wiki,simple_agrmt,fireman,firemen,works,works,0,0,13.995191965963853,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,6.9975959829819265,0.6931471805599453,0.4054651081081644,4.812184355372417,0.0,0.0,0.0,0.0,3.222095489501953,1.488565444946289,4.033388614654541,2.914683183034261
"the firemen work, the fireman work",wiki,simple_agrmt,firemen,fireman,work,work,0,0,15.608502767056224,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,7.804251383528112,0.4054651081081644,0.6931471805599453,5.017279836814924,0.0,0.0,0.0,0.0,-0.7026224136352539,0.5438413619995117,0.3374814987182617,0.05956681569417318
"the superhero grinds, the superheroes grinds",wiki,simple_agrmt,superhero,superheroes,grinds,grinds,-2,-1,0.8109302162163288,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,0.4054651081081644,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-0.43314075469970703,-2.0243701934814453,0.7535610198974609,-0.5679833094278971
"the superheroes grind, the superhero grind",wiki,simple_agrmt,superheroes,superhero,grind,grind,2,1,2.1972245773362196,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,1.0986122886681098,0.6931471805599453,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,1.199183464050293,1.4349565505981445,-1.1461906433105469,0.4959831237792969
"the superhero exaggerates, the superheroes exaggerates",wiki,simple_agrmt,superhero,superheroes,exaggerates,exaggerates,-2,-1,0.8109302162163288,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,0.4054651081081644,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,-0.16904544830322266,-0.38523054122924805,-2.7964138984680176,-1.116896629333496
"the superheroes exaggerate, the superhero exaggerate",wiki,simple_agrmt,superheroes,superhero,exaggerate,exaggerate,2,1,3.2188758248682006,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,1.6094379124341003,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.6628351211547852,3.528022289276123,6.123119831085205,3.7713257471720376
"the superhero screams, the superheroes screams",wiki,simple_agrmt,superhero,superheroes,screams,screams,-2,-1,2.1972245773362196,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,1.0986122886681098,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-0.2796602249145508,-0.027170181274414062,1.385178565979004,0.3594493865966797
"the superheroes scream, the superhero scream",wiki,simple_agrmt,superheroes,superhero,scream,scream,2,1,4.605170185988092,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,2.302585092994046,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6377220153808594,-1.3280820846557617,-1.6124162673950195,-0.7675921122233073
"the superhero swims, the superheroes swims",wiki,simple_agrmt,superhero,superheroes,swims,swims,-2,-1,2.1972245773362196,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.4852924346923828,4.731727600097656,2.9260635375976562,2.7143611907958984
"the superheroes swim, the superhero swim",wiki,simple_agrmt,superheroes,superhero,swim,swim,2,1,6.664409020350408,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,3.332204510175204,0.6931471805599453,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.696894645690918,0.9554157257080078,-3.2069854736328125,-0.5182250340779623
"the superhero enjoys, the superheroes enjoys",wiki,simple_agrmt,superhero,superheroes,enjoys,enjoys,-2,-1,6.182084906716632,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,3.091042453358316,0.0,0.6931471805599453,2.5649493574615367,0.0,0.0,0.0,0.0,-0.809748649597168,-0.6386256217956543,1.659637451171875,0.0704210599263509
"the superheroes enjoy, the superhero enjoy",wiki,simple_agrmt,superheroes,superhero,enjoy,enjoy,2,1,8.525359754082631,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,4.2626798770413155,0.6931471805599453,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,1.6648387908935547,1.522404670715332,2.2080078125,1.798417091369629
"the superhero draws, the superheroes draws",wiki,simple_agrmt,superhero,superheroes,draws,draws,-2,-1,7.783640596221253,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,3.8918202981106265,0.0,0.6931471805599453,3.1780538303479458,0.0,0.0,0.0,0.0,1.600027084350586,2.426706314086914,1.8417415618896484,1.9561583201090496
"the superheroes draw, the superhero draw",wiki,simple_agrmt,superheroes,superhero,draw,draw,2,1,10.187500401613525,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,5.093750200806762,0.6931471805599453,0.0,2.995732273553991,0.0,0.0,0.0,0.0,-0.12294864654541016,-1.9762353897094727,0.562474250793457,-0.5122365951538086
"the superhero rests, the superheroes rests",wiki,simple_agrmt,superhero,superheroes,rests,rests,-2,-1,6.802394763324311,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,3.4011973816621555,0.0,0.6931471805599453,2.6390573296152584,0.0,0.0,0.0,0.0,0.7411479949951172,0.9796075820922852,0.6935825347900391,0.8047793706258138
"the superheroes rest, the superhero rest",wiki,simple_agrmt,superheroes,superhero,rest,rest,2,1,12.372417247800987,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,6.186208623900494,0.6931471805599453,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,1.3484840393066406,-1.5974416732788086,-0.029402732849121094,-0.09278678894042969
"the superhero runs, the superheroes runs",wiki,simple_agrmt,superhero,superheroes,runs,runs,-2,-1,11.297948476322413,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,5.648974238161206,0.0,0.6931471805599453,4.465908118654584,0.0,0.0,0.0,0.0,0.4584980010986328,0.7873935699462891,3.757462501525879,1.6677846908569336
"the superheroes run, the superhero run",wiki,simple_agrmt,superheroes,superhero,run,run,2,1,13.07627964753534,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,6.53813982376767,0.6931471805599453,0.0,4.812184355372417,0.0,0.0,0.0,0.0,0.2921276092529297,1.958437442779541,2.306633949279785,1.519066333770752
"the superhero plays, the superheroes plays",wiki,simple_agrmt,superhero,superheroes,plays,plays,-2,-1,11.37395071267964,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,5.68697535633982,0.0,0.6931471805599453,4.5217885770490405,0.0,0.0,0.0,0.0,3.419198989868164,1.9454412460327148,2.3245277404785156,2.563055992126465
"the superheroes play, the superhero play",wiki,simple_agrmt,superheroes,superhero,play,play,2,1,13.68749989801245,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,6.843749949006225,0.6931471805599453,0.0,4.912654885736052,0.0,0.0,0.0,0.0,0.3234853744506836,-2.58463191986084,-1.5018739700317383,-1.2543401718139648
"the superhero works, the superheroes works",wiki,simple_agrmt,superhero,superheroes,works,works,-2,-1,13.995191965963853,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,6.9975959829819265,0.0,0.6931471805599453,4.812184355372417,0.0,0.0,0.0,0.0,1.0584335327148438,1.0549077987670898,2.032777786254883,1.3820397059122722
"the superheroes work, the superhero work",wiki,simple_agrmt,superheroes,superhero,work,work,2,1,15.608502767056224,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,7.804251383528112,0.6931471805599453,0.0,5.017279836814924,0.0,0.0,0.0,0.0,-0.38455867767333984,-3.26251220703125,-0.5526466369628906,-1.399905840555827
