minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_score_42,delta_score_13,delta_score_30,delta_avg,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj_root1,bigram_nsubj_root2
"der fahrgast verschwindet, die fahrgäste verschwindet",wiki,simple_agrmt,fahrgast,fahrgäste,verschwindet,verschwindet,-0.9612898826599121,1.3087244033813477,0.0054073333740234375,0.117613951365153,-0.7071067811865475,-1.1952286093343936,-0.01530453759687416,-1.4421542697685,-1.6626201497857036,-0.8738198558014769,-0.8284028407209945,-0.2298988838377287,-1.163098133456943,-0.9941470235451709,-0.14587071876271931,0.0,0.0,0.0,0.0
"die fahrgäste verschwinden, der fahrgast verschwinden",wiki,simple_agrmt,fahrgäste,fahrgast,verschwinden,verschwinden,2.4168715476989746,3.760892868041992,1.7487316131591797,2.6421653429667153,0.7071067811865475,1.1952286093343936,-0.01530453759687416,-1.4421542697685,-0.8738198558014769,-1.6626201497857036,0.8284028407209945,0.20100745647719645,-0.9941470235451709,-1.163098133456943,-0.4232819914388805,0.0,0.0,0.0,0.0
"der fahrgast denkt, die fahrgäste denkt",wiki,simple_agrmt,fahrgast,fahrgäste,denkt,denkt,4.307505130767822,6.166341781616211,5.424280166625977,5.299375693003337,-0.7071067811865475,-1.1952286093343936,0.25852574560347735,-1.4421542697685,-1.6626201497857036,-0.8738198558014769,-0.8284028407209945,-0.40545454701218775,-1.163098133456943,-0.9941470235451709,-0.5285966238657006,0.0,0.0,0.0,0.0
"die fahrgäste denken, der fahrgast denken",wiki,simple_agrmt,fahrgäste,fahrgast,denken,denken,0.6943750381469727,1.5109615325927734,-0.1972827911376953,0.6693512598673502,0.7071067811865475,1.1952286093343936,0.25852574560347735,-1.4421542697685,-0.8738198558014769,-1.6626201497857036,0.8284028407209945,0.8934913630644308,-0.9941470235451709,-1.163098133456943,-0.010096543181084104,0.0,0.0,0.0,0.0
"der fahrgast spricht, die fahrgäste spricht",wiki,simple_agrmt,fahrgast,fahrgäste,spricht,spricht,-0.69439697265625,1.0896196365356445,-4.065091133117676,-1.2232894897460938,-0.7071067811865475,-1.1952286093343936,1.0812342640688997,-1.4421542697685,-1.6626201497857036,-0.8738198558014769,-0.8284028407209945,1.176057800008447,-1.163098133456943,-0.9941470235451709,1.5137773835230879,0.0,0.0,0.0,0.0
"die fahrgäste sprechen, der fahrgast sprechen",wiki,simple_agrmt,fahrgäste,fahrgast,sprechen,sprechen,0.8762779235839844,3.506765365600586,3.282369613647461,2.5551376342773438,0.7071067811865475,1.1952286093343936,1.0812342640688997,-1.4421542697685,-0.8738198558014769,-1.6626201497857036,0.8284028407209945,0.865062423476475,-0.9941470235451709,-1.163098133456943,0.9138788637986227,0.0,0.0,0.0,0.0
"der fahrgast arbeitet, die fahrgäste arbeitet",wiki,simple_agrmt,fahrgast,fahrgäste,arbeitet,arbeitet,-0.6326389312744141,-0.8951940536499023,0.31560802459716797,-0.4040749867757161,-0.7071067811865475,-1.1952286093343936,1.0174868686425287,-1.4421542697685,-1.6626201497857036,-0.8738198558014769,-0.8284028407209945,0.5212271230613056,-1.163098133456943,-0.9941470235451709,0.7252840078182893,0.0,0.0,0.0,0.0
"die fahrgäste arbeiten, der fahrgast arbeiten",wiki,simple_agrmt,fahrgäste,fahrgast,arbeiten,arbeiten,1.2052536010742188,2.028923988342285,1.0333518981933594,1.4225098292032878,0.7071067811865475,1.1952286093343936,1.0174868686425287,-1.4421542697685,-0.8738198558014769,-1.6626201497857036,0.8284028407209945,1.3995527613100525,-0.9941470235451709,-1.163098133456943,0.951228443371056,0.0,0.0,0.0,0.0
"der fahrgast liegt, die fahrgäste liegt",wiki,simple_agrmt,fahrgast,fahrgäste,liegt,liegt,-0.32757043838500977,2.179198741912842,-1.9981951713562012,-0.04885562260945638,-0.7071067811865475,-1.1952286093343936,1.7973493467784791,-1.4421542697685,-1.6626201497857036,-0.8738198558014769,-0.8284028407209945,1.9232323499227715,-1.163098133456943,-0.9941470235451709,2.1938150336261266,0.0,0.0,0.0,0.0
"die fahrgäste liegen, der fahrgast liegen",wiki,simple_agrmt,fahrgäste,fahrgast,liegen,liegen,5.4256181716918945,5.408050537109375,7.079311370849609,5.970993359883626,0.7071067811865475,1.1952286093343936,1.7973493467784791,-1.4421542697685,-0.8738198558014769,-1.6626201497857036,0.8284028407209945,1.4697475271403844,-0.9941470235451709,-1.163098133456943,1.746379185588242,0.0,0.0,0.0,0.0
"das kleinkind schaukelt, die kleinkinder schaukelt",wiki,simple_agrmt,kleinkind,kleinkinder,schaukelt,schaukelt,-4.658538818359375,-5.624185085296631,-4.059536933898926,-4.7807536125183105,-1.414213562373095,0.0,-1.594295131180744,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,-1.504830240123244,-1.4012213486491343,-0.9941470235451709,-1.1828708801319525,0.0,0.0,0.0,0.0
"die kleinkinder schaukeln, das kleinkind schaukeln",wiki,simple_agrmt,kleinkinder,kleinkind,schaukeln,schaukeln,6.593299865722656,5.19802188873291,4.949752330780029,5.580358028411865,1.414213562373095,0.0,-1.594295131180744,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,-1.504830240123244,-0.9941470235451709,-1.4012213486491343,-1.1828708801319525,0.0,0.0,0.0,0.0
"das kleinkind flüchtet, die kleinkinder flüchtet",wiki,simple_agrmt,kleinkind,kleinkinder,flüchtet,flüchtet,-4.7474589347839355,-6.355776786804199,-3.5288238525390625,-4.877353191375732,-1.414213562373095,0.0,-0.946401762942086,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,-1.163662700803156,-1.4012213486491343,-0.9941470235451709,-0.9915079275804617,0.0,0.0,0.0,0.0
"die kleinkinder flüchten, das kleinkind flüchten",wiki,simple_agrmt,kleinkinder,kleinkind,flüchten,flüchten,9.584537029266357,11.844783782958984,8.027742385864258,9.819021066029867,1.414213562373095,0.0,-0.946401762942086,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,-0.6229249445175058,-0.9941470235451709,-1.4012213486491343,-0.9915079275804617,0.0,0.0,0.0,0.0
"das kleinkind riecht, die kleinkinder riecht",wiki,simple_agrmt,kleinkind,kleinkinder,riecht,riecht,2.765538215637207,3.311110496520996,-3.2837467193603516,0.9309673309326172,-1.414213562373095,0.0,-0.9021037370105023,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,-1.02206537844863,-1.4012213486491343,-0.9941470235451709,-0.9915079275804617,0.0,0.0,0.0,0.0
"die kleinkinder riechen, das kleinkind riechen",wiki,simple_agrmt,kleinkinder,kleinkind,riechen,riechen,2.1072559356689453,0.751378059387207,4.367008209228516,2.4085474014282227,1.414213562373095,0.0,-0.9021037370105023,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,-0.6808978391285421,-0.9941470235451709,-1.4012213486491343,-0.9915079275804617,0.0,0.0,0.0,0.0
"das kleinkind wandert, die kleinkinder wandert",wiki,simple_agrmt,kleinkind,kleinkinder,wandert,wandert,-1.62750244140625,-3.997039794921875,-2.819699287414551,-2.814747174580892,-1.414213562373095,0.0,-0.39474371973629335,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,-0.6808978391285421,-1.4012213486491343,-0.9941470235451709,-0.5285966238657006,0.0,0.0,0.0,0.0
"die kleinkinder wandern, das kleinkind wandern",wiki,simple_agrmt,kleinkinder,kleinkind,wandern,wandern,6.205565452575684,4.712494850158691,8.589654922485352,6.502571741739909,1.414213562373095,0.0,-0.39474371973629335,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,-0.06428700769209962,-0.9941470235451709,-1.4012213486491343,0.1256776324005511,0.0,0.0,0.0,0.0
"das kleinkind feiert, die kleinkinder feiert",wiki,simple_agrmt,kleinkind,kleinkinder,feiert,feiert,-3.2715978622436523,-0.7615222930908203,-4.883838653564453,-2.9723196029663086,-1.414213562373095,0.0,-0.3017473366268855,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,-0.6808978391285421,-1.4012213486491343,-0.9941470235451709,-0.2644808532796324,0.0,0.0,0.0,0.0
"die kleinkinder feiern, das kleinkind feiern",wiki,simple_agrmt,kleinkinder,kleinkind,feiern,feiern,6.732533931732178,7.853045463562012,7.335962295532227,7.307180563608806,1.414213562373095,0.0,-0.3017473366268855,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,0.11126865548235944,-0.9941470235451709,-1.4012213486491343,0.06265627485349347,0.0,0.0,0.0,0.0
"das kleinkind verschwindet, die kleinkinder verschwindet",wiki,simple_agrmt,kleinkind,kleinkinder,verschwindet,verschwindet,-3.8691511154174805,-1.8540911674499512,0.18639659881591797,-1.8456152280171711,-1.414213562373095,0.0,-0.01530453759687416,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,-0.2298988838377287,-1.4012213486491343,-0.9941470235451709,-0.14587071876271931,0.0,0.0,0.0,0.0
"die kleinkinder verschwinden, das kleinkind verschwinden",wiki,simple_agrmt,kleinkinder,kleinkind,verschwinden,verschwinden,8.04216480255127,4.2469916343688965,1.0530738830566406,4.4474101066589355,1.414213562373095,0.0,-0.01530453759687416,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,0.20100745647719645,-0.9941470235451709,-1.4012213486491343,-0.4232819914388805,0.0,0.0,0.0,0.0
"das kleinkind denkt, die kleinkinder denkt",wiki,simple_agrmt,kleinkind,kleinkinder,denkt,denkt,-4.024484157562256,-4.285038471221924,-3.3014025688171387,-3.8703083992004395,-1.414213562373095,0.0,0.25852574560347735,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,-0.40545454701218775,-1.4012213486491343,-0.9941470235451709,-0.5285966238657006,0.0,0.0,0.0,0.0
"die kleinkinder denken, das kleinkind denken",wiki,simple_agrmt,kleinkinder,kleinkind,denken,denken,5.602155685424805,2.6157264709472656,0.9633541107177734,3.0604120890299478,1.414213562373095,0.0,0.25852574560347735,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,0.8934913630644308,-0.9941470235451709,-1.4012213486491343,-0.010096543181084104,0.0,0.0,0.0,0.0
"das kleinkind spricht, die kleinkinder spricht",wiki,simple_agrmt,kleinkind,kleinkinder,spricht,spricht,1.1060123443603516,-3.31856632232666,-0.8983020782470703,-1.036952018737793,-1.414213562373095,0.0,1.0812342640688997,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,1.176057800008447,-1.4012213486491343,-0.9941470235451709,1.5137773835230879,0.0,0.0,0.0,0.0
"die kleinkinder sprechen, das kleinkind sprechen",wiki,simple_agrmt,kleinkinder,kleinkind,sprechen,sprechen,5.647643089294434,5.686573028564453,6.161848068237305,5.832021395365397,1.414213562373095,0.0,1.0812342640688997,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,0.865062423476475,-0.9941470235451709,-1.4012213486491343,0.9138788637986227,0.0,0.0,0.0,0.0
"das kleinkind arbeitet, die kleinkinder arbeitet",wiki,simple_agrmt,kleinkind,kleinkinder,arbeitet,arbeitet,-3.5701770782470703,-4.954961776733398,-2.778883457183838,-3.768007437388102,-1.414213562373095,0.0,1.0174868686425287,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,0.5212271230613056,-1.4012213486491343,-0.9941470235451709,0.7252840078182893,0.0,0.0,0.0,0.0
"die kleinkinder arbeiten, das kleinkind arbeiten",wiki,simple_agrmt,kleinkinder,kleinkind,arbeiten,arbeiten,9.003671646118164,3.1047277450561523,4.830319404602051,5.646239598592122,1.414213562373095,0.0,1.0174868686425287,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,1.3995527613100525,-0.9941470235451709,-1.4012213486491343,0.951228443371056,0.0,0.0,0.0,0.0
"das kleinkind liegt, die kleinkinder liegt",wiki,simple_agrmt,kleinkind,kleinkinder,liegt,liegt,-1.9744510650634766,-0.5660638809204102,2.492403984069824,-0.0160369873046875,-1.414213562373095,0.0,1.7973493467784791,-1.3105614715055207,-1.6626201497857036,-0.6423763514841729,-1.0714662091110552,1.9232323499227715,-1.4012213486491343,-0.9941470235451709,2.1938150336261266,0.0,0.0,0.0,0.0
"die kleinkinder liegen, das kleinkind liegen",wiki,simple_agrmt,kleinkinder,kleinkind,liegen,liegen,5.101171493530273,2.2534265518188477,4.185331344604492,3.8466431299845376,1.414213562373095,0.0,1.7973493467784791,-1.3105614715055207,-0.6423763514841729,-1.6626201497857036,1.0714662091110552,1.4697475271403844,-0.9941470235451709,-1.4012213486491343,1.746379185588242,0.0,0.0,0.0,0.0
"der zwilling schaukelt, die zwillinge schaukelt",wiki,simple_agrmt,zwilling,zwillinge,schaukelt,schaukelt,1.615962028503418,-1.2379140853881836,-3.786879539489746,-1.136277198791504,-0.7071067811865475,0.0,-1.594295131180744,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,-1.504830240123244,-1.4012213486491343,-0.4560240364829303,-1.1828708801319525,0.0,0.0,0.0,0.0
"die zwillinge schaukeln, der zwilling schaukeln",wiki,simple_agrmt,zwillinge,zwilling,schaukeln,schaukeln,5.919897556304932,4.039369106292725,9.159839630126953,6.373035430908203,0.7071067811865475,0.0,-1.594295131180744,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,-1.504830240123244,-0.4560240364829303,-1.4012213486491343,-1.1828708801319525,0.0,0.0,0.0,0.0
"der zwilling flüchtet, die zwillinge flüchtet",wiki,simple_agrmt,zwilling,zwillinge,flüchtet,flüchtet,1.7253127098083496,0.8470511436462402,-2.9851560592651367,-0.13759740193684897,-0.7071067811865475,0.0,-0.946401762942086,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,-1.163662700803156,-1.4012213486491343,-0.4560240364829303,-0.9915079275804617,0.0,0.0,0.0,0.0
"die zwillinge flüchten, der zwilling flüchten",wiki,simple_agrmt,zwillinge,zwilling,flüchten,flüchten,4.06967306137085,3.876277446746826,7.8596601486206055,5.268536885579427,0.7071067811865475,0.0,-0.946401762942086,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,-0.6229249445175058,-0.4560240364829303,-1.4012213486491343,-0.9915079275804617,0.0,0.0,0.0,0.0
"der zwilling riecht, die zwillinge riecht",wiki,simple_agrmt,zwilling,zwillinge,riecht,riecht,1.115818977355957,3.182368278503418,-4.338859558105469,-0.01355743408203125,-0.7071067811865475,0.0,-0.9021037370105023,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,-1.02206537844863,-1.4012213486491343,-0.4560240364829303,-0.9915079275804617,0.0,0.0,0.0,0.0
"die zwillinge riechen, der zwilling riechen",wiki,simple_agrmt,zwillinge,zwilling,riechen,riechen,2.3753814697265625,2.6273937225341797,6.497234344482422,3.833336512247721,0.7071067811865475,0.0,-0.9021037370105023,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,-0.6808978391285421,-0.4560240364829303,-1.4012213486491343,-0.9915079275804617,0.0,0.0,0.0,0.0
"der zwilling wandert, die zwillinge wandert",wiki,simple_agrmt,zwilling,zwillinge,wandert,wandert,2.3944311141967773,0.6472711563110352,-1.3535346984863281,0.5627225240071615,-0.7071067811865475,0.0,-0.39474371973629335,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,-0.6808978391285421,-1.4012213486491343,-0.4560240364829303,-0.5285966238657006,0.0,0.0,0.0,0.0
"die zwillinge wandern, der zwilling wandern",wiki,simple_agrmt,zwillinge,zwilling,wandern,wandern,4.980727195739746,4.129688262939453,5.517642974853516,4.876019477844238,0.7071067811865475,0.0,-0.39474371973629335,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,-0.06428700769209962,-0.4560240364829303,-1.4012213486491343,0.1256776324005511,0.0,0.0,0.0,0.0
"der zwilling feiert, die zwillinge feiert",wiki,simple_agrmt,zwilling,zwillinge,feiert,feiert,3.4024314880371094,0.7973880767822266,-2.679079055786133,0.5069135030110677,-0.7071067811865475,0.0,-0.3017473366268855,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,-0.6808978391285421,-1.4012213486491343,-0.4560240364829303,-0.2644808532796324,0.0,0.0,0.0,0.0
"die zwillinge feiern, der zwilling feiern",wiki,simple_agrmt,zwillinge,zwilling,feiern,feiern,3.7446813583374023,1.3831076622009277,4.355210781097412,3.1609999338785806,0.7071067811865475,0.0,-0.3017473366268855,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,0.11126865548235944,-0.4560240364829303,-1.4012213486491343,0.06265627485349347,0.0,0.0,0.0,0.0
"der zwilling verschwindet, die zwillinge verschwindet",wiki,simple_agrmt,zwilling,zwillinge,verschwindet,verschwindet,-0.39635181427001953,3.3273258209228516,-2.490622043609619,0.14678398768107095,-0.7071067811865475,0.0,-0.01530453759687416,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,-0.2298988838377287,-1.4012213486491343,-0.4560240364829303,-0.14587071876271931,0.0,0.0,0.0,0.0
"die zwillinge verschwinden, der zwilling verschwinden",wiki,simple_agrmt,zwillinge,zwilling,verschwinden,verschwinden,4.7313079833984375,2.3371315002441406,7.067327976226807,4.711922486623128,0.7071067811865475,0.0,-0.01530453759687416,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,0.20100745647719645,-0.4560240364829303,-1.4012213486491343,-0.4232819914388805,0.0,0.0,0.0,0.0
"der zwilling denkt, die zwillinge denkt",wiki,simple_agrmt,zwilling,zwillinge,denkt,denkt,1.1021332740783691,1.2267327308654785,-0.2007288932800293,0.7093790372212728,-0.7071067811865475,0.0,0.25852574560347735,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,-0.40545454701218775,-1.4012213486491343,-0.4560240364829303,-0.5285966238657006,0.0,0.0,0.0,0.0
"die zwillinge denken, der zwilling denken",wiki,simple_agrmt,zwillinge,zwilling,denken,denken,3.3594017028808594,2.8288183212280273,4.14044189453125,3.442887306213379,0.7071067811865475,0.0,0.25852574560347735,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,0.8934913630644308,-0.4560240364829303,-1.4012213486491343,-0.010096543181084104,0.0,0.0,0.0,0.0
"der zwilling spricht, die zwillinge spricht",wiki,simple_agrmt,zwilling,zwillinge,spricht,spricht,3.5536556243896484,4.925515174865723,0.6349544525146484,3.0380417505900064,-0.7071067811865475,0.0,1.0812342640688997,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,1.176057800008447,-1.4012213486491343,-0.4560240364829303,1.5137773835230879,0.0,0.0,0.0,0.0
"die zwillinge sprechen, der zwilling sprechen",wiki,simple_agrmt,zwillinge,zwilling,sprechen,sprechen,5.086991310119629,3.2024078369140625,4.792629241943359,4.360676129659017,0.7071067811865475,0.0,1.0812342640688997,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,0.865062423476475,-0.4560240364829303,-1.4012213486491343,0.9138788637986227,0.0,0.0,0.0,0.0
"der zwilling arbeitet, die zwillinge arbeitet",wiki,simple_agrmt,zwilling,zwillinge,arbeitet,arbeitet,0.778965950012207,4.767253875732422,-2.922501564025879,0.87457275390625,-0.7071067811865475,0.0,1.0174868686425287,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,0.5212271230613056,-1.4012213486491343,-0.4560240364829303,0.7252840078182893,0.0,0.0,0.0,0.0
"die zwillinge arbeiten, der zwilling arbeiten",wiki,simple_agrmt,zwillinge,zwilling,arbeiten,arbeiten,3.8072919845581055,1.6696109771728516,4.6841278076171875,3.3870102564493814,0.7071067811865475,0.0,1.0174868686425287,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,1.3995527613100525,-0.4560240364829303,-1.4012213486491343,0.951228443371056,0.0,0.0,0.0,0.0
"der zwilling liegt, die zwillinge liegt",wiki,simple_agrmt,zwilling,zwillinge,liegt,liegt,3.073276996612549,4.614044666290283,-0.2924776077270508,2.4649480183919272,-0.7071067811865475,0.0,1.7973493467784791,-0.9653741464036301,-1.3076872016658223,-0.3901988405055217,-0.9635518273892036,1.9232323499227715,-1.4012213486491343,-0.4560240364829303,2.1938150336261266,0.0,0.0,0.0,0.0
"die zwillinge liegen, der zwilling liegen",wiki,simple_agrmt,zwillinge,zwilling,liegen,liegen,4.706119060516357,5.878026008605957,8.873414993286133,6.485853354136149,0.7071067811865475,0.0,1.7973493467784791,-0.9653741464036301,-0.3901988405055217,-1.3076872016658223,0.9635518273892036,1.4697475271403844,-0.4560240364829303,-1.4012213486491343,1.746379185588242,0.0,0.0,0.0,0.0
"der polizist schaukelt, die polizisten schaukelt",wiki,simple_agrmt,polizist,polizisten,schaukelt,schaukelt,1.3113665580749512,1.6406769752502441,0.4691634178161621,1.1404023170471191,-1.414213562373095,0.0,-1.594295131180744,-0.5870955822746674,-0.9527542535459411,-0.07982093844375358,-0.9167598484758012,-1.504830240123244,-0.5870726984412079,-0.4560240364829303,-1.1828708801319525,0.0,0.0,0.0,0.0
"die polizisten schaukeln, der polizist schaukeln",wiki,simple_agrmt,polizisten,polizist,schaukeln,schaukeln,1.8070387840270996,2.77498722076416,3.718109607696533,2.766711870829264,1.414213562373095,0.0,-1.594295131180744,-0.5870955822746674,-0.07982093844375358,-0.9527542535459411,0.9167598484758012,-1.504830240123244,-0.4560240364829303,-0.5870726984412079,-1.1828708801319525,0.0,0.0,0.0,0.0
"der polizist flüchtet, die polizisten flüchtet",wiki,simple_agrmt,polizist,polizisten,flüchtet,flüchtet,3.594972610473633,4.5627007484436035,-0.8848552703857422,2.4242726961771646,-1.414213562373095,0.0,-0.946401762942086,-0.5870955822746674,-0.9527542535459411,-0.07982093844375358,-0.9167598484758012,-1.163662700803156,-0.5870726984412079,-0.4560240364829303,-0.9915079275804617,0.0,0.0,0.0,0.0
"die polizisten flüchten, der polizist flüchten",wiki,simple_agrmt,polizisten,polizist,flüchten,flüchten,6.286872863769531,3.9840445518493652,7.111495018005371,5.794137477874756,1.414213562373095,0.0,-0.946401762942086,-0.5870955822746674,-0.07982093844375358,-0.9527542535459411,0.9167598484758012,-0.6229249445175058,-0.4560240364829303,-0.5870726984412079,-0.9915079275804617,0.0,0.0,0.0,0.0
