minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_score_42,delta_score_13,delta_score_30,delta_avg,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj2_root,bigram_nsubj1_root
"le visiteur arrive, les visiteurs arrive",childes,simple_agrmt,visiteur,visiteurs,arrive,arrive,4.599699974060059,2.4834651947021484,2.2982912063598633,3.12715212504069,-2,0,10.547680805518146,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les visiteurs arrivent, le visiteur arrivent",childes,simple_agrmt,visiteurs,visiteur,arrivent,arrivent,3.151195526123047,5.93855094909668,5.026667594909668,4.705471356709798,2,0,10.547680805518146,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le visiteur met, les visiteurs met",childes,simple_agrmt,visiteur,visiteurs,met,met,1.8445072174072266,2.0834789276123047,0.5070867538452148,1.4783576329549153,-2,0,11.708410008290464,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les visiteurs mettent, le visiteur mettent",childes,simple_agrmt,visiteurs,visiteur,mettent,mettent,4.444034576416016,7.605063438415527,5.503220558166504,5.850772857666016,2,0,11.708410008290464,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le joueur poursuit, les joueurs poursuit",childes,simple_agrmt,joueur,joueurs,poursuit,poursuit,0.09323358535766602,-4.45519495010376,-0.23811864852905273,-1.5333600044250488,-2,0,1.5040773967762742,2.70805020110221,1.6094379124341003,1.0986122886681098,0.5108256237659905,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les joueurs poursuivent, le joueur poursuivent",childes,simple_agrmt,joueurs,joueur,poursuivent,poursuivent,0.8147821426391602,6.790538311004639,2.8016276359558105,3.468982696533203,2,0,1.5040773967762742,2.70805020110221,1.0986122886681098,1.6094379124341003,-0.5108256237659905,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le joueur grandit, les joueurs grandit",childes,simple_agrmt,joueur,joueurs,grandit,grandit,3.364680290222168,1.155252456665039,0.04194068908691406,1.5206244786580403,-2,0,3.295836866004329,2.70805020110221,1.6094379124341003,1.0986122886681098,0.5108256237659905,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les joueurs grandissent, le joueur grandissent",childes,simple_agrmt,joueurs,joueur,grandissent,grandissent,4.092681884765625,5.508965492248535,4.384925365447998,4.662190914154053,2,0,3.295836866004329,2.70805020110221,1.0986122886681098,1.6094379124341003,-0.5108256237659905,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le joueur apprend, les joueurs apprend",childes,simple_agrmt,joueur,joueurs,apprend,apprend,3.444854736328125,2.4021520614624023,0.5026721954345703,2.1165596644083657,-2,0,5.703782474656201,2.70805020110221,1.6094379124341003,1.0986122886681098,0.5108256237659905,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les joueurs apprennent, le joueur apprennent",childes,simple_agrmt,joueurs,joueur,apprennent,apprennent,6.602362155914307,6.23539924621582,9.440900325775146,7.426220575968425,2,0,5.703782474656201,2.70805020110221,1.0986122886681098,1.6094379124341003,-0.5108256237659905,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le joueur descend, les joueurs descend",childes,simple_agrmt,joueur,joueurs,descend,descend,0.709172248840332,1.039046287536621,-1.4086179733276367,0.11320018768310547,-2,0,7.255591274253664,2.70805020110221,1.6094379124341003,1.0986122886681098,0.5108256237659905,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les joueurs descendent, le joueur descendent",childes,simple_agrmt,joueurs,joueur,descendent,descendent,3.934408187866211,5.1456708908081055,6.614171028137207,5.231416702270508,2,0,7.255591274253664,2.70805020110221,1.0986122886681098,1.6094379124341003,-0.5108256237659905,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le joueur attend, les joueurs attend",childes,simple_agrmt,joueur,joueurs,attend,attend,0.5413436889648438,0.06103801727294922,-1.6064462661743164,-0.3346881866455078,-2,0,8.066207568006265,2.70805020110221,1.6094379124341003,1.0986122886681098,0.5108256237659905,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les joueurs attendent, le joueur attendent",childes,simple_agrmt,joueurs,joueur,attendent,attendent,3.604342460632324,4.412064552307129,4.3918914794921875,4.136099497477214,2,0,8.066207568006265,2.70805020110221,1.0986122886681098,1.6094379124341003,-0.5108256237659905,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le joueur arrive, les joueurs arrive",childes,simple_agrmt,joueur,joueurs,arrive,arrive,4.815799236297607,3.2968215942382812,1.3446168899536133,3.1524125734965005,-2,0,10.547680805518146,2.70805020110221,1.6094379124341003,1.0986122886681098,0.5108256237659905,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les joueurs arrivent, le joueur arrivent",childes,simple_agrmt,joueurs,joueur,arrivent,arrivent,3.968935012817383,5.8097639083862305,6.366574764251709,5.381757895151774,2,0,10.547680805518146,2.70805020110221,1.0986122886681098,1.6094379124341003,-0.5108256237659905,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le joueur met, les joueurs met",childes,simple_agrmt,joueur,joueurs,met,met,1.6346712112426758,1.8833904266357422,0.5666131973266602,1.3615582784016926,-2,0,11.708410008290464,2.70805020110221,1.6094379124341003,1.0986122886681098,0.5108256237659905,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les joueurs mettent, le joueur mettent",childes,simple_agrmt,joueurs,joueur,mettent,mettent,5.568305969238281,7.861898899078369,6.020343780517578,6.483516216278076,2,0,11.708410008290464,2.70805020110221,1.0986122886681098,1.6094379124341003,-0.5108256237659905,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le chanteur poursuit, les chanteurs poursuit",childes,simple_agrmt,chanteur,chanteurs,poursuit,poursuit,0.4505786895751953,-2.6798524856567383,-0.4387235641479492,-0.8893324534098307,-2,0,1.5040773967762742,3.58351893845611,2.1972245773362196,1.3862943611198906,0.810930216216329,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les chanteurs poursuivent, le chanteur poursuivent",childes,simple_agrmt,chanteurs,chanteur,poursuivent,poursuivent,0.5251541137695312,5.6659979820251465,1.4680747985839844,2.553075631459554,2,0,1.5040773967762742,3.58351893845611,1.3862943611198906,2.1972245773362196,-0.810930216216329,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le chanteur grandit, les chanteurs grandit",childes,simple_agrmt,chanteur,chanteurs,grandit,grandit,4.0456953048706055,1.631791114807129,0.17100811004638672,1.949498176574707,-2,0,3.295836866004329,3.58351893845611,2.1972245773362196,1.3862943611198906,0.810930216216329,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les chanteurs grandissent, le chanteur grandissent",childes,simple_agrmt,chanteurs,chanteur,grandissent,grandissent,2.6047611236572266,3.2219295501708984,4.044929504394531,3.2905400594075522,2,0,3.295836866004329,3.58351893845611,1.3862943611198906,2.1972245773362196,-0.810930216216329,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le chanteur apprend, les chanteurs apprend",childes,simple_agrmt,chanteur,chanteurs,apprend,apprend,3.5935115814208984,2.8996925354003906,0.8635826110839844,2.4522622426350913,-2,0,5.703782474656201,3.58351893845611,2.1972245773362196,1.3862943611198906,0.810930216216329,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les chanteurs apprennent, le chanteur apprennent",childes,simple_agrmt,chanteurs,chanteur,apprennent,apprennent,5.2479248046875,5.839414596557617,9.111075401306152,6.732804934183757,2,0,5.703782474656201,3.58351893845611,1.3862943611198906,2.1972245773362196,-0.810930216216329,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le chanteur descend, les chanteurs descend",childes,simple_agrmt,chanteur,chanteurs,descend,descend,0.10987186431884766,0.38890552520751953,-0.69024658203125,-0.06382306416829427,-2,0,7.255591274253664,3.58351893845611,2.1972245773362196,1.3862943611198906,0.810930216216329,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les chanteurs descendent, le chanteur descendent",childes,simple_agrmt,chanteurs,chanteur,descendent,descendent,3.226623058319092,5.2361249923706055,6.432028770446777,4.964925607045491,2,0,7.255591274253664,3.58351893845611,1.3862943611198906,2.1972245773362196,-0.810930216216329,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le chanteur attend, les chanteurs attend",childes,simple_agrmt,chanteur,chanteurs,attend,attend,0.9803218841552734,-0.5617246627807617,-1.1421709060668945,-0.24119122823079428,-2,0,8.066207568006265,3.58351893845611,2.1972245773362196,1.3862943611198906,0.810930216216329,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les chanteurs attendent, le chanteur attendent",childes,simple_agrmt,chanteurs,chanteur,attendent,attendent,3.087188243865967,4.864780426025391,4.7252197265625,4.225729465484619,2,0,8.066207568006265,3.58351893845611,1.3862943611198906,2.1972245773362196,-0.810930216216329,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le chanteur arrive, les chanteurs arrive",childes,simple_agrmt,chanteur,chanteurs,arrive,arrive,4.596314430236816,3.292130947113037,1.9193649291992188,3.269270102183024,-2,0,10.547680805518146,3.58351893845611,2.1972245773362196,1.3862943611198906,0.810930216216329,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les chanteurs arrivent, le chanteur arrivent",childes,simple_agrmt,chanteurs,chanteur,arrivent,arrivent,3.0009803771972656,4.956231594085693,4.964495658874512,4.307235876719157,2,0,10.547680805518146,3.58351893845611,1.3862943611198906,2.1972245773362196,-0.810930216216329,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le chanteur met, les chanteurs met",childes,simple_agrmt,chanteur,chanteurs,met,met,1.5224952697753906,2.202136993408203,1.0771045684814453,1.6005789438883464,-2,0,11.708410008290464,3.58351893845611,2.1972245773362196,1.3862943611198906,0.810930216216329,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les chanteurs mettent, le chanteur mettent",childes,simple_agrmt,chanteurs,chanteur,mettent,mettent,3.9798078536987305,6.721845626831055,5.26125431060791,5.320969263712565,2,0,11.708410008290464,3.58351893845611,1.3862943611198906,2.1972245773362196,-0.810930216216329,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le capitaine poursuit, les capitaines poursuit",childes,simple_agrmt,capitaine,capitaines,poursuit,poursuit,0.3323206901550293,4.540862560272217,-1.5694952011108398,1.1012293497721355,-2,-1,1.5040773967762742,4.718498871295094,3.332204510175204,1.3862943611198906,1.9459101490553132,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les capitaines poursuivent, le capitaine poursuivent",childes,simple_agrmt,capitaines,capitaine,poursuivent,poursuivent,0.8677453994750977,0.7443866729736328,3.9049811363220215,1.8390377362569172,2,1,1.5040773967762742,4.718498871295094,1.3862943611198906,3.332204510175204,-1.9459101490553132,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le capitaine grandit, les capitaines grandit",childes,simple_agrmt,capitaine,capitaines,grandit,grandit,6.318318843841553,2.48703670501709,4.8033552169799805,4.536236921946208,-2,-1,3.295836866004329,4.718498871295094,3.332204510175204,1.3862943611198906,1.9459101490553132,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les capitaines grandissent, le capitaine grandissent",childes,simple_agrmt,capitaines,capitaine,grandissent,grandissent,4.7579345703125,3.2115683555603027,5.145886421203613,4.371796449025472,2,1,3.295836866004329,4.718498871295094,1.3862943611198906,3.332204510175204,-1.9459101490553132,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le capitaine apprend, les capitaines apprend",childes,simple_agrmt,capitaine,capitaines,apprend,apprend,3.051711082458496,2.484278678894043,3.445256233215332,2.993748664855957,-2,-1,5.703782474656201,4.718498871295094,3.332204510175204,1.3862943611198906,1.9459101490553132,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les capitaines apprennent, le capitaine apprennent",childes,simple_agrmt,capitaines,capitaine,apprennent,apprennent,4.2316813468933105,5.799410343170166,7.527317523956299,5.852803071339925,2,1,5.703782474656201,4.718498871295094,1.3862943611198906,3.332204510175204,-1.9459101490553132,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le capitaine descend, les capitaines descend",childes,simple_agrmt,capitaine,capitaines,descend,descend,0.32458972930908203,-1.3939428329467773,1.1235647201538086,0.018070538838704426,-2,-1,7.255591274253664,4.718498871295094,3.332204510175204,1.3862943611198906,1.9459101490553132,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les capitaines descendent, le capitaine descendent",childes,simple_agrmt,capitaines,capitaine,descendent,descendent,5.947032928466797,8.882360458374023,5.461235046386719,6.763542811075847,2,1,7.255591274253664,4.718498871295094,1.3862943611198906,3.332204510175204,-1.9459101490553132,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le capitaine attend, les capitaines attend",childes,simple_agrmt,capitaine,capitaines,attend,attend,-0.6502113342285156,-1.610795021057129,0.6302070617675781,-0.5435997645060221,-2,-1,8.066207568006265,4.718498871295094,3.332204510175204,1.3862943611198906,1.9459101490553132,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les capitaines attendent, le capitaine attendent",childes,simple_agrmt,capitaines,capitaine,attendent,attendent,5.142560005187988,6.793483257293701,3.162628650665283,5.032890637715657,2,1,8.066207568006265,4.718498871295094,1.3862943611198906,3.332204510175204,-1.9459101490553132,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le capitaine arrive, les capitaines arrive",childes,simple_agrmt,capitaine,capitaines,arrive,arrive,5.583343982696533,2.807318687438965,3.414666175842285,3.9351096153259277,-2,-1,10.547680805518146,4.718498871295094,3.332204510175204,1.3862943611198906,1.9459101490553132,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les capitaines arrivent, le capitaine arrivent",childes,simple_agrmt,capitaines,capitaine,arrivent,arrivent,3.517786979675293,5.252048492431641,3.3172616958618164,4.029032389322917,2,1,10.547680805518146,4.718498871295094,1.3862943611198906,3.332204510175204,-1.9459101490553132,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le capitaine met, les capitaines met",childes,simple_agrmt,capitaine,capitaines,met,met,1.7275562286376953,1.9807052612304688,3.860487937927246,2.5229164759318032,-2,-1,11.708410008290464,4.718498871295094,3.332204510175204,1.3862943611198906,1.9459101490553132,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les capitaines mettent, le capitaine mettent",childes,simple_agrmt,capitaines,capitaine,mettent,mettent,4.164934158325195,6.4134016036987305,4.001922607421875,4.860086123148601,2,1,11.708410008290464,4.718498871295094,1.3862943611198906,3.332204510175204,-1.9459101490553132,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'homme poursuit, les hommes poursuit",childes,simple_agrmt,homme,hommes,poursuit,poursuit,1.6696157455444336,0.20632314682006836,1.4129433631896973,1.0962940851847331,-3,1,1.5040773967762742,7.08002649992259,4.189654742026425,2.8903717578961645,1.2992829841302607,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les hommes poursuivent, l'homme poursuivent",childes,simple_agrmt,hommes,homme,poursuivent,poursuivent,1.639409065246582,1.3565292358398438,2.978372573852539,1.9914369583129883,3,-1,1.5040773967762742,7.08002649992259,2.8903717578961645,4.189654742026425,-1.2992829841302607,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'homme grandit, les hommes grandit",childes,simple_agrmt,homme,hommes,grandit,grandit,3.543651580810547,0.44234657287597656,1.4334049224853516,1.8064676920572917,-3,1,3.295836866004329,7.08002649992259,4.189654742026425,2.8903717578961645,1.2992829841302607,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les hommes grandissent, l'homme grandissent",childes,simple_agrmt,hommes,homme,grandissent,grandissent,3.1546735763549805,6.071794033050537,4.246359825134277,4.490942478179932,3,-1,3.295836866004329,7.08002649992259,2.8903717578961645,4.189654742026425,-1.2992829841302607,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'homme apprend, les hommes apprend",childes,simple_agrmt,homme,hommes,apprend,apprend,0.5676765441894531,0.5837135314941406,2.78341007232666,1.3116000493367512,-3,1,5.703782474656201,7.08002649992259,4.189654742026425,2.8903717578961645,1.2992829841302607,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les hommes apprennent, l'homme apprennent",childes,simple_agrmt,hommes,homme,apprennent,apprennent,6.547130584716797,0.7798538208007812,4.802377700805664,4.043120702107747,3,-1,5.703782474656201,7.08002649992259,2.8903717578961645,4.189654742026425,-1.2992829841302607,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'homme descend, les hommes descend",childes,simple_agrmt,homme,hommes,descend,descend,0.14432907104492188,0.5854015350341797,2.3842220306396484,1.0379842122395833,-3,1,7.255591274253664,7.08002649992259,4.189654742026425,2.8903717578961645,1.2992829841302607,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les hommes descendent, l'homme descendent",childes,simple_agrmt,hommes,homme,descendent,descendent,5.0642876625061035,4.082545280456543,2.942295551300049,4.029709498087565,3,-1,7.255591274253664,7.08002649992259,2.8903717578961645,4.189654742026425,-1.2992829841302607,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'homme attend, les hommes attend",childes,simple_agrmt,homme,hommes,attend,attend,-1.6604852676391602,-0.9661931991577148,-0.4954366683959961,-1.0407050450642903,-3,1,8.066207568006265,7.08002649992259,4.189654742026425,2.8903717578961645,1.2992829841302607,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les hommes attendent, l'homme attendent",childes,simple_agrmt,hommes,homme,attendent,attendent,5.262413024902344,4.388144016265869,2.410492420196533,4.020349820454915,3,-1,8.066207568006265,7.08002649992259,2.8903717578961645,4.189654742026425,-1.2992829841302607,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'homme arrive, les hommes arrive",childes,simple_agrmt,homme,hommes,arrive,arrive,3.838064193725586,1.929290771484375,4.7386474609375,3.5020008087158203,-3,1,10.547680805518146,7.08002649992259,4.189654742026425,2.8903717578961645,1.2992829841302607,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
"les hommes arrivent, l'homme arrivent",childes,simple_agrmt,hommes,homme,arrivent,arrivent,2.7383785247802734,2.8977489471435547,1.8062362670898438,2.480787913004557,3,-1,10.547680805518146,7.08002649992259,2.8903717578961645,4.189654742026425,-1.2992829841302607,3.713572066704308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"l'homme met, les hommes met",childes,simple_agrmt,homme,hommes,met,met,-2.671651840209961,0.0026216506958007812,2.2373580932617188,-0.1438906987508138,-3,1,11.708410008290464,7.08002649992259,4.189654742026425,2.8903717578961645,1.2992829841302607,7.5652752818989315,0.0,0.0,4.143134726391533,0.0,0.0,0.0,0.0
"les hommes mettent, l'homme mettent",childes,simple_agrmt,hommes,homme,mettent,mettent,8.533368110656738,5.4173583984375,4.730978965759277,6.227235158284505,3,-1,11.708410008290464,7.08002649992259,2.8903717578961645,4.189654742026425,-1.2992829841302607,4.143134726391533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le pompier poursuit, les pompiers poursuit",childes,simple_agrmt,pompier,pompiers,poursuit,poursuit,-1.2115697860717773,-1.179060459136963,-1.6780028343200684,-1.3562110265096028,-2,0,1.5040773967762742,8.837826364007704,4.174387269895637,4.663439094112067,-0.4890518242164301,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les pompiers poursuivent, le pompier poursuivent",childes,simple_agrmt,pompiers,pompier,poursuivent,poursuivent,3.1391029357910156,3.0277280807495117,2.6193203926086426,2.9287171363830566,2,0,1.5040773967762742,8.837826364007704,4.663439094112067,4.174387269895637,0.4890518242164301,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le pompier grandit, les pompiers grandit",childes,simple_agrmt,pompier,pompiers,grandit,grandit,4.407683372497559,1.5143013000488281,2.1254377365112305,2.682474136352539,-2,0,3.295836866004329,8.837826364007704,4.174387269895637,4.663439094112067,-0.4890518242164301,2.8903717578961645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les pompiers grandissent, le pompier grandissent",childes,simple_agrmt,pompiers,pompier,grandissent,grandissent,6.431504249572754,4.621899604797363,3.1885228157043457,4.747308890024821,2,0,3.295836866004329,8.837826364007704,4.663439094112067,4.174387269895637,0.4890518242164301,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le pompier apprend, les pompiers apprend",childes,simple_agrmt,pompier,pompiers,apprend,apprend,2.940694808959961,2.574732780456543,2.691242218017578,2.7355566024780273,-2,0,5.703782474656201,8.837826364007704,4.174387269895637,4.663439094112067,-0.4890518242164301,4.0943445622221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les pompiers apprennent, le pompier apprennent",childes,simple_agrmt,pompiers,pompier,apprennent,apprennent,7.14619255065918,5.742707252502441,7.432103633880615,6.773667812347412,2,0,5.703782474656201,8.837826364007704,4.663439094112067,4.174387269895637,0.4890518242164301,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le pompier descend, les pompiers descend",childes,simple_agrmt,pompier,pompiers,descend,descend,0.9886178970336914,0.6288700103759766,1.8739876747131348,1.1638251940409343,-2,0,7.255591274253664,8.837826364007704,4.174387269895637,4.663439094112067,-0.4890518242164301,5.176149732573829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les pompiers descendent, le pompier descendent",childes,simple_agrmt,pompiers,pompier,descendent,descendent,6.283565998077393,6.954285621643066,2.8560619354248047,5.364637851715088,2,0,7.255591274253664,8.837826364007704,4.663439094112067,4.174387269895637,0.4890518242164301,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le pompier attend, les pompiers attend",childes,simple_agrmt,pompier,pompiers,attend,attend,0.6497631072998047,0.4573783874511719,0.6052970886230469,0.5708128611246744,-2,0,8.066207568006265,8.837826364007704,4.174387269895637,4.663439094112067,-0.4890518242164301,5.501258210544727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"les pompiers attendent, le pompier attendent",childes,simple_agrmt,pompiers,pompier,attendent,attendent,4.750579357147217,5.239956378936768,2.6056456565856934,4.198727130889893,2,0,8.066207568006265,8.837826364007704,4.663439094112067,4.174387269895637,0.4890518242164301,2.5649493574615367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"le pompier arrive, les pompiers arrive",childes,simple_agrmt,pompier,pompiers,arrive,arrive,4.490159034729004,4.363552093505859,2.6878533363342285,3.847188154856364,-2,0,10.547680805518146,8.837826364007704,4.174387269895637,4.663439094112067,-0.4890518242164301,6.834108738813838,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0
