minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj_root1,bigram_nsubj_root2,delta_score_42,delta_score_13,delta_score_30,delta_avg
"the harvesters grind, the harvester grind",wiki,simple_agrmt,harvesters,harvester,grind,grind,1,0,1.5040773967762742,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,1.0986122886681098,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,-0.8208627700805664,-2.1547274589538574,-2.450366497039795,-1.8086522420247395
"the harvester exaggerates, the harvesters exaggerates",wiki,simple_agrmt,harvester,harvesters,exaggerates,exaggerates,-1,0,2.0149030205422647,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1611881256103516,1.6805362701416016,5.3545823097229,2.7321022351582847
"the harvesters exaggerate, the harvester exaggerate",wiki,simple_agrmt,harvesters,harvester,exaggerate,exaggerate,1,0,2.0149030205422647,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,1.6094379124341003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9573678970336914,0.7778663635253906,0.8132529258728027,0.8494957288106283
"the harvester screams, the harvesters screams",wiki,simple_agrmt,harvester,harvesters,screams,screams,-1,0,3.401197381662156,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,1.0986122886681098,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,2.603738784790039,1.855576992034912,4.410698890686035,2.9566715558369956
"the harvesters scream, the harvester scream",wiki,simple_agrmt,harvesters,harvester,scream,scream,1,0,3.401197381662156,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,2.302585092994046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.54207706451416,-2.135572910308838,-2.545069694519043,-2.4075732231140137
"the harvester swims, the harvesters swims",wiki,simple_agrmt,harvester,harvesters,swims,swims,-1,0,4.430816798843313,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.074199676513672,3.141963005065918,2.7102913856506348,2.642151355743408
"the harvesters swim, the harvester swim",wiki,simple_agrmt,harvesters,harvester,swim,swim,1,0,4.430816798843313,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,3.332204510175204,0.0,0.0,2.302585092994046,0.0,0.0,0.0,0.0,-1.3946189880371094,0.5546207427978516,-0.8892707824707031,-0.5764230092366537
"the harvester enjoys, the harvesters enjoys",wiki,simple_agrmt,harvester,harvesters,enjoys,enjoys,-1,0,7.3537223303996315,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,3.091042453358316,0.0,0.0,2.5649493574615367,0.0,0.0,0.0,0.0,-1.5407166481018066,-1.3806705474853516,0.8765268325805664,-0.6816201210021973
"the harvesters enjoy, the harvester enjoy",wiki,simple_agrmt,harvesters,harvester,enjoy,enjoy,1,0,7.3537223303996315,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,4.2626798770413155,0.0,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,3.2679824829101562,2.555267333984375,3.5260825157165527,3.1164441108703613
"the harvester draws, the harvesters draws",wiki,simple_agrmt,harvester,harvesters,draws,draws,-1,0,8.985570498917388,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,3.8918202981106265,0.0,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,4.4267988204956055,4.017676830291748,7.44670295715332,5.297059535980225
"the harvesters draw, the harvester draw",wiki,simple_agrmt,harvesters,harvester,draw,draw,1,0,8.985570498917388,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,5.093750200806762,0.0,0.0,2.995732273553991,0.0,0.0,0.0,0.0,-1.3873567581176758,-2.0172781944274902,-1.4608135223388672,-1.6218161582946777
"the harvester rests, the harvesters rests",wiki,simple_agrmt,harvester,harvesters,rests,rests,-1,0,9.587406005562649,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,3.4011973816621555,0.0,0.0,2.6390573296152584,0.0,0.0,0.0,0.0,2.8320250511169434,1.653508186340332,2.9423742294311523,2.475969155629476
"the harvesters rest, the harvester rest",wiki,simple_agrmt,harvesters,harvester,rest,rest,1,0,9.587406005562649,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,6.186208623900494,0.0,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,0.5176410675048828,0.2685661315917969,-0.2493448257446289,0.1789541244506836
"the harvester runs, the harvesters runs",wiki,simple_agrmt,harvester,harvesters,runs,runs,-1,0,12.187114061928877,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,5.648974238161206,0.0,0.0,4.465908118654584,0.0,0.0,0.0,0.0,1.850809097290039,0.32007503509521484,1.5272092819213867,1.2326978047688801
"the harvesters run, the harvester run",wiki,simple_agrmt,harvesters,harvester,run,run,1,0,12.187114061928877,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,6.53813982376767,0.0,0.0,4.812184355372417,0.0,0.0,0.0,0.0,1.289985179901123,2.3952088356018066,0.8401994705200195,1.5084644953409831
"the harvester plays, the harvesters plays",wiki,simple_agrmt,harvester,harvesters,plays,plays,-1,0,12.530725305346046,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,5.68697535633982,0.0,0.0,4.5217885770490405,0.0,0.0,0.0,0.0,2.5605087280273438,0.9537429809570312,0.7137203216552734,1.409324010213216
"the harvesters play, the harvester play",wiki,simple_agrmt,harvesters,harvester,play,play,1,0,12.530725305346046,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,6.843749949006225,0.0,0.0,4.912654885736052,0.0,0.0,0.0,0.0,0.0309600830078125,2.3994765281677246,1.4999771118164062,1.3101379076639812
"the harvester works, the harvesters works",wiki,simple_agrmt,harvester,harvesters,works,works,-1,0,14.801847366510039,1.0986122886681096,0.6931471805599453,0.4054651081081644,0.2876820724517809,6.9975959829819265,0.0,0.0,4.812184355372417,0.0,0.0,0.0,0.0,3.2338199615478516,2.0682544708251953,3.6130776405334473,2.971717357635498
"the harvesters work, the harvester work",wiki,simple_agrmt,harvesters,harvester,work,work,1,0,14.801847366510039,1.0986122886681096,0.4054651081081644,0.6931471805599453,-0.2876820724517809,7.804251383528112,0.0,0.0,5.017279836814924,0.0,0.0,0.0,0.0,1.134474754333496,1.313309669494629,0.7787466049194336,1.0755103429158528
"the fireman grinds, the firemen grinds",wiki,simple_agrmt,fireman,firemen,grinds,grinds,0,0,1.5040773967762742,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,2.232679843902588,-0.8214397430419922,3.8110504150390625,1.740763505299886
"the firemen grind, the fireman grind",wiki,simple_agrmt,firemen,fireman,grind,grind,0,0,1.5040773967762742,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,1.0986122886681098,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-1.716956615447998,-0.1855487823486328,-3.8263683319091797,-1.9096245765686035
"the fireman exaggerates, the firemen exaggerates",wiki,simple_agrmt,fireman,firemen,exaggerates,exaggerates,0,0,2.0149030205422647,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,0.4054651081081644,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.44385337829589844,1.9373254776000977,4.241698265075684,2.20762570699056
"the firemen exaggerate, the fireman exaggerate",wiki,simple_agrmt,firemen,fireman,exaggerate,exaggerate,0,0,2.0149030205422647,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,1.6094379124341003,0.4054651081081644,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,2.7302379608154297,0.9502506256103516,1.786372184753418,1.8222869237263997
"the fireman screams, the firemen screams",wiki,simple_agrmt,fireman,firemen,screams,screams,0,0,3.401197381662156,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,1.0986122886681098,0.6931471805599453,0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,2.6696977615356445,-1.3606452941894531,3.207156181335449,1.5054028828938801
"the firemen scream, the fireman scream",wiki,simple_agrmt,firemen,fireman,scream,scream,0,0,3.401197381662156,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,2.302585092994046,0.4054651081081644,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,-2.503019332885742,0.9889507293701172,-2.6890506744384766,-1.401039759318034
"the fireman swims, the firemen swims",wiki,simple_agrmt,fireman,firemen,swims,swims,0,0,4.430816798843313,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,1.0986122886681098,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,1.4561548233032227,1.3614182472229004,3.6470651626586914,2.154879411061605
"the firemen swim, the fireman swim",wiki,simple_agrmt,firemen,fireman,swim,swim,0,0,4.430816798843313,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,3.332204510175204,0.4054651081081644,0.6931471805599453,2.302585092994046,0.0,0.0,0.0,0.0,0.19667434692382812,1.1696977615356445,-0.055169105529785156,0.4370676676432292
"the fireman enjoys, the firemen enjoys",wiki,simple_agrmt,fireman,firemen,enjoys,enjoys,0,0,7.3537223303996315,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,3.091042453358316,0.6931471805599453,0.4054651081081644,2.5649493574615367,0.0,0.0,0.0,0.0,0.37755584716796875,-1.7307724952697754,0.15680789947509766,-0.398802916208903
"the firemen enjoy, the fireman enjoy",wiki,simple_agrmt,firemen,fireman,enjoy,enjoy,0,0,7.3537223303996315,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,4.2626798770413155,0.4054651081081644,0.6931471805599453,3.1780538303479458,0.0,0.0,0.0,0.0,2.8970489501953125,4.439001083374023,4.639011859893799,3.991687297821045
"the fireman draws, the firemen draws",wiki,simple_agrmt,fireman,firemen,draws,draws,0,0,8.985570498917388,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,3.8918202981106265,0.6931471805599453,0.4054651081081644,3.1780538303479458,0.0,0.0,0.0,0.0,0.259490966796875,-0.3557004928588867,2.8928050994873047,0.9321985244750977
"the firemen draw, the fireman draw",wiki,simple_agrmt,firemen,fireman,draw,draw,0,0,8.985570498917388,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,5.093750200806762,0.4054651081081644,0.6931471805599453,2.995732273553991,0.0,0.0,0.0,0.0,1.3179445266723633,0.8004226684570312,-0.9720344543457031,0.3821109135945638
"the fireman rests, the firemen rests",wiki,simple_agrmt,fireman,firemen,rests,rests,0,0,9.587406005562649,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,3.4011973816621555,0.6931471805599453,0.4054651081081644,2.6390573296152584,0.0,0.0,0.0,0.0,0.8675174713134766,0.6756687164306641,3.005889892578125,1.5163586934407551
"the firemen rest, the fireman rest",wiki,simple_agrmt,firemen,fireman,rest,rest,0,0,9.587406005562649,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,6.186208623900494,0.4054651081081644,0.6931471805599453,2.1972245773362196,0.0,0.0,0.0,0.0,1.928391456604004,0.168426513671875,-0.43634510040283203,0.553490956624349
"the fireman runs, the firemen runs",wiki,simple_agrmt,fireman,firemen,runs,runs,0,0,12.187114061928877,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,5.648974238161206,0.6931471805599453,0.4054651081081644,4.465908118654584,0.0,0.0,0.0,0.0,0.3601245880126953,2.716008186340332,2.4015045166015625,1.8258790969848633
"the firemen run, the fireman run",wiki,simple_agrmt,firemen,fireman,run,run,0,0,12.187114061928877,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,6.53813982376767,0.4054651081081644,0.6931471805599453,4.812184355372417,0.0,0.0,0.0,0.0,-0.15770912170410156,-0.22861433029174805,0.28508472442626953,-0.03374624252319336
"the fireman plays, the firemen plays",wiki,simple_agrmt,fireman,firemen,plays,plays,0,0,12.530725305346046,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,5.68697535633982,0.6931471805599453,0.4054651081081644,4.5217885770490405,0.0,0.0,0.0,0.0,2.77817964553833,0.9237985610961914,0.2965860366821289,1.3328547477722168
"the firemen play, the fireman play",wiki,simple_agrmt,firemen,fireman,play,play,0,0,12.530725305346046,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,6.843749949006225,0.4054651081081644,0.6931471805599453,4.912654885736052,0.0,0.0,0.0,0.0,1.0068292617797852,0.7610359191894531,1.8896970748901367,1.2191874186197917
"the fireman works, the firemen works",wiki,simple_agrmt,fireman,firemen,works,works,0,0,14.801847366510039,2.8903717578961645,1.0986122886681098,1.791759469228055,-0.6931471805599452,6.9975959829819265,0.6931471805599453,0.4054651081081644,4.812184355372417,0.0,0.0,0.0,0.0,3.2220945358276367,1.4885644912719727,4.033387184143066,2.914682070414225
"the firemen work, the fireman work",wiki,simple_agrmt,firemen,fireman,work,work,0,0,14.801847366510039,2.8903717578961645,1.791759469228055,1.0986122886681098,0.6931471805599452,7.804251383528112,0.4054651081081644,0.6931471805599453,5.017279836814924,0.0,0.0,0.0,0.0,-0.7026205062866211,0.5438413619995117,0.33748435974121094,0.05956840515136719
"the superhero grinds, the superheroes grinds",wiki,simple_agrmt,superhero,superheroes,grinds,grinds,-2,-1,1.5040773967762742,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,0.4054651081081644,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-0.4331340789794922,-2.024374008178711,0.7535648345947266,-0.5679810841878256
"the superheroes grind, the superhero grind",wiki,simple_agrmt,superheroes,superhero,grind,grind,2,1,1.5040773967762742,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,1.0986122886681098,0.6931471805599453,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,1.1991796493530273,1.4349565505981445,-1.1461944580078125,0.49598058064778644
"the superhero exaggerates, the superheroes exaggerates",wiki,simple_agrmt,superhero,superheroes,exaggerates,exaggerates,-2,-1,2.0149030205422647,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,0.4054651081081644,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,-0.16904735565185547,-0.38525390625,-2.796415328979492,-1.1169055302937825
"the superheroes exaggerate, the superhero exaggerate",wiki,simple_agrmt,superheroes,superhero,exaggerate,exaggerate,2,1,2.0149030205422647,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,1.6094379124341003,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,1.6628360748291016,3.528036117553711,6.123117446899414,3.771329879760742
"the superhero screams, the superheroes screams",wiki,simple_agrmt,superhero,superheroes,screams,screams,-2,-1,3.401197381662156,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,1.0986122886681098,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,-0.2796630859375,-0.027176856994628906,1.3851704597473145,0.35944350560506183
"the superheroes scream, the superhero scream",wiki,simple_agrmt,superheroes,superhero,scream,scream,2,1,3.401197381662156,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,2.302585092994046,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.637725830078125,-1.3280773162841797,-1.6124091148376465,-0.767586867014567
"the superhero swims, the superheroes swims",wiki,simple_agrmt,superhero,superheroes,swims,swims,-2,-1,4.430816798843313,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.4852886199951172,4.731725692749023,2.9260621070861816,2.7143588066101074
"the superheroes swim, the superhero swim",wiki,simple_agrmt,superheroes,superhero,swim,swim,2,1,4.430816798843313,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,3.332204510175204,0.6931471805599453,0.0,2.302585092994046,0.0,0.0,0.0,0.0,0.6968936920166016,0.9554176330566406,-3.2069873809814453,-0.518225351969401
"the superhero enjoys, the superheroes enjoys",wiki,simple_agrmt,superhero,superheroes,enjoys,enjoys,-2,-1,7.3537223303996315,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,3.091042453358316,0.0,0.6931471805599453,2.5649493574615367,0.0,0.0,0.0,0.0,-0.8097620010375977,-0.6386322975158691,1.6596355438232422,0.07041374842325847
"the superheroes enjoy, the superhero enjoy",wiki,simple_agrmt,superheroes,superhero,enjoy,enjoy,2,1,7.3537223303996315,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,4.2626798770413155,0.6931471805599453,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,1.6648359298706055,1.5224018096923828,2.2080087661743164,1.7984155019124348
"the superhero draws, the superheroes draws",wiki,simple_agrmt,superhero,superheroes,draws,draws,-2,-1,8.985570498917388,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,3.8918202981106265,0.0,0.6931471805599453,3.1780538303479458,0.0,0.0,0.0,0.0,1.600031852722168,2.4267053604125977,1.8417434692382812,1.9561602274576824
"the superheroes draw, the superhero draw",wiki,simple_agrmt,superheroes,superhero,draw,draw,2,1,8.985570498917388,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,5.093750200806762,0.6931471805599453,0.0,2.995732273553991,0.0,0.0,0.0,0.0,-0.12294864654541016,-1.976236343383789,0.5624732971191406,-0.5122372309366862
"the superhero rests, the superheroes rests",wiki,simple_agrmt,superhero,superheroes,rests,rests,-2,-1,9.587406005562649,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,3.4011973816621555,0.0,0.6931471805599453,2.6390573296152584,0.0,0.0,0.0,0.0,0.7411508560180664,0.9796104431152344,0.6935844421386719,0.8047819137573242
"the superheroes rest, the superhero rest",wiki,simple_agrmt,superheroes,superhero,rest,rest,2,1,9.587406005562649,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,6.186208623900494,0.6931471805599453,0.0,2.1972245773362196,0.0,0.0,0.0,0.0,1.3484830856323242,-1.597442626953125,-0.029402732849121094,-0.0927874247233073
"the superhero runs, the superheroes runs",wiki,simple_agrmt,superhero,superheroes,runs,runs,-2,-1,12.187114061928877,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,5.648974238161206,0.0,0.6931471805599453,4.465908118654584,0.0,0.0,0.0,0.0,0.4584970474243164,0.7873935699462891,3.757460594177246,1.6677837371826172
"the superheroes run, the superhero run",wiki,simple_agrmt,superheroes,superhero,run,run,2,1,12.187114061928877,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,6.53813982376767,0.6931471805599453,0.0,4.812184355372417,0.0,0.0,0.0,0.0,0.2921266555786133,1.9584331512451172,2.306631088256836,1.5190636316935222
"the superhero plays, the superheroes plays",wiki,simple_agrmt,superhero,superheroes,plays,plays,-2,-1,12.530725305346046,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,5.68697535633982,0.0,0.6931471805599453,4.5217885770490405,0.0,0.0,0.0,0.0,3.4191980361938477,1.9454402923583984,2.32452392578125,2.563054084777832
"the superheroes play, the superhero play",wiki,simple_agrmt,superheroes,superhero,play,play,2,1,12.530725305346046,5.135798437050262,2.302585092994046,2.833213344056216,-0.5306282510621703,6.843749949006225,0.6931471805599453,0.0,4.912654885736052,0.0,0.0,0.0,0.0,0.3234844207763672,-2.584634304046631,-1.5018768310546875,-1.2543422381083171
"the superhero works, the superheroes works",wiki,simple_agrmt,superhero,superheroes,works,works,-2,-1,14.801847366510039,5.135798437050262,2.833213344056216,2.302585092994046,0.5306282510621703,6.9975959829819265,0.0,0.6931471805599453,4.812184355372417,0.0,0.0,0.0,0.0,1.0584335327148438,1.0549087524414062,2.0327768325805664,1.3820397059122722
