sentences,paradigm,13_logp,30_logp,42_logp
die kleinkinder feiern,simple_agrmt,-8.96601390838623,-10.368064403533936,-12.05928897857666
das kleinkind feiern,simple_agrmt,-16.819068908691406,-17.7040376663208,-18.791823387145996
das kleinkind verschwindet,simple_agrmt,-16.34879207611084,-14.093559265136719,-16.19193458557129
die kleinkinder verschwindet,simple_agrmt,-14.494692325592041,-14.279958724975586,-12.32278060913086
die kleinkinder verschwinden,simple_agrmt,-10.459169864654541,-11.479453086853027,-9.545878410339355
das kleinkind verschwinden,simple_agrmt,-14.706170082092285,-12.532526969909668,-17.588032722473145
das kleinkind denkt,simple_agrmt,-17.004435062408447,-15.477910041809082,-16.811387538909912
die kleinkinder denkt,simple_agrmt,-12.719398498535156,-12.176500797271729,-12.786902904510498
die kleinkinder denken,simple_agrmt,-12.740249633789062,-13.19275188446045,-11.253666877746582
das kleinkind denken,simple_agrmt,-15.355981826782227,-14.156102180480957,-16.85582733154297
das kleinkind spricht,simple_agrmt,-13.704649925231934,-12.516668319702148,-12.762298583984375
die kleinkinder spricht,simple_agrmt,-10.386076927185059,-11.618361473083496,-13.868308067321777
die kleinkinder sprechen,simple_agrmt,-10.285845756530762,-9.910075187683105,-9.13061809539795
das kleinkind sprechen,simple_agrmt,-15.972424507141113,-16.07192611694336,-14.77825927734375
das kleinkind arbeitet,simple_agrmt,-15.471267700195312,-11.451221466064453,-13.3685884475708
die kleinkinder arbeitet,simple_agrmt,-10.516300201416016,-8.672333240509033,-9.798417091369629
die kleinkinder arbeiten,simple_agrmt,-9.338186264038086,-8.897958755493164,-7.377388954162598
das kleinkind arbeiten,simple_agrmt,-12.442916870117188,-13.728275299072266,-16.381061553955078
das kleinkind liegt,simple_agrmt,-13.080183029174805,-9.222343444824219,-12.519485473632812
die kleinkinder liegt,simple_agrmt,-12.51411247253418,-11.714742660522461,-10.545034408569336
die kleinkinder liegen,simple_agrmt,-7.784599304199219,-7.337653160095215,-7.070862293243408
das kleinkind liegen,simple_agrmt,-10.038030624389648,-11.52298355102539,-12.17203426361084
der zwilling schaukelt,simple_agrmt,-24.18523931503296,-34.46478509902954,-26.77641201019287
die zwillinge schaukelt,simple_agrmt,-22.947323322296143,-30.677910327911377,-28.39238691329956
die zwillinge schaukeln,simple_agrmt,-25.59852695465088,-27.67017650604248,-28.61686134338379
der zwilling schaukeln,simple_agrmt,-29.637898445129395,-36.83000898361206,-34.53674840927124
der zwilling flüchtet,simple_agrmt,-13.62874984741211,-17.698596000671387,-14.610275268554688
die zwillinge flüchtet,simple_agrmt,-14.47580337524414,-14.713435173034668,-16.33557939529419
die zwillinge flüchten,simple_agrmt,-11.296075820922852,-13.259498596191406,-14.84426736831665
der zwilling flüchten,simple_agrmt,-15.172353744506836,-21.119133949279785,-18.913947105407715
der zwilling riecht,simple_agrmt,-13.409929275512695,-17.20108127593994,-17.208550453186035
die zwillinge riecht,simple_agrmt,-16.592294692993164,-12.862236976623535,-18.324368476867676
die zwillinge riechen,simple_agrmt,-13.319371223449707,-10.027663230895996,-10.865730285644531
der zwilling riechen,simple_agrmt,-15.946767807006836,-16.5248966217041,-13.241107940673828
der zwilling wandert,simple_agrmt,-13.19328784942627,-13.632753372192383,-10.247884750366211
die zwillinge wandert,simple_agrmt,-13.84054946899414,-12.279223442077637,-12.642313957214355
die zwillinge wandern,simple_agrmt,-10.884730339050293,-9.738275527954102,-9.03850269317627
der zwilling wandern,simple_agrmt,-15.014423370361328,-15.255916595458984,-14.019229888916016
der zwilling feiert,simple_agrmt,-11.463641166687012,-17.050735473632812,-8.669240474700928
die zwillinge feiert,simple_agrmt,-12.261018753051758,-14.37165641784668,-12.071670532226562
die zwillinge feiern,simple_agrmt,-11.125767707824707,-14.065163612365723,-10.725595951080322
der zwilling feiern,simple_agrmt,-12.508875846862793,-18.42036247253418,-14.470268726348877
der zwilling verschwindet,simple_agrmt,-11.285113334655762,-14.125786781311035,-11.958308219909668
die zwillinge verschwindet,simple_agrmt,-14.61243724822998,-11.635168075561523,-11.561956405639648
die zwillinge verschwinden,simple_agrmt,-11.444554328918457,-9.0767240524292,-9.862872123718262
der zwilling verschwinden,simple_agrmt,-13.781688690185547,-16.14404582977295,-14.59416675567627
der zwilling denkt,simple_agrmt,-13.017640113830566,-15.760024547576904,-11.93308162689209
die zwillinge denkt,simple_agrmt,-14.24437952041626,-15.559293746948242,-13.03521728515625
die zwillinge denken,simple_agrmt,-14.101387977600098,-13.221725463867188,-11.687032699584961
der zwilling denken,simple_agrmt,-16.930208206176758,-17.36216163635254,-15.046431541442871
der zwilling spricht,simple_agrmt,-7.0965352058410645,-10.047542572021484,-9.337449073791504
die zwillinge spricht,simple_agrmt,-12.022047996520996,-10.68249797821045,-12.891108512878418
die zwillinge sprechen,simple_agrmt,-9.304952621459961,-10.3016996383667,-9.758689880371094
der zwilling sprechen,simple_agrmt,-12.507365226745605,-15.094329833984375,-14.845678329467773
der zwilling arbeitet,simple_agrmt,-9.122686386108398,-12.602420806884766,-9.827054977416992
die zwillinge arbeitet,simple_agrmt,-13.889939308166504,-9.679919242858887,-10.606023788452148
die zwillinge arbeiten,simple_agrmt,-9.745944023132324,-10.440768241882324,-8.246414184570312
der zwilling arbeiten,simple_agrmt,-11.415555953979492,-15.124897003173828,-12.053702354431152
der zwilling liegt,simple_agrmt,-6.355618000030518,-8.760858535766602,-6.639096260070801
die zwillinge liegt,simple_agrmt,-10.969664573669434,-8.468387603759766,-9.712376594543457
die zwillinge liegen,simple_agrmt,-4.466841697692871,-4.933754920959473,-4.322869777679443
der zwilling liegen,simple_agrmt,-10.344866752624512,-13.807168006896973,-9.028985977172852
der polizist schaukelt,simple_agrmt,-24.26089859008789,-28.65324592590332,-24.310635089874268
die polizisten schaukelt,simple_agrmt,-25.90156841278076,-29.12241268157959,-25.621988773345947
die polizisten schaukeln,simple_agrmt,-24.621350288391113,-28.61177921295166,-26.647724151611328
der polizist schaukeln,simple_agrmt,-27.396345615386963,-32.32988214492798,-28.454756259918213
der polizist flüchtet,simple_agrmt,-15.315549373626709,-14.20878791809082,-13.845928192138672
die polizisten flüchtet,simple_agrmt,-19.87825298309326,-13.323927402496338,-17.440892696380615
die polizisten flüchten,simple_agrmt,-12.265471458435059,-9.884586811065674,-12.085500240325928
der polizist flüchten,simple_agrmt,-16.249505519866943,-16.99609088897705,-18.372376441955566
der polizist riecht,simple_agrmt,-10.90967845916748,-13.031554222106934,-18.242552757263184
die polizisten riecht,simple_agrmt,-22.53482151031494,-19.099875450134277,-25.416763305664062
die polizisten riechen,simple_agrmt,-19.05535125732422,-17.3125638961792,-17.05578327178955
der polizist riechen,simple_agrmt,-13.525211334228516,-14.024291038513184,-14.284762382507324
der polizist wandert,simple_agrmt,-11.50914192199707,-13.536603927612305,-13.600998878479004
die polizisten wandert,simple_agrmt,-17.980578422546387,-18.39288902282715,-19.714731216430664
die polizisten wandern,simple_agrmt,-14.362813949584961,-15.619576454162598,-14.5621919631958
der polizist wandern,simple_agrmt,-13.271297454833984,-16.213772773742676,-17.36818218231201
der polizist feiert,simple_agrmt,-10.491917610168457,-12.586700439453125,-12.812615394592285
die polizisten feiert,simple_agrmt,-13.649045944213867,-15.008674621582031,-14.603842735290527
die polizisten feiern,simple_agrmt,-9.764247417449951,-9.591512680053711,-9.723357677459717
der polizist feiern,simple_agrmt,-10.471753597259521,-15.627726554870605,-12.51298999786377
der polizist verschwindet,simple_agrmt,-11.775460243225098,-14.460527420043945,-12.157968521118164
die polizisten verschwindet,simple_agrmt,-17.62869644165039,-16.33196449279785,-14.690319538116455
die polizisten verschwinden,simple_agrmt,-11.385939598083496,-11.716737747192383,-10.533724308013916
der polizist verschwinden,simple_agrmt,-13.570564270019531,-15.645859718322754,-14.301300048828125
der polizist denkt,simple_agrmt,-12.29248332977295,-10.163996696472168,-10.956764221191406
die polizisten denkt,simple_agrmt,-13.014776229858398,-13.02668571472168,-13.268588066101074
die polizisten denken,simple_agrmt,-11.248958587646484,-11.95516300201416,-10.941349029541016
der polizist denken,simple_agrmt,-12.243913650512695,-13.95460319519043,-15.29340648651123
der polizist spricht,simple_agrmt,-9.043179512023926,-9.108695983886719,-8.154170989990234
die polizisten spricht,simple_agrmt,-13.339570045471191,-12.626578330993652,-12.590548515319824
die polizisten sprechen,simple_agrmt,-10.341463088989258,-9.640149116516113,-8.037052154541016
der polizist sprechen,simple_agrmt,-12.299537658691406,-12.423821449279785,-13.129037857055664
der polizist arbeitet,simple_agrmt,-8.62889289855957,-9.434326171875,-9.021692276000977
die polizisten arbeitet,simple_agrmt,-15.46802043914795,-12.680070400238037,-15.056900978088379
die polizisten arbeiten,simple_agrmt,-8.064279556274414,-7.788823127746582,-8.371620178222656
der polizist arbeiten,simple_agrmt,-9.109334945678711,-10.962553024291992,-10.716246604919434
der polizist liegt,simple_agrmt,-11.167625427246094,-7.565184116363525,-7.912262916564941
die polizisten liegt,simple_agrmt,-12.040369033813477,-11.756678581237793,-13.511393547058105
die polizisten liegen,simple_agrmt,-6.496191501617432,-7.753326892852783,-7.685516357421875
der polizist liegen,simple_agrmt,-14.538436889648438,-13.240156173706055,-11.529581069946289
der kunde schaukelt,simple_agrmt,-24.123816967010498,-26.79405641555786,-24.434231758117676
die kunden schaukelt,simple_agrmt,-25.807687282562256,-28.647424697875977,-29.816423416137695
die kunden schaukeln,simple_agrmt,-26.060260772705078,-29.176836013793945,-30.269132614135742
der kunde schaukeln,simple_agrmt,-28.445545196533203,-33.24942922592163,-29.98888874053955
der kunde flüchtet,simple_agrmt,-14.538797378540039,-12.727709770202637,-12.515087127685547
die kunden flüchtet,simple_agrmt,-17.983919620513916,-13.284075736999512,-16.095733642578125
die kunden flüchten,simple_agrmt,-11.77262544631958,-10.247488021850586,-14.298856735229492
der kunde flüchten,simple_agrmt,-15.779300689697266,-16.183109283447266,-17.63857650756836
der kunde riecht,simple_agrmt,-16.894248008728027,-13.62746810913086,-15.918176651000977
die kunden riecht,simple_agrmt,-21.94585132598877,-15.649489402770996,-20.567188262939453
die kunden riechen,simple_agrmt,-17.117694854736328,-15.233932495117188,-13.233216285705566
der kunde riechen,simple_agrmt,-17.85170269012451,-14.888630867004395,-11.966702461242676
der kunde wandert,simple_agrmt,-10.995352745056152,-9.906012535095215,-11.411137580871582
die kunden wandert,simple_agrmt,-16.5538969039917,-15.344831466674805,-13.354928016662598
die kunden wandern,simple_agrmt,-12.65922737121582,-12.4199800491333,-9.761022567749023
der kunde wandern,simple_agrmt,-12.247291564941406,-12.425114631652832,-14.100399017333984
der kunde feiert,simple_agrmt,-11.106324195861816,-13.275806427001953,-9.883121490478516
die kunden feiert,simple_agrmt,-14.377083778381348,-13.60601806640625,-12.38968563079834
die kunden feiern,simple_agrmt,-11.704727172851562,-10.681451320648193,-12.235000610351562
der kunde feiern,simple_agrmt,-12.361547470092773,-16.128573417663574,-13.965442657470703
der kunde verschwindet,simple_agrmt,-11.634424209594727,-11.122793197631836,-7.9371442794799805
die kunden verschwindet,simple_agrmt,-17.039443969726562,-15.300311088562012,-12.744088172912598
die kunden verschwinden,simple_agrmt,-12.133586883544922,-10.60285472869873,-9.379682540893555
der kunde verschwinden,simple_agrmt,-13.684163093566895,-13.400397300720215,-9.744611740112305
der kunde denkt,simple_agrmt,-12.023652076721191,-10.632071495056152,-10.859909057617188
die kunden denkt,simple_agrmt,-12.488237380981445,-15.053606033325195,-15.820782661437988
die kunden denken,simple_agrmt,-12.394220352172852,-14.090494155883789,-10.909781455993652
der kunde denken,simple_agrmt,-15.726083755493164,-13.963363647460938,-13.820801734924316
der kunde spricht,simple_agrmt,-7.146058082580566,-6.5437235832214355,-9.524094581604004
die kunden spricht,simple_agrmt,-13.235334396362305,-11.40760326385498,-14.297163963317871
die kunden sprechen,simple_agrmt,-9.792756080627441,-11.481405258178711,-9.126120567321777
der kunde sprechen,simple_agrmt,-12.422179222106934,-12.046972274780273,-15.203805923461914
der kunde arbeitet,simple_agrmt,-9.732244491577148,-10.164271354675293,-8.098396301269531
die kunden arbeitet,simple_agrmt,-14.793644905090332,-12.659841537475586,-13.432062149047852
die kunden arbeiten,simple_agrmt,-7.991965293884277,-7.823031902313232,-9.979679107666016
der kunde arbeiten,simple_agrmt,-13.8417329788208,-11.356082916259766,-10.322988510131836
der kunde liegt,simple_agrmt,-5.670066833496094,-5.3517746925354,-4.329753875732422
die kunden liegt,simple_agrmt,-14.987242698669434,-12.257999420166016,-12.648334503173828
die kunden liegen,simple_agrmt,-7.78286075592041,-7.349826812744141,-6.52502965927124
der kunde liegen,simple_agrmt,-8.955873489379883,-6.822419166564941,-6.434090614318848
die schwester schaukelt,simple_agrmt,-20.466270446777344,-23.297253131866455,-23.428823947906494
die schwestern schaukelt,simple_agrmt,-23.913424968719482,-27.409647941589355,-27.10940170288086
die schwestern schaukeln,simple_agrmt,-24.22371482849121,-25.148436546325684,-29.621865272521973
die schwester schaukeln,simple_agrmt,-23.19997787475586,-26.002830505371094,-27.676589012145996
die schwester flüchtet,simple_agrmt,-14.800259590148926,-17.171768188476562,-14.341468811035156
die schwestern flüchtet,simple_agrmt,-16.729562282562256,-13.425232887268066,-14.120519161224365
die schwestern flüchten,simple_agrmt,-11.845339298248291,-11.452865600585938,-14.297590732574463
die schwester flüchten,simple_agrmt,-13.606460571289062,-14.13594913482666,-14.788987159729004
die schwester riecht,simple_agrmt,-18.68709087371826,-15.772683143615723,-17.135269165039062
die schwestern riecht,simple_agrmt,-21.89065170288086,-13.309799194335938,-20.972315788269043
die schwestern riechen,simple_agrmt,-16.746514320373535,-10.804056167602539,-14.178045272827148
die schwester riechen,simple_agrmt,-20.075974464416504,-14.033942699432373,-12.571030616760254
die schwester wandert,simple_agrmt,-15.655585289001465,-15.80519962310791,-15.098478317260742
die schwestern wandert,simple_agrmt,-16.054031372070312,-14.751554489135742,-12.813850402832031
die schwestern wandern,simple_agrmt,-12.066680908203125,-10.67251205444336,-9.890602111816406
die schwester wandern,simple_agrmt,-14.2526216506958,-17.044218063354492,-14.921127319335938
die schwester feiert,simple_agrmt,-12.988676071166992,-13.517634391784668,-16.47831916809082
die schwestern feiert,simple_agrmt,-13.76882266998291,-14.925497055053711,-15.231160163879395
die schwestern feiern,simple_agrmt,-10.965591430664062,-12.685181617736816,-11.35398244857788
die schwester feiern,simple_agrmt,-7.648985385894775,-11.003587245941162,-12.95823049545288
die schwester verschwindet,simple_agrmt,-14.554098129272461,-13.666236877441406,-13.22592544555664
die schwestern verschwindet,simple_agrmt,-18.097423553466797,-14.470083236694336,-11.99665641784668
die schwestern verschwinden,simple_agrmt,-12.876849174499512,-9.973028182983398,-9.958290100097656
die schwester verschwinden,simple_agrmt,-14.423377990722656,-13.628409385681152,-13.972997665405273
die schwester denkt,simple_agrmt,-16.237921714782715,-17.97812843322754,-19.097155570983887
die schwestern denkt,simple_agrmt,-13.6590256690979,-14.539726734161377,-12.086064338684082
die schwestern denken,simple_agrmt,-14.494447708129883,-12.62845516204834,-11.417384147644043
die schwester denken,simple_agrmt,-14.066011428833008,-15.636815071105957,-16.320884704589844
die schwester spricht,simple_agrmt,-10.855775833129883,-13.93471622467041,-11.479756355285645
die schwestern spricht,simple_agrmt,-13.868135452270508,-14.314690589904785,-13.893963813781738
die schwestern sprechen,simple_agrmt,-11.103320121765137,-10.025690078735352,-10.331648826599121
die schwester sprechen,simple_agrmt,-10.293952941894531,-14.115787506103516,-12.934713363647461
die schwester arbeitet,simple_agrmt,-12.085783958435059,-10.682329177856445,-10.223016738891602
die schwestern arbeitet,simple_agrmt,-12.443890571594238,-13.824135780334473,-13.61197280883789
die schwestern arbeiten,simple_agrmt,-9.821784973144531,-9.784370422363281,-9.895383834838867
die schwester arbeiten,simple_agrmt,-10.875929832458496,-11.74905014038086,-12.713669776916504
die schwester liegt,simple_agrmt,-8.362968444824219,-11.52325439453125,-8.246294021606445
die schwestern liegt,simple_agrmt,-12.41915225982666,-10.44965934753418,-9.732358932495117
die schwestern liegen,simple_agrmt,-7.383525848388672,-5.600348949432373,-6.564042568206787
die schwester liegen,simple_agrmt,-9.853655815124512,-11.854009628295898,-11.233834266662598
der bruder schaukelt,simple_agrmt,-22.23759937286377,-26.605746269226074,-28.417085647583008
die brüder schaukelt,simple_agrmt,-21.016144275665283,-24.51099967956543,-25.444619178771973
die brüder schaukeln,simple_agrmt,-22.32154655456543,-24.70108413696289,-29.431696891784668
der bruder schaukeln,simple_agrmt,-27.64565896987915,-32.350594997406006,-33.80222988128662
der bruder flüchtet,simple_agrmt,-15.624276161193848,-15.368655681610107,-14.000827312469482
die brüder flüchtet,simple_agrmt,-17.182984828948975,-13.516077518463135,-13.616149425506592
die brüder flüchten,simple_agrmt,-12.609601497650146,-10.210514545440674,-12.396831035614014
der bruder flüchten,simple_agrmt,-15.937432289123535,-17.741554737091064,-16.309939861297607
der bruder riecht,simple_agrmt,-20.66877841949463,-16.129013061523438,-19.00285243988037
die brüder riecht,simple_agrmt,-17.869997024536133,-13.855159759521484,-19.274824142456055
die brüder riechen,simple_agrmt,-14.925063133239746,-13.140399932861328,-13.10134506225586
der bruder riechen,simple_agrmt,-20.927767753601074,-17.270394325256348,-16.22445297241211
der bruder wandert,simple_agrmt,-14.138152122497559,-14.257059097290039,-15.515987396240234
die brüder wandert,simple_agrmt,-13.721650123596191,-13.157066345214844,-13.96776294708252
die brüder wandern,simple_agrmt,-11.965786933898926,-11.547246932983398,-10.970088005065918
der bruder wandern,simple_agrmt,-13.854755401611328,-16.243786811828613,-16.436738967895508
der bruder feiert,simple_agrmt,-12.397089958190918,-14.29077434539795,-17.66840171813965
die brüder feiert,simple_agrmt,-12.168745994567871,-14.711304664611816,-16.36731719970703
die brüder feiern,simple_agrmt,-7.032020568847656,-9.047073364257812,-9.218925476074219
der bruder feiern,simple_agrmt,-9.460353374481201,-12.923680305480957,-11.512190341949463
der bruder verschwindet,simple_agrmt,-17.12350845336914,-14.073992729187012,-14.802217483520508
die brüder verschwindet,simple_agrmt,-15.805217742919922,-14.752486228942871,-13.421211242675781
die brüder verschwinden,simple_agrmt,-12.628389358520508,-11.608254432678223,-10.786894798278809
der bruder verschwinden,simple_agrmt,-17.091524124145508,-16.314687728881836,-14.791662216186523
der bruder denkt,simple_agrmt,-15.942508697509766,-16.03978729248047,-16.34879207611084
die brüder denkt,simple_agrmt,-12.635764122009277,-12.993847846984863,-13.94522762298584
die brüder denken,simple_agrmt,-12.472538948059082,-11.48774242401123,-12.373751640319824
der bruder denken,simple_agrmt,-15.548505783081055,-14.71118450164795,-17.04945945739746
der bruder spricht,simple_agrmt,-10.42728042602539,-11.65333366394043,-11.040339469909668
die brüder spricht,simple_agrmt,-12.656882286071777,-12.335165977478027,-12.622394561767578
die brüder sprechen,simple_agrmt,-9.874841690063477,-8.61686897277832,-9.446581840515137
der bruder sprechen,simple_agrmt,-13.725159645080566,-14.209004402160645,-14.883620262145996
der bruder arbeitet,simple_agrmt,-10.596779823303223,-10.89076042175293,-10.787803649902344
die brüder arbeitet,simple_agrmt,-11.907488822937012,-9.448720932006836,-11.630316734313965
die brüder arbeiten,simple_agrmt,-9.407678604125977,-8.749466896057129,-8.901700019836426
der bruder arbeiten,simple_agrmt,-13.300310134887695,-14.134730339050293,-12.91960620880127
der bruder liegt,simple_agrmt,-7.402565002441406,-8.631583213806152,-7.395013332366943
die brüder liegt,simple_agrmt,-14.609000205993652,-13.623810768127441,-11.313812255859375
die brüder liegen,simple_agrmt,-8.9527006149292,-9.692977905273438,-7.4973907470703125
der bruder liegen,simple_agrmt,-11.469263076782227,-13.166473388671875,-12.294233322143555
der vater schaukelt,simple_agrmt,-23.037096977233887,-27.382562160491943,-27.737385272979736
die väter schaukelt,simple_agrmt,-23.08568048477173,-27.18675994873047,-27.71042823791504
die väter schaukeln,simple_agrmt,-25.80365562438965,-28.989985466003418,-32.27412414550781
der vater schaukeln,simple_agrmt,-27.221967220306396,-33.30270004272461,-31.776954174041748
der vater flüchtet,simple_agrmt,-13.31068468093872,-14.135002136230469,-12.181296825408936
die väter flüchtet,simple_agrmt,-16.30565071105957,-16.12376594543457,-16.265292167663574
die väter flüchten,simple_agrmt,-14.985252380371094,-11.999709129333496,-14.399919509887695
der vater flüchten,simple_agrmt,-13.266435146331787,-15.993830680847168,-15.953123569488525
der vater riecht,simple_agrmt,-16.63254976272583,-15.03199052810669,-20.5320987701416
die väter riecht,simple_agrmt,-22.55033016204834,-18.938140869140625,-21.952219009399414
die väter riechen,simple_agrmt,-21.457672119140625,-16.642727851867676,-16.50692844390869
der vater riechen,simple_agrmt,-18.57670783996582,-17.297374725341797,-18.352917671203613
der vater wandert,simple_agrmt,-12.640558242797852,-15.776205062866211,-16.63901138305664
die väter wandert,simple_agrmt,-14.060347557067871,-16.239794731140137,-18.35579204559326
die väter wandern,simple_agrmt,-12.513784408569336,-15.27672004699707,-16.221036911010742
der vater wandern,simple_agrmt,-13.092890739440918,-18.788701057434082,-19.22341251373291
der vater feiert,simple_agrmt,-15.044771194458008,-13.192115783691406,-16.77180290222168
die väter feiert,simple_agrmt,-10.99913501739502,-15.621349334716797,-13.637516975402832
die väter feiern,simple_agrmt,-10.133167266845703,-12.798307418823242,-13.514542579650879
der vater feiern,simple_agrmt,-9.556694984436035,-11.542502403259277,-10.409064769744873
der vater verschwindet,simple_agrmt,-14.639262199401855,-13.5597562789917,-13.232963562011719
die väter verschwindet,simple_agrmt,-15.716594696044922,-15.526642799377441,-15.632746696472168
die väter verschwinden,simple_agrmt,-14.225839614868164,-12.540027618408203,-13.974644660949707
der vater verschwinden,simple_agrmt,-16.4406681060791,-16.242233276367188,-15.393061637878418
der vater denkt,simple_agrmt,-13.51747179031372,-14.397490501403809,-16.357829093933105
die väter denkt,simple_agrmt,-12.832862377166748,-14.566192626953125,-15.820645809173584
die väter denken,simple_agrmt,-11.843057632446289,-14.290346145629883,-16.998899459838867
der vater denken,simple_agrmt,-16.39838981628418,-15.51949691772461,-17.099149703979492
der vater spricht,simple_agrmt,-10.907865524291992,-9.053871154785156,-10.828293800354004
die väter spricht,simple_agrmt,-12.633759498596191,-12.718587875366211,-13.68747329711914
die väter sprechen,simple_agrmt,-10.668993949890137,-11.929461479187012,-15.965049743652344
der vater sprechen,simple_agrmt,-12.979536056518555,-13.305928230285645,-16.001371383666992
