sentences,paradigm,13_logp,30_logp,42_logp
der architekt konstruieren,simple_agrmt,-17.96627902984619,-18.121252059936523,-12.879227638244629
der architekt fürchtet,simple_agrmt,-15.24343729019165,-15.37806510925293,-14.925452709197998
die architekten fürchtet,simple_agrmt,-17.016185760498047,-16.90807580947876,-14.774333000183105
die architekten fürchten,simple_agrmt,-17.111398220062256,-13.87607192993164,-14.5942964553833
der architekt fürchten,simple_agrmt,-16.657392501831055,-14.803778648376465,-16.57552194595337
der architekt schält,simple_agrmt,-13.982073783874512,-13.84376049041748,-14.168216705322266
die architekten schält,simple_agrmt,-13.26953125,-14.135775566101074,-14.44747543334961
die architekten schälen,simple_agrmt,-13.97215747833252,-12.643465995788574,-12.754839897155762
der architekt schälen,simple_agrmt,-16.741114616394043,-14.322547912597656,-15.747384071350098
der architekt taucht,simple_agrmt,-12.62517261505127,-12.458460807800293,-12.59740924835205
die architekten taucht,simple_agrmt,-11.816710472106934,-11.959583282470703,-10.591292381286621
die architekten tauchen,simple_agrmt,-11.515942573547363,-10.315014839172363,-9.63601016998291
der architekt tauchen,simple_agrmt,-14.223489761352539,-12.67265510559082,-17.618837356567383
der architekt kennt,simple_agrmt,-9.580703735351562,-9.997037887573242,-12.433712005615234
die architekten kennt,simple_agrmt,-10.39188289642334,-10.047673225402832,-8.163737297058105
die architekten kennen,simple_agrmt,-8.377521514892578,-7.2102532386779785,-8.009241104125977
der architekt kennen,simple_agrmt,-12.033231735229492,-9.782209396362305,-11.801421165466309
der architekt schreibt,simple_agrmt,-10.839862823486328,-10.9407377243042,-9.655866622924805
die architekten schreibt,simple_agrmt,-12.484708786010742,-11.184247970581055,-11.242819786071777
die architekten schreiben,simple_agrmt,-11.859932899475098,-9.491641998291016,-10.349023818969727
der architekt schreiben,simple_agrmt,-12.453532218933105,-10.252120018005371,-11.261951446533203
der architekt erzählt,simple_agrmt,-8.554587364196777,-12.06045913696289,-11.557783126831055
die architekten erzählt,simple_agrmt,-10.261857986450195,-9.3096923828125,-9.249374389648438
die architekten erzählen,simple_agrmt,-10.574769020080566,-8.160691261291504,-8.029321670532227
der architekt erzählen,simple_agrmt,-12.09586238861084,-13.551223754882812,-15.249845504760742
der architekt spielt,simple_agrmt,-11.50623893737793,-12.042278289794922,-10.762740135192871
die architekten spielt,simple_agrmt,-11.84390926361084,-10.947423934936523,-10.66041088104248
die architekten spielen,simple_agrmt,-11.020225524902344,-7.099985122680664,-6.154501438140869
der architekt spielen,simple_agrmt,-14.769209861755371,-12.147425651550293,-11.84805965423584
der architekt kommt,simple_agrmt,-6.0320963859558105,-7.392635345458984,-7.86885929107666
die architekten kommt,simple_agrmt,-7.603119850158691,-8.498133659362793,-7.862661838531494
die architekten kommen,simple_agrmt,-7.439017295837402,-6.811518669128418,-5.203665733337402
der architekt kommen,simple_agrmt,-11.338899612426758,-10.628727912902832,-12.433284759521484
der präsident zweifelt,simple_agrmt,-19.574793815612793,-16.2985200881958,-20.16952133178711
die präsidenten zweifelt,simple_agrmt,-17.659791946411133,-16.034343242645264,-18.342379570007324
die präsidenten zweifeln,simple_agrmt,-17.03434467315674,-15.450475215911865,-19.37869358062744
der präsident zweifeln,simple_agrmt,-20.198506355285645,-17.19978952407837,-20.79672145843506
der präsident konstruiert,simple_agrmt,-16.841489791870117,-18.63470220565796,-16.283918380737305
die präsidenten konstruiert,simple_agrmt,-13.26108694076538,-15.028440475463867,-15.49441146850586
die präsidenten konstruieren,simple_agrmt,-11.521074771881104,-12.787332534790039,-12.64956283569336
der präsident konstruieren,simple_agrmt,-16.93310832977295,-18.286964416503906,-14.904966354370117
der präsident fürchtet,simple_agrmt,-13.596501350402832,-14.043926239013672,-15.038147449493408
die präsidenten fürchtet,simple_agrmt,-14.576746463775635,-13.878968715667725,-14.292718410491943
die präsidenten fürchten,simple_agrmt,-13.098052978515625,-11.733672142028809,-13.355253219604492
der präsident fürchten,simple_agrmt,-13.13958215713501,-14.266396045684814,-16.001516342163086
der präsident schält,simple_agrmt,-13.828279495239258,-12.466001510620117,-17.18535327911377
die präsidenten schält,simple_agrmt,-12.666186332702637,-9.601357460021973,-15.035922050476074
die präsidenten schälen,simple_agrmt,-11.363102912902832,-9.53496265411377,-11.628825187683105
der präsident schälen,simple_agrmt,-15.995725631713867,-14.889596939086914,-16.61282444000244
der präsident taucht,simple_agrmt,-12.148689270019531,-10.945333480834961,-13.795818328857422
die präsidenten taucht,simple_agrmt,-11.01822280883789,-11.087672233581543,-11.645724296569824
die präsidenten tauchen,simple_agrmt,-14.529498100280762,-9.043773174285889,-10.32540512084961
der präsident tauchen,simple_agrmt,-18.48320198059082,-16.74955177307129,-18.645580291748047
der präsident kennt,simple_agrmt,-9.24639892578125,-9.893099784851074,-9.826597213745117
die präsidenten kennt,simple_agrmt,-10.691132545471191,-9.994752883911133,-9.038518905639648
die präsidenten kennen,simple_agrmt,-7.193143844604492,-7.6902618408203125,-9.060667991638184
der präsident kennen,simple_agrmt,-10.43637752532959,-9.44504451751709,-11.026276588439941
der präsident schreibt,simple_agrmt,-11.209136962890625,-10.747000694274902,-11.577049255371094
die präsidenten schreibt,simple_agrmt,-12.696399688720703,-11.903533935546875,-11.521440505981445
die präsidenten schreiben,simple_agrmt,-9.905386924743652,-7.861069679260254,-8.411101341247559
der präsident schreiben,simple_agrmt,-10.084357261657715,-9.165889739990234,-13.285797119140625
der präsident erzählt,simple_agrmt,-10.511971473693848,-10.286008834838867,-13.128191947937012
die präsidenten erzählt,simple_agrmt,-12.59628677368164,-8.96280574798584,-10.809669494628906
die präsidenten erzählen,simple_agrmt,-10.120264053344727,-7.897521018981934,-9.008204460144043
der präsident erzählen,simple_agrmt,-11.92226505279541,-12.470129013061523,-15.701377868652344
der präsident spielt,simple_agrmt,-9.993313789367676,-10.279134750366211,-12.526969909667969
die präsidenten spielt,simple_agrmt,-10.491666793823242,-11.761322021484375,-12.100350379943848
die präsidenten spielen,simple_agrmt,-7.211160659790039,-7.616330146789551,-6.451389789581299
der präsident spielen,simple_agrmt,-12.358016014099121,-13.760045051574707,-13.084556579589844
der präsident kommt,simple_agrmt,-6.972217082977295,-4.994892597198486,-6.695262908935547
die präsidenten kommt,simple_agrmt,-5.960365295410156,-7.763131618499756,-8.52311897277832
die präsidenten kommen,simple_agrmt,-5.440593242645264,-5.7654290199279785,-5.094448566436768
der präsident kommen,simple_agrmt,-10.690847396850586,-9.155839920043945,-11.895915985107422
der kollege zweifelt,simple_agrmt,-17.390666484832764,-14.329009056091309,-14.225421905517578
die kollegen zweifelt,simple_agrmt,-16.694364070892334,-18.289005279541016,-17.562453269958496
die kollegen zweifeln,simple_agrmt,-17.757739543914795,-16.89013671875,-20.759689331054688
der kollege zweifeln,simple_agrmt,-19.34917449951172,-15.359830856323242,-17.023794174194336
der kollege konstruiert,simple_agrmt,-12.282726764678955,-20.1253604888916,-13.841115951538086
die kollegen konstruiert,simple_agrmt,-14.252691268920898,-19.008480072021484,-16.442843437194824
die kollegen konstruieren,simple_agrmt,-13.28978443145752,-17.419370651245117,-15.088438034057617
der kollege konstruieren,simple_agrmt,-13.72968864440918,-20.955838680267334,-14.399275779724121
der kollege fürchtet,simple_agrmt,-10.651538848876953,-11.093190670013428,-11.183186531066895
die kollegen fürchtet,simple_agrmt,-14.942899227142334,-13.99410343170166,-15.279904842376709
die kollegen fürchten,simple_agrmt,-14.428706645965576,-13.468853950500488,-14.048855304718018
der kollege fürchten,simple_agrmt,-12.18869161605835,-13.88109302520752,-12.379504680633545
der kollege schält,simple_agrmt,-14.094229698181152,-11.79865550994873,-14.595292091369629
die kollegen schält,simple_agrmt,-14.946605682373047,-12.20487117767334,-15.909538269042969
die kollegen schälen,simple_agrmt,-13.216105461120605,-12.866690635681152,-14.225691795349121
der kollege schälen,simple_agrmt,-16.185606002807617,-15.388885498046875,-15.599328994750977
der kollege taucht,simple_agrmt,-10.065435409545898,-9.050280570983887,-10.238662719726562
die kollegen taucht,simple_agrmt,-11.173824310302734,-11.850638389587402,-12.587309837341309
die kollegen tauchen,simple_agrmt,-11.351279258728027,-13.829051971435547,-12.192317962646484
der kollege tauchen,simple_agrmt,-14.562568664550781,-15.631632328033447,-16.6194486618042
der kollege kennt,simple_agrmt,-9.522287368774414,-8.738661766052246,-9.853835105895996
die kollegen kennt,simple_agrmt,-8.58590316772461,-8.53486442565918,-12.55965805053711
die kollegen kennen,simple_agrmt,-4.851822376251221,-7.220150470733643,-12.066057205200195
der kollege kennen,simple_agrmt,-10.079156875610352,-9.99114990234375,-11.461450576782227
der kollege schreibt,simple_agrmt,-8.660003662109375,-9.212696075439453,-11.263069152832031
die kollegen schreibt,simple_agrmt,-9.127476692199707,-10.371598243713379,-12.913424491882324
die kollegen schreiben,simple_agrmt,-6.707980632781982,-7.007349491119385,-12.121587753295898
der kollege schreiben,simple_agrmt,-9.104559898376465,-8.498346328735352,-11.428898811340332
der kollege erzählt,simple_agrmt,-9.835545539855957,-11.13523006439209,-10.811456680297852
die kollegen erzählt,simple_agrmt,-11.117315292358398,-11.445916175842285,-13.75771427154541
die kollegen erzählen,simple_agrmt,-7.945139408111572,-9.748468399047852,-14.421760559082031
der kollege erzählen,simple_agrmt,-11.542850494384766,-10.46596908569336,-14.015554428100586
der kollege spielt,simple_agrmt,-7.880390167236328,-7.121677875518799,-9.012935638427734
die kollegen spielt,simple_agrmt,-9.785262107849121,-12.646275520324707,-13.711359977722168
die kollegen spielen,simple_agrmt,-7.747698783874512,-8.220487594604492,-9.795753479003906
der kollege spielen,simple_agrmt,-11.000659942626953,-9.00297737121582,-9.312520027160645
der kollege kommt,simple_agrmt,-4.868818759918213,-4.184463977813721,-4.1903510093688965
die kollegen kommt,simple_agrmt,-7.098680019378662,-5.499833106994629,-6.071696758270264
die kollegen kommen,simple_agrmt,-5.636258125305176,-3.9951186180114746,-4.458017349243164
der kollege kommen,simple_agrmt,-10.059531211853027,-7.87204122543335,-8.189559936523438
der ingenieur zweifelt,simple_agrmt,-20.077320098876953,-15.486265659332275,-20.86235523223877
die ingenieure zweifelt,simple_agrmt,-16.838951110839844,-15.342318534851074,-17.764118194580078
die ingenieure zweifeln,simple_agrmt,-15.32292652130127,-15.313891887664795,-19.25424861907959
der ingenieur zweifeln,simple_agrmt,-18.763999938964844,-15.824369430541992,-21.193861961364746
der ingenieur konstruiert,simple_agrmt,-15.828035354614258,-17.615455150604248,-17.28895854949951
die ingenieure konstruiert,simple_agrmt,-15.699074745178223,-14.384114742279053,-15.569707870483398
die ingenieure konstruieren,simple_agrmt,-15.398959159851074,-12.7938551902771,-13.94526481628418
der ingenieur konstruieren,simple_agrmt,-16.312511920928955,-16.366615295410156,-16.49056053161621
der ingenieur fürchtet,simple_agrmt,-14.032604694366455,-9.525715827941895,-15.934033870697021
die ingenieure fürchtet,simple_agrmt,-12.481374263763428,-11.797232627868652,-13.581774234771729
die ingenieure fürchten,simple_agrmt,-11.695307731628418,-8.956676483154297,-12.75137996673584
der ingenieur fürchten,simple_agrmt,-16.200470447540283,-9.287469387054443,-17.038399696350098
der ingenieur schält,simple_agrmt,-15.262076377868652,-15.436697959899902,-15.681931495666504
die ingenieure schält,simple_agrmt,-12.741433143615723,-11.339496612548828,-15.585869789123535
die ingenieure schälen,simple_agrmt,-11.328853607177734,-11.502965927124023,-13.23949146270752
der ingenieur schälen,simple_agrmt,-15.391064643859863,-16.532608032226562,-14.605639457702637
der ingenieur taucht,simple_agrmt,-10.799619674682617,-10.494582176208496,-8.852588653564453
die ingenieure taucht,simple_agrmt,-11.801554679870605,-9.795732498168945,-9.490938186645508
die ingenieure tauchen,simple_agrmt,-9.787222862243652,-9.839533805847168,-9.295457363128662
der ingenieur tauchen,simple_agrmt,-13.737691879272461,-14.456429481506348,-13.616400718688965
der ingenieur kennt,simple_agrmt,-6.862804412841797,-9.152027130126953,-7.066164970397949
die ingenieure kennt,simple_agrmt,-11.267723083496094,-10.827381134033203,-8.79670524597168
die ingenieure kennen,simple_agrmt,-7.831676483154297,-9.682703971862793,-10.083468437194824
der ingenieur kennen,simple_agrmt,-9.251603126525879,-10.576729774475098,-11.191481590270996
der ingenieur schreibt,simple_agrmt,-5.95193338394165,-11.119141578674316,-9.646305084228516
die ingenieure schreibt,simple_agrmt,-10.892447471618652,-11.657669067382812,-8.666221618652344
die ingenieure schreiben,simple_agrmt,-9.537643432617188,-8.902464866638184,-8.763264656066895
der ingenieur schreiben,simple_agrmt,-9.774603843688965,-12.65511703491211,-10.83042049407959
der ingenieur erzählt,simple_agrmt,-6.945849418640137,-8.843042373657227,-9.196141242980957
die ingenieure erzählt,simple_agrmt,-11.11126708984375,-9.757050514221191,-11.160196304321289
die ingenieure erzählen,simple_agrmt,-9.316622734069824,-11.039337158203125,-9.971207618713379
der ingenieur erzählen,simple_agrmt,-10.202103614807129,-13.417186737060547,-11.937182426452637
der ingenieur spielt,simple_agrmt,-5.467923641204834,-8.043603897094727,-8.03411865234375
die ingenieure spielt,simple_agrmt,-9.347556114196777,-10.882808685302734,-9.163393020629883
die ingenieure spielen,simple_agrmt,-8.151695251464844,-9.01781177520752,-7.504667282104492
der ingenieur spielen,simple_agrmt,-9.454818725585938,-10.715276718139648,-10.423110008239746
der ingenieur kommt,simple_agrmt,-6.117362976074219,-4.748227119445801,-4.749423027038574
die ingenieure kommt,simple_agrmt,-8.326554298400879,-7.9704694747924805,-7.8948822021484375
die ingenieure kommen,simple_agrmt,-7.388245582580566,-8.165271759033203,-5.857536315917969
der ingenieur kommen,simple_agrmt,-10.623244285583496,-10.034586906433105,-10.25011157989502
der sohn zweifelt,simple_agrmt,-18.552258014678955,-16.746156692504883,-17.7108736038208
die söhne zweifelt,simple_agrmt,-18.620856285095215,-18.179862022399902,-17.28580141067505
die söhne zweifeln,simple_agrmt,-19.014103889465332,-17.982053756713867,-17.603053092956543
der sohn zweifeln,simple_agrmt,-20.646251678466797,-17.14600896835327,-19.03674077987671
der sohn konstruiert,simple_agrmt,-16.11088466644287,-22.36647891998291,-14.432990074157715
die söhne konstruiert,simple_agrmt,-19.54367733001709,-17.77726173400879,-16.854981422424316
die söhne konstruieren,simple_agrmt,-19.400097846984863,-18.497397422790527,-15.803092002868652
der sohn konstruieren,simple_agrmt,-18.00443172454834,-23.858531951904297,-15.959357261657715
der sohn fürchtet,simple_agrmt,-9.094969272613525,-9.848319053649902,-12.282034873962402
die söhne fürchtet,simple_agrmt,-15.376936435699463,-18.321609497070312,-14.419106483459473
die söhne fürchten,simple_agrmt,-16.690475463867188,-18.273483276367188,-14.609580993652344
der sohn fürchten,simple_agrmt,-12.925079822540283,-14.26502799987793,-15.973649501800537
der sohn schält,simple_agrmt,-12.087241172790527,-9.744214057922363,-12.687994956970215
die söhne schält,simple_agrmt,-14.150993347167969,-13.813837051391602,-15.63732624053955
die söhne schälen,simple_agrmt,-16.402420043945312,-15.704456329345703,-15.040173530578613
der sohn schälen,simple_agrmt,-16.74583148956299,-15.330765724182129,-16.469621181488037
der sohn taucht,simple_agrmt,-10.171109199523926,-8.269997596740723,-9.967843055725098
die söhne taucht,simple_agrmt,-9.699851989746094,-12.04808521270752,-11.437281608581543
die söhne tauchen,simple_agrmt,-14.27686882019043,-13.29361629486084,-12.491118431091309
der sohn tauchen,simple_agrmt,-14.577947616577148,-15.096522331237793,-17.026793479919434
der sohn kennt,simple_agrmt,-6.790267467498779,-7.796802043914795,-7.144436359405518
die söhne kennt,simple_agrmt,-7.5517578125,-9.985868453979492,-11.086722373962402
die söhne kennen,simple_agrmt,-8.68234920501709,-10.280205726623535,-9.323905944824219
der sohn kennen,simple_agrmt,-11.436062812805176,-10.364974975585938,-11.616085052490234
der sohn schreibt,simple_agrmt,-5.816893100738525,-6.983546257019043,-6.3716840744018555
die söhne schreibt,simple_agrmt,-8.614998817443848,-10.211873054504395,-10.855422973632812
die söhne schreiben,simple_agrmt,-11.963659286499023,-7.87176513671875,-9.930475234985352
der sohn schreiben,simple_agrmt,-9.356952667236328,-10.629212379455566,-10.727761268615723
der sohn erzählt,simple_agrmt,-6.9387125968933105,-7.312992572784424,-7.179039478302002
die söhne erzählt,simple_agrmt,-10.917335510253906,-9.675253868103027,-14.573677062988281
die söhne erzählen,simple_agrmt,-12.370156288146973,-10.062483787536621,-13.125219345092773
der sohn erzählen,simple_agrmt,-11.46660041809082,-10.805940628051758,-12.560088157653809
der sohn spielt,simple_agrmt,-7.834474563598633,-6.651041030883789,-6.672506332397461
die söhne spielt,simple_agrmt,-5.944927215576172,-7.929929733276367,-9.531954765319824
die söhne spielen,simple_agrmt,-9.287521362304688,-8.55152702331543,-7.904300689697266
der sohn spielen,simple_agrmt,-13.965445518493652,-12.27927017211914,-11.393758773803711
der sohn kommt,simple_agrmt,-4.707165241241455,-4.606367111206055,-4.310562610626221
die söhne kommt,simple_agrmt,-5.4013590812683105,-4.708396911621094,-6.708222389221191
die söhne kommen,simple_agrmt,-8.496076583862305,-6.969371795654297,-6.643249988555908
der sohn kommen,simple_agrmt,-12.256692886352539,-10.231268882751465,-11.470673561096191
der arzt zweifelt,simple_agrmt,-21.320233821868896,-18.612157344818115,-19.10718059539795
die ärzte zweifelt,simple_agrmt,-16.418511390686035,-18.4534273147583,-18.361401081085205
die ärzte zweifeln,simple_agrmt,-16.92703914642334,-17.43710708618164,-21.194734573364258
der arzt zweifeln,simple_agrmt,-22.375624656677246,-19.674713134765625,-20.22546672821045
der arzt konstruiert,simple_agrmt,-19.807140350341797,-25.39703941345215,-17.05695915222168
die ärzte konstruiert,simple_agrmt,-14.720616340637207,-19.692150115966797,-15.694177627563477
die ärzte konstruieren,simple_agrmt,-14.522542953491211,-18.949235916137695,-14.245376586914062
der arzt konstruieren,simple_agrmt,-20.86927604675293,-25.52461338043213,-18.060757637023926
der arzt fürchtet,simple_agrmt,-12.367405891418457,-10.153352737426758,-11.924928188323975
die ärzte fürchtet,simple_agrmt,-12.517970085144043,-14.781787872314453,-12.363528728485107
die ärzte fürchten,simple_agrmt,-12.950685024261475,-11.773897171020508,-12.625272274017334
der arzt fürchten,simple_agrmt,-16.006142616271973,-12.83038854598999,-15.302157402038574
der arzt schält,simple_agrmt,-11.657045364379883,-10.795516967773438,-13.453079223632812
die ärzte schält,simple_agrmt,-12.945160865783691,-13.601823806762695,-14.823524475097656
die ärzte schälen,simple_agrmt,-12.73694133758545,-12.995137214660645,-12.155508995056152
der arzt schälen,simple_agrmt,-16.84648609161377,-14.9147310256958,-15.481311798095703
der arzt taucht,simple_agrmt,-10.207883834838867,-8.133358001708984,-9.391819953918457
die ärzte taucht,simple_agrmt,-9.794270515441895,-10.484720230102539,-9.678791046142578
die ärzte tauchen,simple_agrmt,-12.546910285949707,-13.10373306274414,-11.513839721679688
der arzt tauchen,simple_agrmt,-13.08014965057373,-14.293116569519043,-17.34285068511963
der arzt kennt,simple_agrmt,-9.344599723815918,-9.695322036743164,-8.653018951416016
die ärzte kennt,simple_agrmt,-8.853299140930176,-11.140921592712402,-9.677541732788086
die ärzte kennen,simple_agrmt,-8.946516036987305,-9.428945541381836,-11.545891761779785
der arzt kennen,simple_agrmt,-15.490819931030273,-13.711944580078125,-12.555516242980957
der arzt schreibt,simple_agrmt,-8.659168243408203,-8.469222068786621,-10.367287635803223
die ärzte schreibt,simple_agrmt,-9.521042823791504,-11.803816795349121,-12.4642915725708
die ärzte schreiben,simple_agrmt,-10.39185905456543,-9.52893352508545,-11.960700035095215
der arzt schreiben,simple_agrmt,-12.765218734741211,-12.763961791992188,-13.374364852905273
der arzt erzählt,simple_agrmt,-10.231056213378906,-10.105855941772461,-8.796487808227539
die ärzte erzählt,simple_agrmt,-10.802939414978027,-10.64284610748291,-11.663419723510742
die ärzte erzählen,simple_agrmt,-11.104195594787598,-9.597131729125977,-11.735767364501953
der arzt erzählen,simple_agrmt,-13.768350601196289,-13.81338882446289,-14.61716079711914
der arzt spielt,simple_agrmt,-8.170451164245605,-7.396088600158691,-9.09660530090332
die ärzte spielt,simple_agrmt,-8.608525276184082,-10.54161262512207,-11.520776748657227
die ärzte spielen,simple_agrmt,-8.715206146240234,-8.664061546325684,-8.535207748413086
der arzt spielen,simple_agrmt,-13.312396049499512,-9.460347175598145,-11.197382926940918
der arzt kommt,simple_agrmt,-3.4859142303466797,-3.799144744873047,-3.7219762802124023
die ärzte kommt,simple_agrmt,-4.329131603240967,-5.856986999511719,-5.251564979553223
die ärzte kommen,simple_agrmt,-6.8654584884643555,-5.152245998382568,-6.540951728820801
der arzt kommen,simple_agrmt,-10.258964538574219,-9.781569480895996,-9.793392181396484
der doktor zweifelt,simple_agrmt,-17.84207582473755,-18.262035369873047,-18.196656227111816
die doktoren zweifelt,simple_agrmt,-14.690582275390625,-18.144577980041504,-17.148251056671143
die doktoren zweifeln,simple_agrmt,-14.421631813049316,-18.108073234558105,-19.035508155822754
der doktor zweifeln,simple_agrmt,-19.39097309112549,-19.14443302154541,-19.23953342437744
der doktor konstruiert,simple_agrmt,-19.738598823547363,-21.640563011169434,-15.000617980957031
die doktoren konstruiert,simple_agrmt,-21.108769416809082,-20.631200790405273,-18.093859672546387
die doktoren konstruieren,simple_agrmt,-20.6317081451416,-20.15963840484619,-17.16068172454834
der doktor konstruieren,simple_agrmt,-21.30186939239502,-22.69077205657959,-16.29986572265625
der doktor fürchtet,simple_agrmt,-10.612029075622559,-11.649173259735107,-12.706973552703857
die doktoren fürchtet,simple_agrmt,-12.265243530273438,-15.432477951049805,-12.78707504272461
die doktoren fürchten,simple_agrmt,-12.301311492919922,-14.711426734924316,-12.902408123016357
der doktor fürchten,simple_agrmt,-13.469757080078125,-14.60752820968628,-16.151391983032227
der doktor schält,simple_agrmt,-12.293557167053223,-9.27741813659668,-13.749778747558594
die doktoren schält,simple_agrmt,-10.66755485534668,-12.989019393920898,-18.244236946105957
die doktoren schälen,simple_agrmt,-10.940581321716309,-12.305480003356934,-14.641562461853027
der doktor schälen,simple_agrmt,-16.884041786193848,-13.688969612121582,-16.233588695526123
der doktor taucht,simple_agrmt,-9.529003143310547,-8.013928413391113,-10.112703323364258
die doktoren taucht,simple_agrmt,-12.012877464294434,-12.277873039245605,-10.590802192687988
die doktoren tauchen,simple_agrmt,-11.402528762817383,-9.801824569702148,-12.664875984191895
der doktor tauchen,simple_agrmt,-12.391653060913086,-13.991206169128418,-17.551486015319824
der doktor kennt,simple_agrmt,-9.009743690490723,-8.579446792602539,-9.400056838989258
die doktoren kennt,simple_agrmt,-10.332579612731934,-10.18454360961914,-9.654587745666504
die doktoren kennen,simple_agrmt,-9.635303497314453,-9.946430206298828,-9.211947441101074
der doktor kennen,simple_agrmt,-14.95767879486084,-12.683640480041504,-12.910758972167969
der doktor schreibt,simple_agrmt,-7.741761207580566,-7.895677089691162,-9.465828895568848
die doktoren schreibt,simple_agrmt,-12.477078437805176,-11.804612159729004,-11.009910583496094
die doktoren schreiben,simple_agrmt,-10.462732315063477,-10.353425979614258,-10.28368091583252
der doktor schreiben,simple_agrmt,-12.567160606384277,-12.270758628845215,-12.462923049926758
der doktor erzählt,simple_agrmt,-7.967934608459473,-8.604700088500977,-8.660602569580078
die doktoren erzählt,simple_agrmt,-12.401928901672363,-10.89581298828125,-11.320494651794434
die doktoren erzählen,simple_agrmt,-9.692975044250488,-10.654488563537598,-8.233154296875
der doktor erzählen,simple_agrmt,-12.573277473449707,-12.247307777404785,-13.677772521972656
der doktor spielt,simple_agrmt,-8.120552062988281,-7.672398567199707,-10.248061180114746
die doktoren spielt,simple_agrmt,-9.187710762023926,-12.46116828918457,-10.428808212280273
die doktoren spielen,simple_agrmt,-7.914369106292725,-7.7328901290893555,-5.409615993499756
