minimal_pair,dataset,paradigm,nsubj1,nsubj2,verb1,verb2,delta_score_42,delta_score_13,delta_score_30,delta_avg,delta_sent_length_char,delta_subwords,total_freq_verbs,total_freq_nouns,nsubj1_log_freq,nsubj2_log_freq,nsubj1_nsubj2_log_freq,verb_log_freq,dep_nsubj1_freq,dep_nsubj2_freq,dep_verb_freq,bigram_freq_gramm,bigram_freq_ungramm,bigram_nsubj_root1,bigram_nsubj_root2
"das kleinkind schaukelt, die kleinkinder schaukelt",wiki,simple_agrmt,kleinkind,kleinkinder,schaukelt,schaukelt,-4.658550262451172,-5.624205589294434,-4.05953311920166,-4.780762990315755,-2,0,0.8109302162163288,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder schaukeln, das kleinkind schaukeln",wiki,simple_agrmt,kleinkinder,kleinkind,schaukeln,schaukeln,6.593307971954346,5.198031425476074,4.9497480392456055,5.580362478892009,2,0,0.8109302162163288,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind flüchtet, die kleinkinder flüchtet",wiki,simple_agrmt,kleinkind,kleinkinder,flüchtet,flüchtet,-4.74746036529541,-6.3557820320129395,-3.5288286209106445,-4.877357006072998,-2,0,3.295836866004329,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder flüchten, das kleinkind flüchten",wiki,simple_agrmt,kleinkinder,kleinkind,flüchten,flüchten,9.5845365524292,11.84479284286499,8.027749061584473,9.819026152292887,2,0,3.295836866004329,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind riecht, die kleinkinder riecht",wiki,simple_agrmt,kleinkind,kleinkinder,riecht,riecht,2.7655467987060547,3.311115264892578,-3.2837486267089844,0.9309711456298828,-2,0,3.465735902799726,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder riechen, das kleinkind riechen",wiki,simple_agrmt,kleinkinder,kleinkind,riechen,riechen,2.1072492599487305,0.7513809204101562,4.367010116577148,2.408546765645345,2,0,3.465735902799726,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind wandert, die kleinkinder wandert",wiki,simple_agrmt,kleinkind,kleinkinder,wandert,wandert,-1.6274986267089844,-3.9970579147338867,-2.8197078704833984,-2.8147548039754233,-2,0,5.4116460518550396,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder wandern, das kleinkind wandern",wiki,simple_agrmt,kleinkinder,kleinkind,wandern,wandern,6.205569267272949,4.712503433227539,8.589659690856934,6.502577463785808,2,0,5.4116460518550396,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,3.332204510175204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind feiert, die kleinkinder feiert",wiki,simple_agrmt,kleinkind,kleinkinder,feiert,feiert,-3.2715978622436523,-0.7615318298339844,-4.883847236633301,-2.972325642903646,-2,0,5.768320995793772,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder feiern, das kleinkind feiern",wiki,simple_agrmt,kleinkinder,kleinkind,feiern,feiern,6.732534408569336,7.853055000305176,7.335973262786865,7.307187557220459,2,0,5.768320995793772,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind verschwindet, die kleinkinder verschwindet",wiki,simple_agrmt,kleinkind,kleinkinder,verschwindet,verschwindet,-3.8691539764404297,-1.8540997505187988,0.1863994598388672,-1.8456180890401204,-2,0,6.866933284461882,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder verschwinden, das kleinkind verschwinden",wiki,simple_agrmt,kleinkinder,kleinkind,verschwinden,verschwinden,8.042154312133789,4.247000217437744,1.0530738830566406,4.447409470876058,2,0,6.866933284461882,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,3.871201010907891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind denkt, die kleinkinder denkt",wiki,simple_agrmt,kleinkind,kleinkinder,denkt,denkt,-4.024484634399414,-4.285036563873291,-3.3014092445373535,-3.870310147603353,-2,0,7.917171988845775,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder denken, das kleinkind denken",wiki,simple_agrmt,kleinkinder,kleinkind,denken,denken,5.602160453796387,2.615732192993164,0.9633502960205078,3.0604143142700195,2,0,7.917171988845775,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,5.278114659230517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind spricht, die kleinkinder spricht",wiki,simple_agrmt,kleinkind,kleinkinder,spricht,spricht,1.1060094833374023,-3.318572998046875,-0.8983068466186523,-1.036956787109375,-2,0,11.072558304852798,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,5.8522024797744745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder sprechen, das kleinkind sprechen",wiki,simple_agrmt,kleinkinder,kleinkind,sprechen,sprechen,5.647641181945801,5.686578750610352,6.161850929260254,5.832023620605469,2,0,11.072558304852798,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,5.220355825078324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind arbeitet, die kleinkinder arbeitet",wiki,simple_agrmt,kleinkind,kleinkinder,arbeitet,arbeitet,-3.570171356201172,-4.954967498779297,-2.77888822555542,-3.7680090268452964,-2,0,10.828063863997055,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder arbeiten, das kleinkind arbeiten",wiki,simple_agrmt,kleinkinder,kleinkind,arbeiten,arbeiten,9.00367259979248,3.1047306060791016,4.830316543579102,5.6462399164835615,2,0,10.828063863997055,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,6.306275286948016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"das kleinkind liegt, die kleinkinder liegt",wiki,simple_agrmt,kleinkind,kleinkinder,liegt,liegt,-1.9744510650634766,-0.566070556640625,2.492399215698242,-0.016040802001953125,-2,0,13.819120035953938,2.8033603809065353,0.4054651081081644,2.3978952727983707,-1.9924301646902063,7.370230641807081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die kleinkinder liegen, das kleinkind liegen",wiki,simple_agrmt,kleinkinder,kleinkind,liegen,liegen,5.101171970367432,2.2534313201904297,4.185330390930176,3.846644560496012,2,0,13.819120035953938,2.8033603809065353,2.3978952727983707,0.4054651081081644,1.9924301646902063,6.448889394146858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling schaukelt, die zwillinge schaukelt",wiki,simple_agrmt,zwilling,zwillinge,schaukelt,schaukelt,1.6159749031066895,-1.2379159927368164,-3.786874771118164,-1.1362719535827637,-1,0,0.8109302162163288,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge schaukeln, der zwilling schaukeln",wiki,simple_agrmt,zwillinge,zwilling,schaukeln,schaukeln,5.919887065887451,4.039371490478516,9.15983247756958,6.373030344645183,1,0,0.8109302162163288,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling flüchtet, die zwillinge flüchtet",wiki,simple_agrmt,zwilling,zwillinge,flüchtet,flüchtet,1.725304126739502,0.8470535278320312,-2.9851608276367188,-0.13760105768839517,-1,0,3.295836866004329,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge flüchten, der zwilling flüchten",wiki,simple_agrmt,zwillinge,zwilling,flüchten,flüchten,4.0696797370910645,3.8762779235839844,7.859635353088379,5.2685310045878095,1,0,3.295836866004329,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling riecht, die zwillinge riecht",wiki,simple_agrmt,zwilling,zwillinge,riecht,riecht,1.1158180236816406,3.1823654174804688,-4.338844299316406,-0.013553619384765625,-1,0,3.465735902799726,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge riechen, der zwilling riechen",wiki,simple_agrmt,zwillinge,zwilling,riechen,riechen,2.375377655029297,2.627396583557129,6.4972333908081055,3.8333358764648438,1,0,3.465735902799726,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling wandert, die zwillinge wandert",wiki,simple_agrmt,zwilling,zwillinge,wandert,wandert,2.3944292068481445,0.6472616195678711,-1.353529930114746,0.5627202987670898,-1,0,5.4116460518550396,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge wandern, der zwilling wandern",wiki,simple_agrmt,zwillinge,zwilling,wandern,wandern,4.980727195739746,4.129693031311035,5.517641067504883,4.876020431518555,1,0,5.4116460518550396,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,3.332204510175204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling feiert, die zwillinge feiert",wiki,simple_agrmt,zwilling,zwillinge,feiert,feiert,3.4024300575256348,0.7973775863647461,-2.679079055786133,0.5069095293680826,-1,0,5.768320995793772,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge feiern, der zwilling feiern",wiki,simple_agrmt,zwillinge,zwilling,feiern,feiern,3.7446727752685547,1.383108139038086,4.355198860168457,3.1609932581583657,1,0,5.768320995793772,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling verschwindet, die zwillinge verschwindet",wiki,simple_agrmt,zwilling,zwillinge,verschwindet,verschwindet,-0.39635181427001953,3.3273239135742188,-2.4906187057495117,0.14678446451822916,-1,0,6.866933284461882,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge verschwinden, der zwilling verschwinden",wiki,simple_agrmt,zwillinge,zwilling,verschwinden,verschwinden,4.731294631958008,2.33713436126709,7.06732177734375,4.711916923522949,1,0,6.866933284461882,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,3.871201010907891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling denkt, die zwillinge denkt",wiki,simple_agrmt,zwilling,zwillinge,denkt,denkt,1.1021356582641602,1.2267394065856934,-0.2007308006286621,0.7093814214070638,-1,0,7.917171988845775,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge denken, der zwilling denken",wiki,simple_agrmt,zwillinge,zwilling,denken,denken,3.35939884185791,2.82882022857666,4.140436172485352,3.442885080973307,1,0,7.917171988845775,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,5.278114659230517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling spricht, die zwillinge spricht",wiki,simple_agrmt,zwilling,zwillinge,spricht,spricht,3.553659439086914,4.925512790679932,0.6349554061889648,3.0380425453186035,-1,0,11.072558304852798,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,5.8522024797744745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge sprechen, der zwilling sprechen",wiki,simple_agrmt,zwillinge,zwilling,sprechen,sprechen,5.08698844909668,3.2024126052856445,4.792630195617676,4.360677083333333,1,0,11.072558304852798,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,5.220355825078324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling arbeitet, die zwillinge arbeitet",wiki,simple_agrmt,zwilling,zwillinge,arbeitet,arbeitet,0.7789688110351562,4.7672529220581055,-2.922501564025879,0.8745733896891276,-1,0,10.828063863997055,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge arbeiten, der zwilling arbeiten",wiki,simple_agrmt,zwillinge,zwilling,arbeiten,arbeiten,3.80728816986084,1.669611930847168,4.684128761291504,3.387009620666504,1,0,10.828063863997055,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,6.306275286948016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der zwilling liegt, die zwillinge liegt",wiki,simple_agrmt,zwilling,zwillinge,liegt,liegt,3.0732803344726562,4.614046573638916,-0.29247093200683594,2.464951992034912,-1,0,13.819120035953938,3.9889840465642745,1.0986122886681098,2.8903717578961645,-1.7917594692280547,7.370230641807081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die zwillinge liegen, der zwilling liegen",wiki,simple_agrmt,zwillinge,zwilling,liegen,liegen,4.706116199493408,5.878025054931641,8.8734130859375,6.485851446787517,1,0,13.819120035953938,3.9889840465642745,2.8903717578961645,1.0986122886681098,1.7917594692280547,6.448889394146858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist schaukelt, die polizisten schaukelt",wiki,simple_agrmt,polizist,polizisten,schaukelt,schaukelt,1.3113536834716797,1.640669822692871,0.46916675567626953,1.1403967539469402,-2,0,0.8109302162163288,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten schaukeln, der polizist schaukeln",wiki,simple_agrmt,polizisten,polizist,schaukeln,schaukeln,1.8070321083068848,2.7749953269958496,3.7181029319763184,2.766710122426351,2,0,0.8109302162163288,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist flüchtet, die polizisten flüchtet",wiki,simple_agrmt,polizist,polizisten,flüchtet,flüchtet,3.5949645042419434,4.562703609466553,-0.8848605155944824,2.424269199371338,-2,0,3.295836866004329,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten flüchten, der polizist flüchten",wiki,simple_agrmt,polizisten,polizist,flüchten,flüchten,6.286876201629639,3.9840340614318848,7.111504077911377,5.794138113657634,2,0,3.295836866004329,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,2.1972245773362196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist riecht, die polizisten riecht",wiki,simple_agrmt,polizist,polizisten,riecht,riecht,7.174210548400879,11.625143051147461,6.068321228027344,8.289224942525228,-2,0,3.465735902799726,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten riechen, der polizist riechen",wiki,simple_agrmt,polizisten,polizist,riechen,riechen,-2.7710208892822266,-5.530139923095703,-3.2882728576660156,-3.863144556681315,2,0,3.465735902799726,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist wandert, die polizisten wandert",wiki,simple_agrmt,polizist,polizisten,wandert,wandert,6.11373233795166,6.471436500549316,4.856285095214844,5.813817977905273,-2,0,5.4116460518550396,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten wandern, der polizist wandern",wiki,simple_agrmt,polizisten,polizist,wandern,wandern,2.805990219116211,-1.0915164947509766,0.5941963195800781,0.7695566813151041,2,0,5.4116460518550396,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,3.332204510175204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist feiert, die polizisten feiert",wiki,simple_agrmt,polizist,polizisten,feiert,feiert,1.7912273406982422,3.15712833404541,2.4219741821289062,2.4567766189575195,-2,0,5.768320995793772,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten feiern, der polizist feiern",wiki,simple_agrmt,polizisten,polizist,feiern,feiern,2.7896323204040527,0.7075061798095703,6.0362138748168945,3.1777841250101724,2,0,5.768320995793772,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,3.6888794541139363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist verschwindet, die polizisten verschwindet",wiki,simple_agrmt,polizist,polizisten,verschwindet,verschwindet,2.532351016998291,5.853236198425293,1.8714370727539062,3.4190080960591636,-2,0,6.866933284461882,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,2.995732273553991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten verschwinden, der polizist verschwinden",wiki,simple_agrmt,polizisten,polizist,verschwinden,verschwinden,3.767575740814209,2.184624671936035,3.929121971130371,3.293774127960205,2,0,6.866933284461882,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,3.871201010907891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist denkt, die polizisten denkt",wiki,simple_agrmt,polizist,polizisten,denkt,denkt,2.311823844909668,0.7222929000854492,2.8626890182495117,1.965601921081543,-2,0,7.917171988845775,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,2.6390573296152584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten denken, der polizist denken",wiki,simple_agrmt,polizisten,polizist,denken,denken,4.352057456970215,0.9949550628662109,1.9994401931762695,2.448817571004232,2,0,7.917171988845775,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,5.278114659230517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist spricht, die polizisten spricht",wiki,simple_agrmt,polizist,polizisten,spricht,spricht,4.43637752532959,4.296390533447266,3.5178823471069336,4.083550135294597,-2,0,11.072558304852798,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,5.8522024797744745,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"die polizisten sprechen, der polizist sprechen",wiki,simple_agrmt,polizisten,polizist,sprechen,sprechen,5.091985702514648,1.9580745697021484,2.783672332763672,3.2779108683268228,2,0,11.072558304852798,5.288267030694535,3.4965075614664802,1.791759469228055,1.7047480922384253,5.220355825078324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"der polizist arbeitet, die polizisten arbeitet",wiki,simple_agrmt,polizist,polizisten,arbeitet,arbeitet,6.035208702087402,6.839127540588379,3.245744228363037,5.3733601570129395,-2,0,10.828063863997055,5.288267030694535,1.791759469228055,3.4965075614664802,-1.7047480922384253,4.5217885770490405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
