sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
die feinde neben den mitgliedern zweifeln,-15.620500564575195,-17.757818698883057,-18.57765769958496,-15.848649024963379,-17.334765911102295,-17.275717735290527
der feind neben den mitgliedern zweifeln,-16.06700611114502,-15.082005500793457,-18.701439380645752,-15.959124565124512,-17.824576377868652,-15.371057987213135
der feind in der nähe von dem mitglied zweifelt,-19.020103454589844,-20.042176246643066,-19.838117599487305,-28.600115299224854,-26.514835834503174,-25.189895629882812
die feinde in der nähe von dem mitglied zweifelt,-18.173627853393555,-20.867270469665527,-20.150981903076172,-29.100038051605225,-25.922607898712158,-26.55546283721924
der feind in der nähe von den mitgliedern zweifelt,-16.60125160217285,-16.1134090423584,-17.937289237976074,-24.548580646514893,-24.516271114349365,-24.088815689086914
die feinde in der nähe von den mitgliedern zweifelt,-16.50897979736328,-17.77718162536621,-18.350008964538574,-25.231457710266113,-23.88599729537964,-24.964541912078857
die feinde in der nähe von dem mitglied zweifeln,-18.630596160888672,-20.869820594787598,-18.16582202911377,-20.776952743530273,-20.1064510345459,-20.714168071746826
der feind in der nähe von dem mitglied zweifeln,-19.35851001739502,-20.015738487243652,-18.3355770111084,-19.59115982055664,-20.175222396850586,-19.899664878845215
die feinde in der nähe von den mitgliedern zweifeln,-17.381991386413574,-16.828062057495117,-16.77199077606201,-15.145021438598633,-18.954895973205566,-18.93087148666382
der feind in der nähe von den mitgliedern zweifeln,-17.450695037841797,-15.204041481018066,-16.784727096557617,-14.612014770507812,-19.687676906585693,-17.414809703826904
der feind gegenüber dem mitglied zweifelt,-17.813252449035645,-20.402087211608887,-18.267955780029297,-27.895951747894287,-26.919177055358887,-25.02812099456787
die feinde gegenüber dem mitglied zweifelt,-16.674304008483887,-21.301971435546875,-18.994718551635742,-27.651280403137207,-25.3750057220459,-26.016980171203613
der feind gegenüber den mitgliedern zweifelt,-15.404145240783691,-15.503353595733643,-17.827098846435547,-26.035877227783203,-24.777543544769287,-24.435626983642578
die feinde gegenüber den mitgliedern zweifelt,-15.247269630432129,-18.286161422729492,-18.62550640106201,-26.791476726531982,-23.1958646774292,-24.702057361602783
die feinde gegenüber dem mitglied zweifeln,-17.382866859436035,-21.13899326324463,-18.378437995910645,-18.12283754348755,-17.58127737045288,-17.996251583099365
der feind gegenüber dem mitglied zweifeln,-18.150702476501465,-20.41409683227539,-18.50779628753662,-17.886865615844727,-17.846500396728516,-17.191387176513672
die feinde gegenüber den mitgliedern zweifeln,-16.779929161071777,-17.146005630493164,-18.650217056274414,-14.58983850479126,-16.448881149291992,-15.959561347961426
der feind gegenüber den mitgliedern zweifeln,-16.57750415802002,-14.913767337799072,-18.711679458618164,-14.706326484680176,-17.208048343658447,-14.3125638961792
der feind vor dem mitglied konstruiert,-16.157501220703125,-16.529139518737793,-16.504729747772217,-15.837410926818848,-16.681116104125977,-18.057119369506836
die feinde vor dem mitglied konstruiert,-16.84883975982666,-16.541563034057617,-16.72207546234131,-15.703211784362793,-17.11276340484619,-18.032085418701172
der feind vor den mitgliedern konstruiert,-15.63264274597168,-19.66822910308838,-19.117431640625,-15.130253791809082,-14.112593650817871,-16.701051712036133
die feinde vor den mitgliedern konstruiert,-16.110281944274902,-18.610149383544922,-19.400689125061035,-14.251768112182617,-14.805401802062988,-16.243295669555664
die feinde vor dem mitglied konstruieren,-15.439257621765137,-14.921944618225098,-15.942220687866211,-15.513233184814453,-16.21871852874756,-19.868420600891113
der feind vor dem mitglied konstruieren,-15.048371315002441,-15.781112670898438,-15.906458854675293,-16.079642295837402,-17.166183471679688,-20.0403470993042
die feinde vor den mitgliedern konstruieren,-13.913240432739258,-15.74205493927002,-17.90391254425049,-14.52219009399414,-13.988536834716797,-18.586935997009277
der feind vor den mitgliedern konstruieren,-13.58352279663086,-17.498364448547363,-17.894299507141113,-16.009920120239258,-15.891524314880371,-19.40238857269287
der feind hinter dem mitglied konstruiert,-16.735729217529297,-16.75506591796875,-15.960180282592773,-15.538798332214355,-16.472137451171875,-18.445033073425293
die feinde hinter dem mitglied konstruiert,-17.185235023498535,-16.48929214477539,-16.298550605773926,-14.865382194519043,-16.901872634887695,-17.96082878112793
der feind hinter den mitgliedern konstruiert,-15.982258796691895,-19.345524787902832,-18.273693084716797,-14.918557167053223,-14.218649864196777,-16.72585105895996
die feinde hinter den mitgliedern konstruiert,-16.428327560424805,-18.302831649780273,-18.683801651000977,-14.1806001663208,-14.337302207946777,-16.106021881103516
die feinde hinter dem mitglied konstruieren,-15.872798919677734,-15.092245101928711,-16.126015663146973,-15.529879570007324,-16.282282829284668,-19.813016891479492
der feind hinter dem mitglied konstruieren,-15.762499809265137,-16.262145042419434,-16.07472801208496,-16.62950038909912,-17.732988357543945,-20.76663112640381
die feinde hinter den mitgliedern konstruieren,-14.540593147277832,-15.626869201660156,-17.755537033081055,-14.89647388458252,-13.692505836486816,-18.575873374938965
der feind hinter den mitgliedern konstruieren,-14.271392822265625,-17.429344177246094,-17.600648880004883,-16.595559120178223,-16.276899337768555,-19.852028846740723
der feind neben dem mitglied konstruiert,-16.7905330657959,-17.597259521484375,-17.03207492828369,-16.22848892211914,-17.726195335388184,-18.37044906616211
die feinde neben dem mitglied konstruiert,-17.260443687438965,-17.217620849609375,-16.785334587097168,-15.438024520874023,-16.764657020568848,-17.959733963012695
der feind neben den mitgliedern konstruiert,-16.352550506591797,-20.437125205993652,-19.383336067199707,-14.982796669006348,-13.811711311340332,-16.093374252319336
die feinde neben den mitgliedern konstruiert,-16.74776268005371,-19.408172607421875,-19.698227882385254,-14.336195945739746,-13.813851356506348,-15.376747131347656
die feinde neben dem mitglied konstruieren,-16.03458595275879,-16.005420684814453,-16.821956634521484,-15.05500316619873,-15.821442604064941,-19.464856147766113
der feind neben dem mitglied konstruieren,-15.877114295959473,-17.208518028259277,-17.37609577178955,-15.99222469329834,-17.568564414978027,-19.760393142700195
die feinde neben den mitgliedern konstruieren,-14.9354887008667,-16.96858501434326,-19.087682723999023,-13.936145782470703,-12.732303619384766,-17.343932151794434
der feind neben den mitgliedern konstruieren,-14.748744010925293,-18.609004974365234,-19.082042694091797,-15.038985252380371,-14.97636890411377,-18.094635009765625
der feind in der nähe von dem mitglied konstruiert,-16.274003982543945,-17.675615310668945,-16.74691867828369,-16.63202667236328,-17.824552536010742,-18.909960746765137
die feinde in der nähe von dem mitglied konstruiert,-16.846516609191895,-18.016921043395996,-16.62516975402832,-16.575305938720703,-17.9113712310791,-18.582557678222656
der feind in der nähe von den mitgliedern konstruiert,-15.744270324707031,-19.5908145904541,-18.55093002319336,-14.222270965576172,-14.903105735778809,-16.602086067199707
die feinde in der nähe von den mitgliedern konstruiert,-16.45884609222412,-19.24214267730713,-18.861459732055664,-13.781641006469727,-15.24516487121582,-16.130521774291992
die feinde in der nähe von dem mitglied konstruieren,-16.058658599853516,-16.52703857421875,-16.302096366882324,-16.617268562316895,-17.59334659576416,-20.33962059020996
der feind in der nähe von dem mitglied konstruieren,-15.646206855773926,-16.854737281799316,-16.599766731262207,-17.019721031188965,-18.745945930480957,-20.75217628479004
die feinde in der nähe von den mitgliedern konstruieren,-14.920607566833496,-16.342528343200684,-17.22590923309326,-14.428991317749023,-14.82940673828125,-18.631346702575684
der feind in der nähe von den mitgliedern konstruieren,-14.3211088180542,-17.1284818649292,-17.142539978027344,-15.291966438293457,-16.801727294921875,-19.339548110961914
der feind gegenüber dem mitglied konstruiert,-15.261534690856934,-17.10343360900879,-14.699466705322266,-15.841064453125,-17.393893241882324,-17.834455490112305
die feinde gegenüber dem mitglied konstruiert,-15.59677791595459,-16.944517135620117,-14.876450538635254,-15.275259017944336,-17.72528839111328,-17.646191596984863
der feind gegenüber den mitgliedern konstruiert,-15.01911735534668,-18.97286605834961,-17.280508041381836,-14.934946060180664,-14.302952766418457,-16.133342742919922
die feinde gegenüber den mitgliedern konstruiert,-15.173382759094238,-18.07541275024414,-17.41352081298828,-14.51024341583252,-14.76253604888916,-16.098774909973145
die feinde gegenüber dem mitglied konstruieren,-14.278020858764648,-15.173307418823242,-15.16149616241455,-15.155267715454102,-16.887998580932617,-18.84714984893799
der feind gegenüber dem mitglied konstruieren,-14.284269332885742,-16.130515098571777,-15.145569801330566,-16.21426486968994,-18.062644958496094,-19.524660110473633
die feinde gegenüber den mitgliedern konstruieren,-13.202028274536133,-15.228899955749512,-17.11343002319336,-14.401001930236816,-14.165597915649414,-18.050705909729004
der feind gegenüber den mitgliedern konstruieren,-13.242742538452148,-16.841116905212402,-17.180554389953613,-15.564492225646973,-16.0690860748291,-18.666502952575684
der feind vor dem mitglied fürchtet,-14.92920970916748,-13.627000331878662,-12.842199325561523,-17.3350191116333,-15.473098754882812,-18.749323844909668
die feinde vor dem mitglied fürchtet,-15.721304893493652,-15.247483253479004,-13.843074798583984,-18.764516830444336,-17.364842891693115,-19.832024574279785
der feind vor den mitgliedern fürchtet,-15.722224712371826,-15.101203441619873,-15.19229507446289,-17.349465370178223,-14.456194400787354,-19.95535182952881
die feinde vor den mitgliedern fürchtet,-17.18868637084961,-15.95585298538208,-16.10206413269043,-17.81516170501709,-14.990763664245605,-20.739362239837646
die feinde vor dem mitglied fürchten,-15.603253364562988,-14.972716331481934,-13.59724473953247,-15.236501693725586,-15.016252517700195,-12.363160610198975
der feind vor dem mitglied fürchten,-16.545034408569336,-14.503573417663574,-13.120237827301025,-14.547483444213867,-14.323148727416992,-11.308632373809814
die feinde vor den mitgliedern fürchten,-15.805133819580078,-14.678225994110107,-14.603352546691895,-14.304726600646973,-12.547478675842285,-12.252110481262207
der feind vor den mitgliedern fürchten,-16.276421070098877,-15.0555739402771,-14.296829223632812,-14.857516765594482,-14.291102409362793,-11.910515308380127
der feind hinter dem mitglied fürchtet,-15.548369407653809,-15.273195266723633,-12.433618545532227,-17.87337636947632,-15.748408794403076,-19.394670963287354
die feinde hinter dem mitglied fürchtet,-15.860466957092285,-16.794629096984863,-13.587522029876709,-18.98329782485962,-17.77250909805298,-20.769081592559814
der feind hinter den mitgliedern fürchtet,-16.540555000305176,-16.768390655517578,-15.285500049591064,-16.933844566345215,-14.540061950683594,-20.007407188415527
die feinde hinter den mitgliedern fürchtet,-17.731355667114258,-17.446213722229004,-16.240697860717773,-17.401902675628662,-15.465282440185547,-20.507944583892822
die feinde hinter dem mitglied fürchten,-15.52932357788086,-15.931366443634033,-13.6602144241333,-15.483993530273438,-15.360215187072754,-13.46846055984497
der feind hinter dem mitglied fürchten,-17.09074592590332,-15.387627601623535,-12.9872145652771,-15.397621154785156,-14.58553695678711,-12.612563133239746
die feinde hinter den mitgliedern fürchten,-16.08616065979004,-15.722126960754395,-15.246686935424805,-14.059951305389404,-12.914982795715332,-12.757887363433838
der feind hinter den mitgliedern fürchten,-16.904172897338867,-16.157296180725098,-14.663893699645996,-14.785048484802246,-14.290711402893066,-12.975780010223389
der feind neben dem mitglied fürchtet,-15.610387325286865,-14.785829544067383,-12.558804035186768,-18.065758228302002,-15.62107229232788,-18.287378311157227
die feinde neben dem mitglied fürchtet,-15.974322319030762,-16.43996000289917,-13.456961154937744,-18.966736316680908,-17.71384334564209,-19.722941875457764
der feind neben den mitgliedern fürchtet,-16.27337408065796,-16.78868579864502,-16.285473346710205,-17.230530738830566,-15.17190933227539,-19.47663402557373
die feinde neben den mitgliedern fürchtet,-17.26524305343628,-17.625443935394287,-16.95327091217041,-17.606812953948975,-15.741662979125977,-20.530831813812256
die feinde neben dem mitglied fürchten,-16.59264373779297,-15.89821195602417,-13.34353494644165,-15.68156623840332,-15.371477127075195,-12.705195426940918
der feind neben dem mitglied fürchten,-17.94166660308838,-15.550637245178223,-12.935458660125732,-15.325575828552246,-14.603791236877441,-11.624651908874512
die feinde neben den mitgliedern fürchten,-16.32716417312622,-16.145184993743896,-15.574197769165039,-14.736868381500244,-12.899319171905518,-12.026437282562256
der feind neben den mitgliedern fürchten,-17.19481134414673,-16.732937812805176,-15.27834701538086,-14.951847553253174,-14.40377426147461,-11.994455814361572
der feind in der nähe von dem mitglied fürchtet,-16.051326751708984,-15.401762962341309,-13.71556568145752,-16.98267412185669,-16.261581420898438,-18.44679546356201
die feinde in der nähe von dem mitglied fürchtet,-16.250441074371338,-16.442891597747803,-14.529081344604492,-18.89355230331421,-17.625624179840088,-19.63261318206787
der feind in der nähe von den mitgliedern fürchtet,-15.551379680633545,-16.530945777893066,-15.305862426757812,-15.261624336242676,-17.00646686553955,-19.57330894470215
die feinde in der nähe von den mitgliedern fürchtet,-16.22411298751831,-17.146121978759766,-15.883313179016113,-16.51766300201416,-17.004535675048828,-20.489113807678223
die feinde in der nähe von dem mitglied fürchten,-16.620769023895264,-14.077907085418701,-13.931193828582764,-16.509811878204346,-15.699633121490479,-13.40721321105957
der feind in der nähe von dem mitglied fürchten,-17.776143074035645,-14.114763259887695,-13.679822444915771,-15.217732429504395,-14.555017948150635,-12.917194843292236
die feinde in der nähe von den mitgliedern fürchten,-15.901060581207275,-13.893194675445557,-13.879481792449951,-14.401474475860596,-13.938693523406982,-12.840710639953613
der feind in der nähe von den mitgliedern fürchten,-16.653879642486572,-14.308039665222168,-13.700892925262451,-13.882120609283447,-14.94041395187378,-13.05531644821167
der feind gegenüber dem mitglied fürchtet,-14.96587085723877,-15.402358531951904,-11.55103588104248,-17.760096073150635,-15.269009590148926,-17.972612380981445
die feinde gegenüber dem mitglied fürchtet,-15.418049812316895,-16.434272289276123,-12.250064373016357,-18.593676567077637,-17.447296142578125,-19.095818042755127
der feind gegenüber den mitgliedern fürchtet,-15.990927696228027,-17.231778144836426,-14.468347072601318,-17.159160614013672,-13.63956594467163,-18.735904693603516
die feinde gegenüber den mitgliedern fürchtet,-17.159282684326172,-17.624489784240723,-15.485627174377441,-17.577985286712646,-14.489935874938965,-19.50060510635376
die feinde gegenüber dem mitglied fürchten,-15.600447654724121,-14.85633373260498,-12.114629745483398,-14.3871750831604,-15.202715396881104,-11.759125232696533
der feind gegenüber dem mitglied fürchten,-16.99834632873535,-14.789722442626953,-11.82255744934082,-14.326343059539795,-14.601164817810059,-11.264574527740479
die feinde gegenüber den mitgliedern fürchten,-16.17239761352539,-15.459796905517578,-14.139498233795166,-13.376187324523926,-12.163197994232178,-11.375166893005371
der feind gegenüber den mitgliedern fürchten,-16.81569766998291,-16.190086841583252,-13.593330383300781,-13.90222692489624,-13.578059673309326,-11.492247104644775
der feind vor dem mitglied schält,-20.340858936309814,-17.473076820373535,-18.19974708557129,-19.518095016479492,-20.7797212600708,-17.223923206329346
die feinde vor dem mitglied schält,-20.30894947052002,-16.961763381958008,-19.107916831970215,-18.985097885131836,-21.653013229370117,-16.433011531829834
der feind vor den mitgliedern schält,-20.179970741271973,-15.232464790344238,-16.42668914794922,-18.705610275268555,-19.444834232330322,-15.318265914916992
die feinde vor den mitgliedern schält,-20.51352024078369,-14.81460952758789,-17.959805488586426,-17.98714828491211,-20.832560539245605,-15.30454683303833
die feinde vor dem mitglied schälen,-15.749667167663574,-16.450401306152344,-17.57443904876709,-17.671180725097656,-19.057476043701172,-20.57622718811035
der feind vor dem mitglied schälen,-16.8792085647583,-16.921181678771973,-17.173771858215332,-21.881961822509766,-19.912334442138672,-21.82322597503662
die feinde vor den mitgliedern schälen,-15.083267211914062,-12.5966215133667,-15.39118766784668,-17.054301738739014,-18.150851249694824,-17.30932855606079
der feind vor den mitgliedern schälen,-15.656660079956055,-13.282977104187012,-14.602967262268066,-20.86569309234619,-18.43985414505005,-17.99666690826416
der feind hinter dem mitglied schält,-20.70414686203003,-17.203290939331055,-17.736597061157227,-18.824859619140625,-20.63014793395996,-17.355449199676514
die feinde hinter dem mitglied schält,-20.44155740737915,-16.649559020996094,-18.37449359893799,-18.00164556503296,-21.495766639709473,-16.655217170715332
der feind hinter den mitgliedern schält,-19.98768711090088,-14.19693374633789,-16.20658588409424,-18.407544136047363,-19.19849395751953,-15.605297088623047
die feinde hinter den mitgliedern schält,-20.162067413330078,-13.79365062713623,-17.394498825073242,-17.603334426879883,-20.257936000823975,-15.353062152862549
die feinde hinter dem mitglied schälen,-16.47957706451416,-16.289806365966797,-17.670339584350586,-16.726184368133545,-18.38771152496338,-19.845796585083008
der feind hinter dem mitglied schälen,-17.793275833129883,-16.87691307067871,-17.36423683166504,-22.00088119506836,-19.016376495361328,-21.8222599029541
die feinde hinter den mitgliedern schälen,-15.31110954284668,-11.874526023864746,-15.184529304504395,-16.508906841278076,-17.405980587005615,-16.32650899887085
der feind hinter den mitgliedern schälen,-15.996650695800781,-12.578558921813965,-14.619481086730957,-21.191229820251465,-17.76770830154419,-17.69761085510254
der feind neben dem mitglied schält,-20.04813861846924,-17.480091094970703,-17.350966453552246,-18.861644744873047,-21.283717155456543,-17.434179306030273
die feinde neben dem mitglied schält,-19.754374027252197,-16.651530265808105,-17.90738296508789,-18.51996898651123,-21.95941734313965,-16.74366283416748
der feind neben den mitgliedern schält,-19.7189302444458,-14.071473121643066,-16.921536445617676,-17.994590759277344,-20.413986206054688,-15.436213970184326
die feinde neben den mitgliedern schält,-19.92288303375244,-13.578557968139648,-18.232784271240234,-17.736385345458984,-21.080389976501465,-15.167028903961182
die feinde neben dem mitglied schälen,-15.439577102661133,-16.272029876708984,-16.856722831726074,-17.01932716369629,-18.71470022201538,-20.29301357269287
der feind neben dem mitglied schälen,-16.84857749938965,-17.256288528442383,-16.588590621948242,-21.588699340820312,-19.178714752197266,-21.17796564102173
die feinde neben den mitgliedern schälen,-15.003740310668945,-11.642258644104004,-15.76419734954834,-15.859389781951904,-17.65341091156006,-16.45198106765747
der feind neben den mitgliedern schälen,-15.781237602233887,-12.448152542114258,-14.95490550994873,-19.485779762268066,-17.820380210876465,-17.18803310394287
der feind in der nähe von dem mitglied schält,-21.20679807662964,-18.331296920776367,-18.560952186584473,-20.027441024780273,-20.387317657470703,-18.531737327575684
die feinde in der nähe von dem mitglied schält,-21.047489643096924,-17.88451385498047,-19.342185020446777,-20.26715087890625,-21.178868293762207,-17.754796028137207
der feind in der nähe von den mitgliedern schält,-20.122804641723633,-15.99728775024414,-16.166790008544922,-19.713239669799805,-20.131330966949463,-16.1146879196167
die feinde in der nähe von den mitgliedern schält,-20.562886238098145,-15.496170043945312,-17.58848476409912,-19.275169372558594,-20.439632415771484,-15.608702659606934
die feinde in der nähe von dem mitglied schälen,-18.055893898010254,-16.904434204101562,-17.650477409362793,-18.480948448181152,-18.119977951049805,-21.34657859802246
der feind in der nähe von dem mitglied schälen,-19.218008041381836,-17.250944137573242,-17.143362045288086,-21.365053176879883,-18.585805892944336,-22.592883110046387
die feinde in der nähe von den mitgliedern schälen,-16.336345672607422,-12.633776664733887,-14.6138277053833,-16.786824703216553,-17.379361152648926,-17.33207130432129
der feind in der nähe von den mitgliedern schälen,-16.814191818237305,-12.980587005615234,-13.587106704711914,-19.403233528137207,-17.698106288909912,-18.651031970977783
der feind gegenüber dem mitglied schält,-20.94682788848877,-18.254152297973633,-18.842342376708984,-19.699831008911133,-20.571088790893555,-16.749605655670166
die feinde gegenüber dem mitglied schält,-20.633723258972168,-17.4779109954834,-19.839343070983887,-18.76418113708496,-21.645824432373047,-16.068397045135498
der feind gegenüber den mitgliedern schält,-19.93013286590576,-15.311614990234375,-17.31637668609619,-18.864782333374023,-19.053754806518555,-15.203986644744873
die feinde gegenüber den mitgliedern schält,-19.97136116027832,-14.755186080932617,-18.893760681152344,-18.133922576904297,-19.966821670532227,-15.087424755096436
die feinde gegenüber dem mitglied schälen,-16.790098190307617,-16.508057594299316,-17.62843418121338,-17.273221015930176,-18.739924430847168,-19.527009963989258
der feind gegenüber dem mitglied schälen,-17.984960556030273,-17.530125617980957,-17.121578216552734,-22.331517219543457,-19.010713577270508,-20.540330410003662
die feinde gegenüber den mitgliedern schälen,-15.759360313415527,-12.68159008026123,-15.698831558227539,-16.400036811828613,-17.335164070129395,-16.938148975372314
der feind gegenüber den mitgliedern schälen,-16.514604568481445,-13.385598182678223,-14.89883041381836,-20.326465606689453,-17.601590156555176,-17.43244457244873
der feind vor dem mitglied taucht,-10.692352294921875,-9.679463386535645,-11.62720012664795,-15.418376445770264,-17.321683883666992,-15.13778018951416
die feinde vor dem mitglied taucht,-10.830706596374512,-9.892587661743164,-12.065326690673828,-16.129329204559326,-16.054563999176025,-14.234817028045654
der feind vor den mitgliedern taucht,-11.634893417358398,-13.270410537719727,-13.06708812713623,-14.151705265045166,-12.523388385772705,-12.617663383483887
die feinde vor den mitgliedern taucht,-11.903059959411621,-13.123043060302734,-13.845596313476562,-14.814511775970459,-13.264837265014648,-12.6598482131958
die feinde vor dem mitglied tauchen,-13.317049026489258,-13.945504188537598,-13.909989356994629,-13.242363929748535,-14.307585716247559,-15.127182960510254
der feind vor dem mitglied tauchen,-13.664170265197754,-15.092704772949219,-13.78321647644043,-13.214447498321533,-14.808591842651367,-16.677619457244873
die feinde vor den mitgliedern tauchen,-12.5392484664917,-11.157073020935059,-14.254148483276367,-12.155237197875977,-12.26402759552002,-12.73724365234375
der feind vor den mitgliedern tauchen,-12.728116989135742,-12.279609680175781,-13.81358814239502,-12.217029571533203,-12.022871017456055,-13.620152473449707
der feind hinter dem mitglied taucht,-10.768218994140625,-9.56078815460205,-11.057154655456543,-15.568677425384521,-16.060125827789307,-14.74909257888794
die feinde hinter dem mitglied taucht,-10.810009002685547,-9.780427932739258,-11.474501609802246,-15.805257797241211,-15.375195980072021,-13.343316078186035
der feind hinter den mitgliedern taucht,-11.548419952392578,-12.523396492004395,-12.352893829345703,-13.839024066925049,-12.043412685394287,-12.508962154388428
die feinde hinter den mitgliedern taucht,-11.815751075744629,-12.528887748718262,-13.169007301330566,-14.558340072631836,-12.87758731842041,-12.239835739135742
die feinde hinter dem mitglied tauchen,-13.52627182006836,-13.88227653503418,-13.811125755310059,-13.2520170211792,-14.195326805114746,-13.974100589752197
der feind hinter dem mitglied tauchen,-13.859110832214355,-15.015896797180176,-13.596146583557129,-13.963478088378906,-14.558456420898438,-15.795645236968994
die feinde hinter den mitgliedern tauchen,-12.72120475769043,-10.752079963684082,-13.602364540100098,-11.853560447692871,-12.03402328491211,-11.89376163482666
der feind hinter den mitgliedern tauchen,-12.74099349975586,-11.630512237548828,-13.310718536376953,-12.174774646759033,-11.791577816009521,-12.80241870880127
der feind neben dem mitglied taucht,-10.846879959106445,-9.797045707702637,-11.256119728088379,-16.476179122924805,-18.320470809936523,-16.372139930725098
die feinde neben dem mitglied taucht,-10.968259811401367,-10.077607154846191,-11.504081726074219,-16.315948963165283,-17.395742893218994,-15.133566856384277
der feind neben den mitgliedern taucht,-11.743746757507324,-12.914121627807617,-13.2612943649292,-15.47321891784668,-14.438058853149414,-13.5821533203125
die feinde neben den mitgliedern taucht,-12.075020790100098,-13.004359245300293,-13.949685096740723,-15.43125295639038,-14.891057968139648,-13.337467670440674
die feinde neben dem mitglied tauchen,-13.700173377990723,-14.461926460266113,-13.648204803466797,-14.011008262634277,-15.556366920471191,-15.201167106628418
der feind neben dem mitglied tauchen,-14.036401748657227,-15.676482200622559,-13.4552640914917,-14.64533519744873,-16.14503002166748,-16.925745010375977
die feinde neben den mitgliedern tauchen,-13.45395278930664,-11.57148551940918,-14.19393539428711,-12.714066982269287,-13.0490083694458,-12.395439147949219
der feind neben den mitgliedern tauchen,-13.410469055175781,-12.615543365478516,-13.76524543762207,-12.96707820892334,-13.029786109924316,-13.34329891204834
der feind in der nähe von dem mitglied taucht,-10.47477912902832,-10.540923118591309,-12.189285278320312,-18.199082374572754,-18.33277130126953,-15.660285949707031
die feinde in der nähe von dem mitglied taucht,-10.668532371520996,-10.873766899108887,-12.712553977966309,-18.3453950881958,-17.948107719421387,-15.769615650177002
der feind in der nähe von den mitgliedern taucht,-11.386515617370605,-12.147090911865234,-13.328912734985352,-15.561742782592773,-13.429685592651367,-12.981104373931885
die feinde in der nähe von den mitgliedern taucht,-11.712738037109375,-12.030570030212402,-14.222000122070312,-15.323523044586182,-14.754634857177734,-13.656453609466553
die feinde in der nähe von dem mitglied tauchen,-14.01354694366455,-14.179841041564941,-14.065463066101074,-15.95716905593872,-15.66020679473877,-16.170597553253174
der feind in der nähe von dem mitglied tauchen,-14.041692733764648,-14.809911727905273,-13.656725883483887,-16.761897563934326,-16.56306743621826,-16.827311515808105
