sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13
les visiteurs que les femmes aiment descendent,-5.733658313751221,-7.212059497833252,-5.333261013031006,-9.251214981079102,-12.375139236450195,-9.067839622497559
les visiteurs que la femme aiment descendent,-9.808730125427246,-11.38272762298584,-10.673131942749023,-12.421143054962158,-14.558391094207764,-12.803357601165771
le visiteur que la femme aime attend,-7.978781700134277,-7.132373809814453,-6.793636798858643,-5.881200313568115,-8.67552661895752,-5.89353609085083
le visiteur que les femmes aime attend,-8.966044425964355,-8.326790809631348,-7.584396839141846,-9.457390785217285,-10.414522171020508,-8.825021743774414
le visiteur que les femmes aiment attend,-5.91323709487915,-6.82109260559082,-5.032374382019043,-7.487839221954346,-12.565804481506348,-10.603658676147461
le visiteur que la femme aiment attend,-10.383888244628906,-11.749990463256836,-10.906192779541016,-13.000260829925537,-18.72240924835205,-17.90317392349243
les visiteurs que la femme aime attendent,-8.040678977966309,-8.076581954956055,-6.9871649742126465,-6.63664436340332,-7.691080093383789,-6.288886547088623
les visiteurs que les femmes aime attendent,-9.079760551452637,-9.408620834350586,-7.688958644866943,-10.786446571350098,-11.061036109924316,-9.626216888427734
les visiteurs que les femmes aiment attendent,-5.733658313751221,-7.212059497833252,-5.333261013031006,-9.251214981079102,-12.375139236450195,-9.067839622497559
les visiteurs que la femme aiment attendent,-9.808730125427246,-11.38272762298584,-10.673131942749023,-12.421143054962158,-14.558391094207764,-12.803357601165771
le visiteur que la femme aime arrive,-7.978781700134277,-7.132373809814453,-6.793636798858643,-5.881200313568115,-8.67552661895752,-5.89353609085083
le visiteur que les femmes aime arrive,-8.966044425964355,-8.326790809631348,-7.584396839141846,-9.457390785217285,-10.414522171020508,-8.825021743774414
le visiteur que les femmes aiment arrive,-5.91323709487915,-6.82109260559082,-5.032374382019043,-7.487839221954346,-12.565804481506348,-10.603658676147461
le visiteur que la femme aiment arrive,-10.383888244628906,-11.749990463256836,-10.906192779541016,-13.000260829925537,-18.72240924835205,-17.90317392349243
les visiteurs que la femme aime arrivent,-8.040678977966309,-8.076581954956055,-6.9871649742126465,-6.636643886566162,-7.691082000732422,-6.288886070251465
les visiteurs que les femmes aime arrivent,-9.079760551452637,-9.408620834350586,-7.688958644866943,-10.786446571350098,-11.061037063598633,-9.626216888427734
les visiteurs que les femmes aiment arrivent,-5.733658313751221,-7.212059497833252,-5.333261013031006,-9.251214981079102,-12.375139236450195,-9.067839622497559
les visiteurs que la femme aiment arrivent,-9.808730125427246,-11.38272762298584,-10.673131942749023,-12.421143054962158,-14.558391094207764,-12.803357601165771
le visiteur que la femme aime met,-7.978781700134277,-7.132373809814453,-6.793636798858643,-5.881200313568115,-8.67552661895752,-5.89353609085083
le visiteur que les femmes aime met,-8.966044425964355,-8.326790809631348,-7.584396839141846,-9.457390785217285,-10.414522171020508,-8.825021743774414
le visiteur que les femmes aiment met,-5.91323709487915,-6.82109260559082,-5.032374382019043,-7.487839221954346,-12.565804481506348,-10.603658676147461
le visiteur que la femme aiment met,-10.383888244628906,-11.749990463256836,-10.906192779541016,-13.000260829925537,-18.72240924835205,-17.90317392349243
les visiteurs que la femme aime mettent,-8.040678977966309,-8.076581954956055,-6.9871649742126465,-6.636643886566162,-7.691082000732422,-6.288886070251465
les visiteurs que les femmes aime mettent,-9.079760551452637,-9.408620834350586,-7.688958644866943,-10.786446571350098,-11.061037063598633,-9.626216888427734
les visiteurs que les femmes aiment mettent,-5.733658313751221,-7.212059497833252,-5.333261013031006,-9.251214981079102,-12.375139236450195,-9.067839622497559
les visiteurs que la femme aiment mettent,-9.808730125427246,-11.38272762298584,-10.673131942749023,-12.421143054962158,-14.558391094207764,-12.803357601165771
le visiteur que l'adulte aime poursuit,-7.570870399475098,-6.672159194946289,-6.952360153198242,-9.026860237121582,-9.43482494354248,-7.922760486602783
le visiteur que les adultes aime poursuit,-7.772983551025391,-8.513864517211914,-5.858281135559082,-9.890509605407715,-11.913060188293457,-8.27996826171875
le visiteur que les adultes aiment poursuit,-5.046962261199951,-5.73673677444458,-4.121788501739502,-9.975532531738281,-14.176426887512207,-10.0101900100708
le visiteur que l'adulte aiment poursuit,-10.501752853393555,-11.254560470581055,-9.758453369140625,-17.418319702148438,-21.225016593933105,-17.737576961517334
les visiteurs que l'adulte aime poursuivent,-8.486597061157227,-8.03939437866211,-6.984127998352051,-11.944886207580566,-10.036776542663574,-8.98582649230957
les visiteurs que les adultes aime poursuivent,-8.116552352905273,-9.461563110351562,-6.153292179107666,-11.280074119567871,-12.755417823791504,-9.566060066223145
les visiteurs que les adultes aiment poursuivent,-4.934818744659424,-5.761643409729004,-4.0227532386779785,-12.110382080078125,-14.120577812194824,-9.434036254882812
les visiteurs que l'adulte aiment poursuivent,-8.27556037902832,-10.871377944946289,-9.53914737701416,-15.584538459777832,-18.333946228027344,-12.001887321472168
le visiteur que l'adulte aime grandit,-7.570870399475098,-6.672159194946289,-6.952360153198242,-9.026860237121582,-9.43482494354248,-7.922760486602783
le visiteur que les adultes aime grandit,-7.772983551025391,-8.513864517211914,-5.858281135559082,-9.890509605407715,-11.913060188293457,-8.27996826171875
le visiteur que les adultes aiment grandit,-5.046962261199951,-5.73673677444458,-4.121788501739502,-9.975532531738281,-14.176426887512207,-10.0101900100708
le visiteur que l'adulte aiment grandit,-10.501752853393555,-11.254560470581055,-9.758453369140625,-17.418319702148438,-21.225016593933105,-17.737572193145752
les visiteurs que l'adulte aime grandissent,-8.486597061157227,-8.03939437866211,-6.984127998352051,-11.944886207580566,-10.036776542663574,-8.98582649230957
les visiteurs que les adultes aime grandissent,-8.11655330657959,-9.46156120300293,-6.153292655944824,-11.280074119567871,-12.755417823791504,-9.566060066223145
les visiteurs que les adultes aiment grandissent,-4.934819221496582,-5.761645317077637,-4.022753715515137,-12.110382080078125,-14.120577812194824,-9.434036254882812
les visiteurs que l'adulte aiment grandissent,-8.27556037902832,-10.871377944946289,-9.53914737701416,-15.584538459777832,-18.333946228027344,-12.001887321472168
le visiteur que l'adulte aime apprend,-7.570870399475098,-6.672159194946289,-6.952360153198242,-9.026860237121582,-9.43482494354248,-7.922760486602783
le visiteur que les adultes aime apprend,-7.772983551025391,-8.513864517211914,-5.858281135559082,-9.890509605407715,-11.913060188293457,-8.27996826171875
le visiteur que les adultes aiment apprend,-5.046962261199951,-5.73673677444458,-4.121788501739502,-9.975532531738281,-14.176426887512207,-10.0101900100708
le visiteur que l'adulte aiment apprend,-10.501752853393555,-11.254560470581055,-9.758453369140625,-17.418319702148438,-21.225016593933105,-17.737576961517334
les visiteurs que l'adulte aime apprennent,-8.486597061157227,-8.03939437866211,-6.984127998352051,-11.944886207580566,-10.036776542663574,-8.98582649230957
les visiteurs que les adultes aime apprennent,-8.11655330657959,-9.46156120300293,-6.153292655944824,-11.280074119567871,-12.755417823791504,-9.566060066223145
les visiteurs que les adultes aiment apprennent,-4.934819221496582,-5.761645317077637,-4.022753715515137,-12.110382080078125,-14.120577812194824,-9.434036254882812
les visiteurs que l'adulte aiment apprennent,-8.27556037902832,-10.871377944946289,-9.53914737701416,-15.584538459777832,-18.333946228027344,-12.001887321472168
le visiteur que l'adulte aime descend,-7.570870399475098,-6.672159194946289,-6.952360153198242,-9.026860237121582,-9.43482494354248,-7.922760486602783
le visiteur que les adultes aime descend,-7.772983551025391,-8.513864517211914,-5.858281135559082,-9.890509605407715,-11.913060188293457,-8.27996826171875
le visiteur que les adultes aiment descend,-5.046962261199951,-5.73673677444458,-4.121788501739502,-9.975532531738281,-14.176426887512207,-10.0101900100708
le visiteur que l'adulte aiment descend,-10.501752853393555,-11.254560470581055,-9.758453369140625,-17.418319702148438,-21.225016593933105,-17.737576961517334
les visiteurs que l'adulte aime descendent,-8.486597061157227,-8.03939437866211,-6.984127998352051,-11.944886207580566,-10.036776542663574,-8.98582649230957
les visiteurs que les adultes aime descendent,-8.11655330657959,-9.46156120300293,-6.153292655944824,-11.280074119567871,-12.755417823791504,-9.566060066223145
les visiteurs que les adultes aiment descendent,-4.934819221496582,-5.761645317077637,-4.022753715515137,-12.110382080078125,-14.120577812194824,-9.434036254882812
les visiteurs que l'adulte aiment descendent,-8.27556037902832,-10.871377944946289,-9.53914737701416,-15.584538459777832,-18.333946228027344,-12.001887321472168
le visiteur que l'adulte aime attend,-7.570870399475098,-6.672159194946289,-6.952360153198242,-9.026860237121582,-9.43482494354248,-7.922760486602783
le visiteur que les adultes aime attend,-7.772983551025391,-8.513864517211914,-5.858281135559082,-9.890509605407715,-11.913060188293457,-8.27996826171875
le visiteur que les adultes aiment attend,-5.046962261199951,-5.73673677444458,-4.121788501739502,-9.975532531738281,-14.176426887512207,-10.0101900100708
le visiteur que l'adulte aiment attend,-10.501752853393555,-11.254560470581055,-9.758453369140625,-17.418319702148438,-21.225016593933105,-17.737576961517334
les visiteurs que l'adulte aime attendent,-8.486597061157227,-8.03939437866211,-6.984127998352051,-11.944886207580566,-10.036776542663574,-8.98582649230957
les visiteurs que les adultes aime attendent,-8.11655330657959,-9.46156120300293,-6.153292655944824,-11.280074119567871,-12.755417823791504,-9.566060066223145
les visiteurs que les adultes aiment attendent,-4.934819221496582,-5.761645317077637,-4.022753715515137,-12.110382080078125,-14.120577812194824,-9.434036254882812
les visiteurs que l'adulte aiment attendent,-8.27556037902832,-10.871377944946289,-9.53914737701416,-15.584538459777832,-18.333946228027344,-12.001887321472168
le visiteur que l'adulte aime arrive,-7.570870399475098,-6.672159194946289,-6.952360153198242,-9.026860237121582,-9.43482494354248,-7.922760486602783
le visiteur que les adultes aime arrive,-7.772983551025391,-8.513864517211914,-5.858281135559082,-9.890509605407715,-11.913060188293457,-8.27996826171875
le visiteur que les adultes aiment arrive,-5.046962261199951,-5.73673677444458,-4.121788501739502,-9.975532531738281,-14.176426887512207,-10.0101900100708
le visiteur que l'adulte aiment arrive,-10.501752853393555,-11.254560470581055,-9.758453369140625,-17.418319702148438,-21.225016593933105,-17.737576961517334
les visiteurs que l'adulte aime arrivent,-8.486597061157227,-8.03939437866211,-6.984127998352051,-11.944886207580566,-10.036776542663574,-8.98582649230957
les visiteurs que les adultes aime arrivent,-8.11655330657959,-9.46156120300293,-6.153292655944824,-11.280072212219238,-12.755416870117188,-9.566058158874512
les visiteurs que les adultes aiment arrivent,-4.934819221496582,-5.761645317077637,-4.022753715515137,-12.110382080078125,-14.120577812194824,-9.434036254882812
les visiteurs que l'adulte aiment arrivent,-8.27556037902832,-10.871377944946289,-9.53914737701416,-15.584538459777832,-18.333946228027344,-12.001887321472168
le visiteur que l'adulte aime met,-7.570870399475098,-6.672159194946289,-6.952360153198242,-9.026860237121582,-9.43482494354248,-7.922760486602783
le visiteur que les adultes aime met,-7.772983551025391,-8.513864517211914,-5.858281135559082,-9.890509605407715,-11.913060188293457,-8.27996826171875
le visiteur que les adultes aiment met,-5.046962261199951,-5.73673677444458,-4.121788501739502,-9.975532531738281,-14.176426887512207,-10.0101900100708
le visiteur que l'adulte aiment met,-10.501752853393555,-11.254560470581055,-9.758453369140625,-17.418319702148438,-21.225016593933105,-17.737576961517334
les visiteurs que l'adulte aime mettent,-8.486597061157227,-8.03939437866211,-6.984127998352051,-11.944886207580566,-10.036776542663574,-8.98582649230957
les visiteurs que les adultes aime mettent,-8.11655330657959,-9.46156120300293,-6.153292655944824,-11.280072212219238,-12.755416870117188,-9.566058158874512
les visiteurs que les adultes aiment mettent,-4.934819221496582,-5.761645317077637,-4.022753715515137,-12.110382080078125,-14.120577812194824,-9.434036254882812
les visiteurs que l'adulte aiment mettent,-8.27556037902832,-10.871377944946289,-9.53914737701416,-15.584538459777832,-18.333946228027344,-12.001887321472168
le joueur que la femme aime poursuit,-8.259400367736816,-8.151992797851562,-6.063555717468262,-6.055862903594971,-7.61704683303833,-6.75482177734375
le joueur que les femmes aime poursuit,-9.438935279846191,-8.312625885009766,-7.423374176025391,-9.13561725616455,-9.990964889526367,-9.744945526123047
le joueur que les femmes aiment poursuit,-6.03631067276001,-7.232150077819824,-5.3708415031433105,-8.205825805664062,-12.226248741149902,-8.858904838562012
le joueur que la femme aiment poursuit,-10.50228500366211,-11.604007720947266,-10.22795295715332,-12.467175483703613,-17.334121704101562,-11.613256454467773
les joueurs que la femme aime poursuivent,-8.051680564880371,-8.599002838134766,-6.390707492828369,-6.7186174392700195,-7.5142974853515625,-7.324089527130127
les joueurs que les femmes aime poursuivent,-9.3731050491333,-9.504101753234863,-7.620443820953369,-10.532536506652832,-11.128368377685547,-10.489911079406738
les joueurs que les femmes aiment poursuivent,-5.5254106521606445,-7.48741340637207,-5.475112438201904,-8.56778335571289,-11.927687644958496,-9.0989351272583
les joueurs que la femme aiment poursuivent,-9.655627250671387,-10.626922607421875,-9.925872802734375,-9.953081130981445,-14.294162273406982,-11.769279479980469
le joueur que la femme aime grandit,-8.259400367736816,-8.151992797851562,-6.063555717468262,-6.055863857269287,-7.617048740386963,-6.754824161529541
le joueur que les femmes aime grandit,-9.438935279846191,-8.312625885009766,-7.423374176025391,-9.13561725616455,-9.990962982177734,-9.74494743347168
le joueur que les femmes aiment grandit,-6.03631067276001,-7.232150077819824,-5.3708415031433105,-8.205825805664062,-12.226248741149902,-8.858904838562012
le joueur que la femme aiment grandit,-10.50228500366211,-11.604007720947266,-10.22795295715332,-12.467175483703613,-17.334121704101562,-11.613256454467773
les joueurs que la femme aime grandissent,-8.051680564880371,-8.599002838134766,-6.390707492828369,-6.7186174392700195,-7.5142974853515625,-7.324089527130127
les joueurs que les femmes aime grandissent,-9.3731050491333,-9.504101753234863,-7.6204447746276855,-10.532536506652832,-11.128368377685547,-10.489911079406738
les joueurs que les femmes aiment grandissent,-5.5254106521606445,-7.4874138832092285,-5.475110054016113,-8.56778335571289,-11.927687644958496,-9.0989351272583
les joueurs que la femme aiment grandissent,-9.655627250671387,-10.626922607421875,-9.925872802734375,-9.953081130981445,-14.294162273406982,-11.769279479980469
le joueur que la femme aime apprend,-8.259400367736816,-8.151992797851562,-6.063555717468262,-6.055862903594971,-7.61704683303833,-6.75482177734375
le joueur que les femmes aime apprend,-9.438935279846191,-8.312625885009766,-7.423374176025391,-9.13561725616455,-9.990964889526367,-9.744945526123047
le joueur que les femmes aiment apprend,-6.03631067276001,-7.232150077819824,-5.3708415031433105,-8.205825805664062,-12.226248741149902,-8.858904838562012
le joueur que la femme aiment apprend,-10.50228500366211,-11.604007720947266,-10.22795295715332,-12.467175483703613,-17.334121704101562,-11.613256454467773
les joueurs que la femme aime apprennent,-8.051680564880371,-8.599002838134766,-6.390707492828369,-6.7186174392700195,-7.5142974853515625,-7.324089527130127
les joueurs que les femmes aime apprennent,-9.3731050491333,-9.504101753234863,-7.6204447746276855,-10.532536506652832,-11.128368377685547,-10.489911079406738
les joueurs que les femmes aiment apprennent,-5.5254106521606445,-7.4874138832092285,-5.475110054016113,-8.56778335571289,-11.927687644958496,-9.0989351272583
les joueurs que la femme aiment apprennent,-9.655627250671387,-10.626922607421875,-9.925872802734375,-9.953081130981445,-14.294162273406982,-11.769279479980469
le joueur que la femme aime descend,-8.259400367736816,-8.151992797851562,-6.063555717468262,-6.055862903594971,-7.61704683303833,-6.75482177734375
le joueur que les femmes aime descend,-9.438935279846191,-8.312625885009766,-7.423374176025391,-9.13561725616455,-9.990964889526367,-9.744945526123047
le joueur que les femmes aiment descend,-6.03631067276001,-7.232150077819824,-5.3708415031433105,-8.205825805664062,-12.226248741149902,-8.858904838562012
le joueur que la femme aiment descend,-10.50228500366211,-11.604007720947266,-10.22795295715332,-12.467175483703613,-17.334121704101562,-11.613256454467773
les joueurs que la femme aime descendent,-8.051680564880371,-8.599002838134766,-6.390707492828369,-6.7186174392700195,-7.5142974853515625,-7.324089527130127
les joueurs que les femmes aime descendent,-9.3731050491333,-9.504101753234863,-7.6204447746276855,-10.532536506652832,-11.128368377685547,-10.489911079406738
les joueurs que les femmes aiment descendent,-5.5254106521606445,-7.4874138832092285,-5.475110054016113,-8.56778335571289,-11.927687644958496,-9.0989351272583
les joueurs que la femme aiment descendent,-9.655627250671387,-10.626922607421875,-9.925872802734375,-9.953081130981445,-14.294162273406982,-11.769279479980469
le joueur que la femme aime attend,-8.259400367736816,-8.151992797851562,-6.063555717468262,-6.055862903594971,-7.61704683303833,-6.75482177734375
le joueur que les femmes aime attend,-9.438935279846191,-8.312625885009766,-7.423374176025391,-9.13561725616455,-9.990964889526367,-9.744945526123047
le joueur que les femmes aiment attend,-6.03631067276001,-7.232150077819824,-5.3708415031433105,-8.205825805664062,-12.226248741149902,-8.858904838562012
le joueur que la femme aiment attend,-10.50228500366211,-11.604007720947266,-10.22795295715332,-12.467175483703613,-17.334121704101562,-11.613256454467773
les joueurs que la femme aime attendent,-8.051680564880371,-8.599002838134766,-6.390707492828369,-6.7186174392700195,-7.5142974853515625,-7.324089527130127
les joueurs que les femmes aime attendent,-9.3731050491333,-9.504101753234863,-7.6204447746276855,-10.532536506652832,-11.128368377685547,-10.489911079406738
les joueurs que les femmes aiment attendent,-5.5254106521606445,-7.4874138832092285,-5.475110054016113,-8.56778335571289,-11.927687644958496,-9.0989351272583
les joueurs que la femme aiment attendent,-9.655627250671387,-10.626922607421875,-9.925872802734375,-9.953081130981445,-14.294162273406982,-11.769279479980469
le joueur que la femme aime arrive,-8.259400367736816,-8.151992797851562,-6.063555717468262,-6.055862903594971,-7.61704683303833,-6.75482177734375
le joueur que les femmes aime arrive,-9.438935279846191,-8.312625885009766,-7.423374176025391,-9.13561725616455,-9.990964889526367,-9.744945526123047
le joueur que les femmes aiment arrive,-6.03631067276001,-7.232150077819824,-5.3708415031433105,-8.205825805664062,-12.226248741149902,-8.858904838562012
le joueur que la femme aiment arrive,-10.50228500366211,-11.604007720947266,-10.22795295715332,-12.467175483703613,-17.334121704101562,-11.613256454467773
les joueurs que la femme aime arrivent,-8.051680564880371,-8.599002838134766,-6.390707492828369,-6.7186174392700195,-7.514297008514404,-7.324089050292969
les joueurs que les femmes aime arrivent,-9.3731050491333,-9.504101753234863,-7.6204447746276855,-10.532535552978516,-11.128366470336914,-10.489912033081055
les joueurs que les femmes aiment arrivent,-5.5254106521606445,-7.4874138832092285,-5.475110054016113,-8.56778335571289,-11.927687644958496,-9.0989351272583
les joueurs que la femme aiment arrivent,-9.655627250671387,-10.626922607421875,-9.925872802734375,-9.953081130981445,-14.294162273406982,-11.769279479980469
le joueur que la femme aime met,-8.259400367736816,-8.151992797851562,-6.063555717468262,-6.055862903594971,-7.61704683303833,-6.75482177734375
le joueur que les femmes aime met,-9.438935279846191,-8.312625885009766,-7.423374176025391,-9.13561725616455,-9.990964889526367,-9.744945526123047
le joueur que les femmes aiment met,-6.03631067276001,-7.232150077819824,-5.3708415031433105,-8.205825805664062,-12.226248741149902,-8.858904838562012
le joueur que la femme aiment met,-10.50228500366211,-11.604007720947266,-10.22795295715332,-12.467175483703613,-17.334121704101562,-11.613256454467773
les joueurs que la femme aime mettent,-8.051680564880371,-8.599002838134766,-6.390707492828369,-6.7186174392700195,-7.514297008514404,-7.324089050292969
les joueurs que les femmes aime mettent,-9.3731050491333,-9.504101753234863,-7.6204447746276855,-10.532535552978516,-11.128366470336914,-10.489912033081055
les joueurs que les femmes aiment mettent,-5.5254106521606445,-7.4874138832092285,-5.475110054016113,-8.56778335571289,-11.927687644958496,-9.0989351272583
les joueurs que la femme aiment mettent,-9.655627250671387,-10.626922607421875,-9.925872802734375,-9.953081130981445,-14.294162273406982,-11.769279479980469
le joueur que l'adulte aime poursuit,-7.69781494140625,-7.603357315063477,-6.066400527954102,-8.89181137084961,-9.20218276977539,-7.630324363708496
le joueur que les adultes aime poursuit,-7.667120933532715,-8.646288871765137,-5.8241143226623535,-9.26596450805664,-11.081249237060547,-8.665632247924805
le joueur que les adultes aiment poursuit,-5.17453670501709,-5.159257888793945,-3.9641647338867188,-11.3654146194458,-14.074054718017578,-8.827842712402344
le joueur que l'adulte aiment poursuit,-10.497249603271484,-10.1465425491333,-10.018352508544922,-17.38341760635376,-20.562344551086426,-12.485869407653809
les joueurs que l'adulte aime poursuivent,-7.985560417175293,-8.603271484375,-6.19851016998291,-11.593043327331543,-10.224722862243652,-8.435602188110352
les joueurs que les adultes aime poursuivent,-7.839027404785156,-9.497697830200195,-6.206684589385986,-10.669999122619629,-12.638749122619629,-9.588294982910156
les joueurs que les adultes aiment poursuivent,-4.708675384521484,-5.033223628997803,-3.778099536895752,-11.589006423950195,-13.926363945007324,-9.019956588745117
les joueurs que l'adulte aiment poursuivent,-8.065006256103516,-9.708951950073242,-9.141444206237793,-13.118213653564453,-18.63831901550293,-10.369842529296875
le joueur que l'adulte aime grandit,-7.697816848754883,-7.603355407714844,-6.066400527954102,-8.89181137084961,-9.20218276977539,-7.630324363708496
le joueur que les adultes aime grandit,-7.667120933532715,-8.646288871765137,-5.8241143226623535,-9.265962600708008,-11.081249237060547,-8.665631294250488
le joueur que les adultes aiment grandit,-5.17453670501709,-5.159257888793945,-3.9641647338867188,-11.3654146194458,-14.074054718017578,-8.827842712402344
le joueur que l'adulte aiment grandit,-10.497252464294434,-10.146540641784668,-10.018352508544922,-17.38341760635376,-20.562344551086426,-12.485869407653809
les joueurs que l'adulte aime grandissent,-7.985560417175293,-8.603271484375,-6.19851016998291,-11.593043327331543,-10.224722862243652,-8.435602188110352
les joueurs que les adultes aime grandissent,-7.839027404785156,-9.497697830200195,-6.206684589385986,-10.669999122619629,-12.638749122619629,-9.588294982910156
les joueurs que les adultes aiment grandissent,-4.708675384521484,-5.033223628997803,-3.778099536895752,-11.589006423950195,-13.926363945007324,-9.019956588745117
les joueurs que l'adulte aiment grandissent,-8.065006256103516,-9.708951950073242,-9.141444206237793,-13.118213653564453,-18.63831901550293,-10.369842529296875
le joueur que l'adulte aime apprend,-7.697816848754883,-7.603355407714844,-6.066400527954102,-8.89181137084961,-9.20218276977539,-7.630324363708496
le joueur que les adultes aime apprend,-7.667120933532715,-8.646288871765137,-5.8241143226623535,-9.26596450805664,-11.081249237060547,-8.665632247924805
le joueur que les adultes aiment apprend,-5.17453670501709,-5.159257888793945,-3.9641647338867188,-11.3654146194458,-14.074054718017578,-8.827842712402344
le joueur que l'adulte aiment apprend,-10.497252464294434,-10.146540641784668,-10.018352508544922,-17.38341760635376,-20.562344551086426,-12.485869407653809
les joueurs que l'adulte aime apprennent,-7.985560417175293,-8.603271484375,-6.19851016998291,-11.593043327331543,-10.224722862243652,-8.435602188110352
les joueurs que les adultes aime apprennent,-7.839027404785156,-9.497697830200195,-6.206684589385986,-10.669999122619629,-12.638749122619629,-9.588294982910156
les joueurs que les adultes aiment apprennent,-4.708675384521484,-5.033223628997803,-3.778099536895752,-11.589006423950195,-13.926363945007324,-9.019956588745117
les joueurs que l'adulte aiment apprennent,-8.065006256103516,-9.708951950073242,-9.141444206237793,-13.118213653564453,-18.63831901550293,-10.369842529296875
le joueur que l'adulte aime descend,-7.697816848754883,-7.603355407714844,-6.066400527954102,-8.89181137084961,-9.20218276977539,-7.630324363708496
le joueur que les adultes aime descend,-7.667120933532715,-8.646288871765137,-5.8241143226623535,-9.26596450805664,-11.081249237060547,-8.665632247924805
