sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
die fahrgäste flüchten vor dem feuer und denkt an blumen im garten,-7.208338737487793,-7.089747905731201,-3.995659351348877,-13.020098686218262,-17.242802619934082,-15.135733604431152
die fahrgäste flüchten vor dem feuer und denken an blumen im garten,-8.82136344909668,-8.867902755737305,-8.429391860961914,-12.145895957946777,-11.124513626098633,-11.01795768737793
der fahrgast flüchtet vor dem feuer und denken an blumen im garten,-10.163858413696289,-8.042778015136719,-10.003337860107422,-12.919219970703125,-10.599910736083984,-12.447077751159668
der fahrgast flüchtet vor dem feuer und spricht über das abendessen,-8.02458667755127,-8.023788452148438,-9.579957962036133,-6.973860263824463,-8.963401794433594,-7.915010929107666
die fahrgäste flüchten vor dem feuer und spricht über das abendessen,-10.286789894104004,-11.54413890838623,-11.036267280578613,-11.089644432067871,-11.882405281066895,-12.490151405334473
die fahrgäste flüchten vor dem feuer und sprechen über das abendessen,-10.80632495880127,-10.0609130859375,-12.793264389038086,-10.115968704223633,-9.73263168334961,-9.729839324951172
der fahrgast flüchtet vor dem feuer und sprechen über das abendessen,-12.811321258544922,-8.779526710510254,-13.717872619628906,-11.370569229125977,-10.92841625213623,-11.844419479370117
der fahrgast flüchtet vor dem feuer und arbeitet an einem projekt,-9.452531814575195,-8.11369514465332,-9.330391883850098,-10.91485595703125,-7.877588272094727,-10.249079704284668
die fahrgäste flüchten vor dem feuer und arbeitet an einem projekt,-10.951577186584473,-10.377092361450195,-9.86999797821045,-13.015679359436035,-9.83477783203125,-11.345287322998047
die fahrgäste flüchten vor dem feuer und arbeiten an einem projekt,-11.093178749084473,-8.81985092163086,-9.81887149810791,-10.666723251342773,-8.855104446411133,-8.427762985229492
der fahrgast flüchtet vor dem feuer und arbeiten an einem projekt,-12.804869651794434,-8.940906524658203,-10.613476753234863,-13.18260383605957,-10.038338661193848,-11.940707206726074
der fahrgast flüchtet vor dem feuer und liegt auf dem boden,-7.579022407531738,-8.566704750061035,-7.77898645401001,-5.427569389343262,-7.586556911468506,-5.230602264404297
die fahrgäste flüchten vor dem feuer und liegt auf dem boden,-10.163850784301758,-10.615084648132324,-8.826370239257812,-9.044443130493164,-10.563488006591797,-9.927242279052734
die fahrgäste flüchten vor dem feuer und liegen auf dem boden,-9.753013610839844,-10.422810554504395,-9.155437469482422,-6.454198360443115,-4.976970672607422,-6.091494560241699
der fahrgast flüchtet vor dem feuer und liegen auf dem boden,-10.511536598205566,-11.665690422058105,-10.539724349975586,-9.823599815368652,-7.192472457885742,-8.662681579589844
der fahrgast riecht den duft von frischem kaffee und wandert durch den wald,-13.697169303894043,-12.992100715637207,-13.695426940917969,-10.986404418945312,-9.253682136535645,-11.929977893829346
die fahrgäste riechen den duft von frischem kaffee und wandert durch den wald,-14.046895980834961,-13.52683162689209,-14.766474723815918,-9.862754821777344,-8.362120151519775,-12.261129379272461
die fahrgäste riechen den duft von frischem kaffee und wandern durch den wald,-9.182281494140625,-10.950774192810059,-9.05291748046875,-6.879891395568848,-8.304519176483154,-7.74208402633667
der fahrgast riecht den duft von frischem kaffee und wandern durch den wald,-10.921889305114746,-11.145620346069336,-10.794319152832031,-10.399614334106445,-11.259072303771973,-9.914557933807373
der fahrgast riecht den duft von frischem kaffee und feiert den geburtstag des großvaters,-7.555344581604004,-8.630013465881348,-8.995139122009277,-11.002510070800781,-10.92314624786377,-7.970452785491943
die fahrgäste riechen den duft von frischem kaffee und feiert den geburtstag des großvaters,-8.131377696990967,-9.905328750610352,-9.505948066711426,-12.189733505249023,-12.48459529876709,-9.26962661743164
die fahrgäste riechen den duft von frischem kaffee und feiern den geburtstag des großvaters,-11.713327407836914,-13.845172882080078,-8.439130783081055,-9.765668392181396,-10.995065689086914,-10.427393913269043
der fahrgast riecht den duft von frischem kaffee und feiern den geburtstag des großvaters,-12.403491020202637,-14.197832107543945,-10.326125144958496,-10.894949913024902,-11.724801063537598,-11.425329685211182
der fahrgast riecht den duft von frischem kaffee und verschwindet im nebel,-12.052397727966309,-11.21316146850586,-9.2781400680542,-9.916117668151855,-10.080016136169434,-10.004953384399414
die fahrgäste riechen den duft von frischem kaffee und verschwindet im nebel,-12.937767028808594,-12.30732250213623,-9.690567970275879,-10.57125186920166,-12.396842002868652,-12.064729690551758
die fahrgäste riechen den duft von frischem kaffee und verschwinden im nebel,-11.833379745483398,-13.036602973937988,-12.506712913513184,-10.30397891998291,-9.242353439331055,-9.573810577392578
der fahrgast riecht den duft von frischem kaffee und verschwinden im nebel,-12.58708381652832,-12.77152156829834,-12.964499473571777,-13.46725845336914,-10.019007682800293,-10.348922729492188
der fahrgast riecht den duft von frischem kaffee und denkt an blumen im garten,-8.502114295959473,-6.535669326782227,-5.468927383422852,-10.337090969085693,-11.322885513305664,-12.96920394897461
die fahrgäste riechen den duft von frischem kaffee und denkt an blumen im garten,-9.864117622375488,-7.3252387046813965,-5.27686071395874,-10.993399620056152,-12.039515495300293,-13.965897560119629
die fahrgäste riechen den duft von frischem kaffee und denken an blumen im garten,-10.35105037689209,-11.506675720214844,-8.23988151550293,-12.10454273223877,-10.925042152404785,-11.548027038574219
der fahrgast riecht den duft von frischem kaffee und denken an blumen im garten,-11.4640531539917,-12.123373985290527,-10.271214485168457,-13.272892951965332,-12.65489387512207,-13.40198040008545
der fahrgast riecht den duft von frischem kaffee und spricht über das abendessen,-9.557269096374512,-10.901843070983887,-10.383432388305664,-10.58378791809082,-10.205116271972656,-10.136312484741211
die fahrgäste riechen den duft von frischem kaffee und spricht über das abendessen,-10.89976692199707,-12.435601234436035,-10.709781646728516,-10.093303680419922,-10.719693183898926,-12.696805953979492
die fahrgäste riechen den duft von frischem kaffee und sprechen über das abendessen,-11.684951782226562,-13.273687362670898,-13.321870803833008,-10.512160301208496,-8.57158088684082,-10.489551544189453
der fahrgast riecht den duft von frischem kaffee und sprechen über das abendessen,-13.876084327697754,-14.595471382141113,-15.349875450134277,-13.508866310119629,-11.262409210205078,-12.944355964660645
der fahrgast riecht den duft von frischem kaffee und arbeitet an einem projekt,-10.485520362854004,-10.651993751525879,-10.663312911987305,-10.1412353515625,-9.216309547424316,-9.861858367919922
die fahrgäste riechen den duft von frischem kaffee und arbeitet an einem projekt,-10.625103950500488,-12.135374069213867,-11.277453422546387,-10.772077560424805,-9.800032615661621,-10.5604829788208
die fahrgäste riechen den duft von frischem kaffee und arbeiten an einem projekt,-12.734021186828613,-13.596503257751465,-12.095832824707031,-11.258590698242188,-10.625849723815918,-9.929773330688477
der fahrgast riecht den duft von frischem kaffee und arbeiten an einem projekt,-14.065777778625488,-14.095842361450195,-12.875358581542969,-12.530533790588379,-11.926796913146973,-12.796348571777344
der fahrgast riecht den duft von frischem kaffee und liegt auf dem boden,-10.077816009521484,-9.416801452636719,-8.422700881958008,-8.512079238891602,-8.919082641601562,-8.437519073486328
die fahrgäste riechen den duft von frischem kaffee und liegt auf dem boden,-12.408556938171387,-11.191988945007324,-9.714000701904297,-9.145401000976562,-9.904632568359375,-11.514482498168945
die fahrgäste riechen den duft von frischem kaffee und liegen auf dem boden,-13.857474327087402,-13.431302070617676,-11.93243408203125,-7.40285062789917,-8.048954963684082,-9.775753021240234
der fahrgast riecht den duft von frischem kaffee und liegen auf dem boden,-14.920370101928711,-13.718236923217773,-12.58205795288086,-12.420706748962402,-13.091256141662598,-13.499093055725098
der fahrgast wandert durch den wald und feiert den geburtstag des großvaters,-8.591727256774902,-8.37114429473877,-9.775115966796875,-14.058727264404297,-14.904192924499512,-10.185439109802246
die fahrgäste wandern durch den wald und feiert den geburtstag des großvaters,-10.14517879486084,-9.386841773986816,-10.620462417602539,-15.893576622009277,-14.677907943725586,-11.039045333862305
die fahrgäste wandern durch den wald und feiern den geburtstag des großvaters,-7.912194728851318,-7.700909614562988,-6.600245475769043,-13.239406108856201,-14.264308452606201,-11.98560619354248
der fahrgast wandert durch den wald und feiern den geburtstag des großvaters,-9.556159973144531,-9.072296142578125,-10.175416946411133,-14.486571788787842,-14.02138090133667,-13.499605178833008
der fahrgast wandert durch den wald und verschwindet im nebel,-9.560842990875244,-10.699642181396484,-8.924460411071777,-11.500447273254395,-12.224164009094238,-11.886575698852539
die fahrgäste wandern durch den wald und verschwindet im nebel,-11.959306716918945,-12.334344863891602,-11.11299991607666,-13.65334701538086,-13.2517671585083,-13.601741790771484
die fahrgäste wandern durch den wald und verschwinden im nebel,-10.54488754272461,-10.955997467041016,-11.590386390686035,-12.991983413696289,-10.759673118591309,-12.009806632995605
der fahrgast wandert durch den wald und verschwinden im nebel,-9.208192348480225,-10.602745056152344,-10.779908180236816,-13.361824035644531,-11.725499153137207,-11.710954666137695
der fahrgast wandert durch den wald und denkt an blumen im garten,-7.035313129425049,-6.200682163238525,-6.39750862121582,-8.464245319366455,-13.109161376953125,-12.658502578735352
die fahrgäste wandern durch den wald und denkt an blumen im garten,-9.895084381103516,-8.70337200164795,-8.67908763885498,-9.121922969818115,-14.537395477294922,-13.26438045501709
die fahrgäste wandern durch den wald und denken an blumen im garten,-9.217095375061035,-9.35390853881836,-9.338830947875977,-13.267765045166016,-13.115340232849121,-14.709966659545898
der fahrgast wandert durch den wald und denken an blumen im garten,-10.75839614868164,-9.76330852508545,-10.748595237731934,-13.203191757202148,-13.760825157165527,-14.802654266357422
der fahrgast wandert durch den wald und spricht über das abendessen,-10.695413589477539,-10.632466316223145,-11.990400314331055,-9.519512176513672,-10.278044700622559,-10.196621894836426
die fahrgäste wandern durch den wald und spricht über das abendessen,-12.357141494750977,-12.904380798339844,-13.729415893554688,-11.724857330322266,-12.116917610168457,-11.972209930419922
die fahrgäste wandern durch den wald und sprechen über das abendessen,-10.171619415283203,-10.807841300964355,-12.063430786132812,-13.49075698852539,-12.926270484924316,-12.502878189086914
der fahrgast wandert durch den wald und sprechen über das abendessen,-12.743764877319336,-11.368919372558594,-14.550223350524902,-13.300118446350098,-13.901965141296387,-13.291389465332031
der fahrgast wandert durch den wald und arbeitet an einem projekt,-11.00559139251709,-9.6665620803833,-10.555224418640137,-13.492141723632812,-11.50905704498291,-12.41002368927002
die fahrgäste wandern durch den wald und arbeitet an einem projekt,-12.107797622680664,-11.27871036529541,-12.305784225463867,-14.932198524475098,-12.07840347290039,-13.492376327514648
die fahrgäste wandern durch den wald und arbeiten an einem projekt,-10.25880241394043,-9.375547409057617,-9.732645034790039,-13.472363471984863,-11.632370948791504,-11.970381736755371
der fahrgast wandert durch den wald und arbeiten an einem projekt,-12.861772537231445,-10.31489372253418,-10.520719528198242,-13.627314567565918,-12.50279712677002,-13.505773544311523
der fahrgast wandert durch den wald und liegt auf dem boden,-10.39953899383545,-9.93442153930664,-9.110189437866211,-6.6499457359313965,-7.381906509399414,-6.511998176574707
die fahrgäste wandern durch den wald und liegt auf dem boden,-12.552156448364258,-11.909052848815918,-10.615497589111328,-9.791237831115723,-9.417150497436523,-8.904033660888672
die fahrgäste wandern durch den wald und liegen auf dem boden,-10.939671516418457,-10.770833969116211,-8.615230560302734,-8.791814804077148,-6.736970901489258,-7.604662895202637
der fahrgast wandert durch den wald und liegen auf dem boden,-12.485584259033203,-12.286493301391602,-10.171039581298828,-9.579900741577148,-9.28982162475586,-8.346765518188477
der fahrgast feiert den geburtstag des großvaters und verschwindet im nebel,-11.083995819091797,-12.115678787231445,-11.199209213256836,-10.047032356262207,-11.670744895935059,-10.39035701751709
die fahrgäste feiern den geburtstag des großvaters und verschwindet im nebel,-12.233683586120605,-13.415355682373047,-11.750141143798828,-11.294099807739258,-13.04743480682373,-11.730057716369629
die fahrgäste feiern den geburtstag des großvaters und verschwinden im nebel,-12.699250221252441,-12.822269439697266,-14.57420825958252,-11.257133483886719,-10.709405899047852,-9.738131523132324
der fahrgast feiert den geburtstag des großvaters und verschwinden im nebel,-12.05803108215332,-13.505013465881348,-14.921000480651855,-12.162803649902344,-13.790483474731445,-11.98698902130127
der fahrgast feiert den geburtstag des großvaters und denkt an blumen im garten,-7.115736484527588,-6.75958251953125,-6.271831035614014,-10.53018856048584,-13.973758697509766,-10.870575904846191
die fahrgäste feiern den geburtstag des großvaters und denkt an blumen im garten,-7.466789245605469,-7.74465274810791,-5.1850972175598145,-11.016688346862793,-13.889628410339355,-11.827986717224121
die fahrgäste feiern den geburtstag des großvaters und denken an blumen im garten,-10.400422096252441,-9.829429626464844,-8.988682746887207,-12.419875144958496,-13.156554222106934,-9.999761581420898
der fahrgast feiert den geburtstag des großvaters und denken an blumen im garten,-11.459052085876465,-10.842565536499023,-11.929387092590332,-12.46711540222168,-14.82823657989502,-11.882883071899414
der fahrgast feiert den geburtstag des großvaters und spricht über das abendessen,-10.762615203857422,-11.563359260559082,-11.373991966247559,-10.668350219726562,-9.421927452087402,-9.37802505493164
die fahrgäste feiern den geburtstag des großvaters und spricht über das abendessen,-10.934425354003906,-12.785881996154785,-11.87673568725586,-12.433013916015625,-10.703936576843262,-12.33426284790039
die fahrgäste feiern den geburtstag des großvaters und sprechen über das abendessen,-12.269469261169434,-12.69383430480957,-12.836311340332031,-10.926530838012695,-9.783775329589844,-8.873666763305664
der fahrgast feiert den geburtstag des großvaters und sprechen über das abendessen,-13.125736236572266,-14.239748001098633,-15.73941707611084,-11.477280616760254,-12.133152961730957,-11.450809478759766
der fahrgast feiert den geburtstag des großvaters und arbeitet an einem projekt,-9.95154857635498,-9.807008743286133,-10.84007453918457,-10.059197425842285,-9.812226295471191,-10.127657890319824
die fahrgäste feiern den geburtstag des großvaters und arbeitet an einem projekt,-9.716411590576172,-10.424555778503418,-10.953940391540527,-10.888798713684082,-11.012836456298828,-10.567541122436523
die fahrgäste feiern den geburtstag des großvaters und arbeiten an einem projekt,-9.537227630615234,-9.388487815856934,-10.444071769714355,-11.143911361694336,-11.394708633422852,-9.09982967376709
der fahrgast feiert den geburtstag des großvaters und arbeiten an einem projekt,-10.721884727478027,-10.346076011657715,-11.7952299118042,-12.76524829864502,-13.749387741088867,-12.234206199645996
der fahrgast feiert den geburtstag des großvaters und liegt auf dem boden,-10.965458869934082,-10.59139633178711,-9.944676399230957,-6.921513557434082,-6.016448974609375,-5.437551498413086
die fahrgäste feiern den geburtstag des großvaters und liegt auf dem boden,-10.841118812561035,-11.662281036376953,-10.147056579589844,-8.92617130279541,-8.785659790039062,-8.920853614807129
die fahrgäste feiern den geburtstag des großvaters und liegen auf dem boden,-10.282366752624512,-12.137090682983398,-10.35447883605957,-7.940657615661621,-8.092535018920898,-8.484367370605469
der fahrgast feiert den geburtstag des großvaters und liegen auf dem boden,-12.044109344482422,-12.523148536682129,-12.276788711547852,-11.502986907958984,-12.193187713623047,-10.908188819885254
der fahrgast verschwindet im nebel und denkt an blumen im garten,-5.303394794464111,-5.182919025421143,-4.59434700012207,-11.799604415893555,-16.66509199142456,-13.538568496704102
die fahrgäste verschwinden im nebel und denkt an blumen im garten,-9.238433837890625,-9.534917831420898,-6.041624546051025,-12.296700954437256,-17.16531801223755,-13.542199611663818
die fahrgäste verschwinden im nebel und denken an blumen im garten,-9.177597045898438,-10.352364540100098,-9.868425369262695,-11.076062202453613,-10.173662185668945,-11.227224349975586
der fahrgast verschwindet im nebel und denken an blumen im garten,-10.295650482177734,-9.998672485351562,-10.80215835571289,-12.313294410705566,-11.890641212463379,-12.99754810333252
der fahrgast verschwindet im nebel und spricht über das abendessen,-8.160686492919922,-9.464933395385742,-10.138725280761719,-10.421502113342285,-8.77050495147705,-8.154666900634766
die fahrgäste verschwinden im nebel und spricht über das abendessen,-11.046588897705078,-13.19927978515625,-11.653990745544434,-12.229555130004883,-10.70568561553955,-11.170222282409668
die fahrgäste verschwinden im nebel und sprechen über das abendessen,-10.75633716583252,-12.576394081115723,-12.851985931396484,-11.328727722167969,-11.06631088256836,-10.830244064331055
der fahrgast verschwindet im nebel und sprechen über das abendessen,-14.755717277526855,-12.958329200744629,-14.371342658996582,-13.468050003051758,-12.295802116394043,-13.419437408447266
der fahrgast verschwindet im nebel und arbeitet an einem projekt,-7.640555381774902,-8.255922317504883,-8.568941116333008,-9.60493278503418,-8.832207679748535,-10.820343017578125
die fahrgäste verschwinden im nebel und arbeitet an einem projekt,-9.449838638305664,-10.44883918762207,-8.974519729614258,-11.116035461425781,-9.18266773223877,-11.261276245117188
die fahrgäste verschwinden im nebel und arbeiten an einem projekt,-10.239705085754395,-9.253059387207031,-9.676321029663086,-11.258368492126465,-10.214605331420898,-10.40274715423584
der fahrgast verschwindet im nebel und arbeiten an einem projekt,-11.020223617553711,-10.204689979553223,-10.927776336669922,-12.926856994628906,-12.077362060546875,-13.333441734313965
der fahrgast verschwindet im nebel und liegt auf dem boden,-8.210329055786133,-7.538705348968506,-7.701358795166016,-5.554255485534668,-4.289488792419434,-4.950113773345947
die fahrgäste verschwinden im nebel und liegt auf dem boden,-11.76572322845459,-10.825315475463867,-9.453800201416016,-8.415842056274414,-7.363527774810791,-8.484846115112305
die fahrgäste verschwinden im nebel und liegen auf dem boden,-9.507796287536621,-10.470223426818848,-8.838590621948242,-6.15166711807251,-5.2523345947265625,-5.50766658782959
der fahrgast verschwindet im nebel und liegen auf dem boden,-10.528080940246582,-11.357100486755371,-10.623573303222656,-9.60171127319336,-7.68068790435791,-8.95006275177002
der fahrgast denkt an blumen im garten und spricht über das abendessen,-8.631014823913574,-9.69243335723877,-9.241387367248535,-11.486529350280762,-11.12076473236084,-12.434452056884766
die fahrgäste denken an blumen im garten und spricht über das abendessen,-10.985218048095703,-12.856337547302246,-11.067574501037598,-11.385504722595215,-11.306288719177246,-13.50845718383789
die fahrgäste denken an blumen im garten und sprechen über das abendessen,-8.785894393920898,-10.42126178741455,-11.876297950744629,-10.995906829833984,-11.433974266052246,-10.707993507385254
der fahrgast denkt an blumen im garten und sprechen über das abendessen,-10.985207557678223,-11.243395805358887,-13.246404647827148,-13.008695602416992,-13.75125503540039,-14.327935218811035
der fahrgast denkt an blumen im garten und arbeitet an einem projekt,-9.167520523071289,-9.517608642578125,-8.139159202575684,-11.541299819946289,-10.967342376708984,-11.590298652648926
die fahrgäste denken an blumen im garten und arbeitet an einem projekt,-10.463574409484863,-11.773614883422852,-8.775054931640625,-11.385794639587402,-10.833345413208008,-10.642693519592285
die fahrgäste denken an blumen im garten und arbeiten an einem projekt,-9.493619918823242,-9.143911361694336,-9.503167152404785,-11.333867073059082,-10.299417495727539,-8.582366943359375
