sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
die fahrgäste gegenüber dem matrosen flüchtet,-20.1541485786438,-16.449159622192383,-17.411916255950928,-11.346659183502197,-13.11272668838501,-19.17091178894043
der fahrgast gegenüber den matrosen flüchtet,-20.509206295013428,-16.604971885681152,-17.39775848388672,-11.465770244598389,-11.996542930603027,-14.666987419128418
die fahrgäste gegenüber den matrosen flüchtet,-20.366966247558594,-16.4122953414917,-17.455917358398438,-12.425512313842773,-13.087733268737793,-16.586965560913086
die fahrgäste gegenüber dem matrosen flüchten,-16.65076446533203,-18.729623794555664,-16.42005729675293,-12.620192050933838,-12.55125093460083,-15.692556381225586
der fahrgast gegenüber dem matrosen flüchten,-17.471498489379883,-18.913568019866943,-17.21098232269287,-15.060068130493164,-13.420299053192139,-16.48505687713623
die fahrgäste gegenüber den matrosen flüchten,-15.739679336547852,-18.13760805130005,-15.629945278167725,-12.615948677062988,-12.221514701843262,-12.634583473205566
der fahrgast gegenüber den matrosen flüchten,-16.709827423095703,-18.541605949401855,-16.504737854003906,-13.455440044403076,-12.26760196685791,-14.11706256866455
der fahrgast vor dem matrosen riecht,-12.319236755371094,-13.151188850402832,-12.825482368469238,-17.81803607940674,-13.09011459350586,-15.670672416687012
die fahrgäste vor dem matrosen riecht,-13.765066146850586,-12.761863708496094,-13.604348182678223,-18.48935317993164,-15.171706199645996,-19.35786724090576
der fahrgast vor den matrosen riecht,-12.620210647583008,-13.100058555603027,-11.78625202178955,-17.46433734893799,-12.60353946685791,-17.027791023254395
die fahrgäste vor den matrosen riecht,-13.885946273803711,-12.714190483093262,-12.829391479492188,-18.25757122039795,-15.080700874328613,-20.214879989624023
die fahrgäste vor dem matrosen riechen,-15.880908966064453,-12.143381118774414,-14.210861206054688,-15.013766288757324,-14.364140510559082,-16.198691368103027
der fahrgast vor dem matrosen riechen,-15.272233009338379,-13.382730484008789,-14.262847900390625,-15.543996810913086,-14.088885307312012,-17.005208015441895
die fahrgäste vor den matrosen riechen,-15.737350463867188,-11.148140907287598,-12.939759254455566,-12.944463729858398,-13.615409851074219,-16.173940658569336
der fahrgast vor den matrosen riechen,-14.946871757507324,-12.259552955627441,-12.57864761352539,-13.055472373962402,-13.10859489440918,-17.8221492767334
der fahrgast hinter dem matrosen riecht,-13.168046951293945,-12.727397918701172,-13.947603225708008,-17.07132339477539,-11.936676979064941,-14.478507041931152
die fahrgäste hinter dem matrosen riecht,-14.221406936645508,-12.899850845336914,-14.624197959899902,-17.46789264678955,-13.876974105834961,-17.10158634185791
der fahrgast hinter den matrosen riecht,-13.752986907958984,-12.870301246643066,-13.360145568847656,-17.074702262878418,-11.735133171081543,-16.2565860748291
die fahrgäste hinter den matrosen riecht,-14.70288372039795,-12.847505569458008,-14.20669174194336,-17.54153823852539,-14.186546325683594,-18.97796869277954
die fahrgäste hinter dem matrosen riechen,-15.598160743713379,-11.878175735473633,-14.435441970825195,-13.27770709991455,-13.621109962463379,-14.940351486206055
der fahrgast hinter dem matrosen riechen,-15.436713218688965,-12.999224662780762,-14.583808898925781,-14.428260803222656,-13.38923168182373,-15.812105178833008
die fahrgäste hinter den matrosen riechen,-15.64290714263916,-10.721787452697754,-13.540356636047363,-11.868000984191895,-13.14773941040039,-14.721694469451904
der fahrgast hinter den matrosen riechen,-15.30645751953125,-11.709800720214844,-13.361031532287598,-12.539091110229492,-12.534346580505371,-16.208227157592773
der fahrgast neben dem matrosen riecht,-13.461904525756836,-12.303936958312988,-13.515740394592285,-17.934478759765625,-11.901687622070312,-15.242414474487305
die fahrgäste neben dem matrosen riecht,-14.562301635742188,-12.33237075805664,-13.959850311279297,-17.99501132965088,-13.421730041503906,-17.91569423675537
der fahrgast neben den matrosen riecht,-14.393417358398438,-12.307600021362305,-12.963129043579102,-18.083179473876953,-11.921107292175293,-16.695927619934082
die fahrgäste neben den matrosen riecht,-15.241451263427734,-12.382326126098633,-13.698403358459473,-18.35720443725586,-13.77258014678955,-18.900041580200195
die fahrgäste neben dem matrosen riechen,-15.61427116394043,-11.46540355682373,-14.114192962646484,-14.578874588012695,-13.298416137695312,-16.482184410095215
der fahrgast neben dem matrosen riechen,-15.246498107910156,-12.323234558105469,-14.51440715789795,-15.470916748046875,-12.981121063232422,-16.85870933532715
die fahrgäste neben den matrosen riechen,-15.805816650390625,-10.388228416442871,-13.12244987487793,-13.092682838439941,-12.618218421936035,-15.72768497467041
der fahrgast neben den matrosen riechen,-15.428834915161133,-11.014178276062012,-13.185293197631836,-13.477202415466309,-12.059937477111816,-16.772465705871582
der fahrgast in der nähe von dem matrosen riecht,-12.747607231140137,-12.037134170532227,-13.277819633483887,-16.49309539794922,-14.483235359191895,-15.139740943908691
die fahrgäste in der nähe von dem matrosen riecht,-13.455259323120117,-11.929564476013184,-13.780675888061523,-16.27398681640625,-15.012062072753906,-17.220605850219727
der fahrgast in der nähe von den matrosen riecht,-13.284247398376465,-11.61424446105957,-12.714449882507324,-17.2583589553833,-13.86935806274414,-16.241344451904297
die fahrgäste in der nähe von den matrosen riecht,-13.98492431640625,-11.912139892578125,-13.410548210144043,-17.309273719787598,-15.101601600646973,-18.457151412963867
die fahrgäste in der nähe von dem matrosen riechen,-15.15995979309082,-9.73571491241455,-13.867074966430664,-13.538606643676758,-15.131946563720703,-18.192622184753418
der fahrgast in der nähe von dem matrosen riechen,-14.694042205810547,-10.88945198059082,-13.899275779724121,-14.529850006103516,-15.568614959716797,-18.52507448196411
die fahrgäste in der nähe von den matrosen riechen,-14.97655963897705,-8.079293251037598,-12.70383358001709,-12.64330768585205,-14.221454620361328,-18.41218090057373
der fahrgast in der nähe von den matrosen riechen,-14.384774208068848,-8.454587936401367,-12.250439643859863,-13.292234420776367,-14.080657005310059,-18.858986854553223
der fahrgast gegenüber dem matrosen riecht,-12.834823608398438,-12.485158920288086,-13.613546371459961,-17.309861183166504,-11.649219512939453,-15.252175331115723
die fahrgäste gegenüber dem matrosen riecht,-13.920493125915527,-12.135107040405273,-14.098968505859375,-17.494256019592285,-13.19735336303711,-18.00814723968506
der fahrgast gegenüber den matrosen riecht,-13.464519500732422,-12.391383171081543,-13.25146198272705,-17.285886764526367,-11.808320999145508,-17.01789951324463
die fahrgäste gegenüber den matrosen riecht,-14.344599723815918,-12.150074005126953,-13.766077041625977,-17.842531204223633,-14.011747360229492,-18.884276390075684
die fahrgäste gegenüber dem matrosen riechen,-15.524423599243164,-10.623390197753906,-14.491239547729492,-13.832174301147461,-12.458950996398926,-15.886722564697266
der fahrgast gegenüber dem matrosen riechen,-15.07166862487793,-12.336627006530762,-14.581626892089844,-14.999107360839844,-12.291813850402832,-16.64724636077881
die fahrgäste gegenüber den matrosen riechen,-15.531091690063477,-9.929372787475586,-13.507451057434082,-12.233214378356934,-12.430233001708984,-15.180044174194336
der fahrgast gegenüber den matrosen riechen,-15.07380485534668,-11.426870346069336,-13.5104398727417,-12.607343673706055,-11.700657844543457,-17.050223350524902
der fahrgast vor dem matrosen wandert,-14.946460723876953,-9.912637710571289,-12.865174293518066,-11.945369720458984,-8.758825302124023,-10.515059471130371
die fahrgäste vor dem matrosen wandert,-15.409387111663818,-10.52505874633789,-13.567623138427734,-13.695603370666504,-9.414434432983398,-13.790157318115234
der fahrgast vor den matrosen wandert,-14.347649574279785,-10.426791191101074,-13.667852401733398,-9.757415771484375,-7.829754829406738,-7.9733405113220215
die fahrgäste vor den matrosen wandert,-14.740174293518066,-11.437628746032715,-14.348678588867188,-12.008915901184082,-8.433094501495361,-10.667197227478027
die fahrgäste vor dem matrosen wandern,-9.136507987976074,-10.010765075683594,-10.69066333770752,-12.423367500305176,-9.951055526733398,-11.050790786743164
der fahrgast vor dem matrosen wandern,-9.523733139038086,-8.941658020019531,-11.081825256347656,-16.26783275604248,-13.105574607849121,-11.627763748168945
die fahrgäste vor den matrosen wandern,-8.77853775024414,-10.063032150268555,-10.360532760620117,-9.20443344116211,-8.818592548370361,-7.548703193664551
der fahrgast vor den matrosen wandern,-8.991415023803711,-9.271817207336426,-11.440202713012695,-12.052538871765137,-11.67547607421875,-8.178536891937256
der fahrgast hinter dem matrosen wandert,-15.317756652832031,-10.252172470092773,-12.345253944396973,-11.464475631713867,-8.930967330932617,-10.087621688842773
die fahrgäste hinter dem matrosen wandert,-15.879050731658936,-10.753644943237305,-12.821452140808105,-13.030197143554688,-9.661649703979492,-13.352551460266113
der fahrgast hinter den matrosen wandert,-14.320785522460938,-10.654684066772461,-12.516937255859375,-9.655970573425293,-7.964640140533447,-8.489436149597168
die fahrgäste hinter den matrosen wandert,-14.753734588623047,-11.683374404907227,-13.514650344848633,-11.875092506408691,-8.739845275878906,-10.9620943069458
die fahrgäste hinter dem matrosen wandern,-9.276741981506348,-9.693100929260254,-10.260515213012695,-11.319555282592773,-9.560766220092773,-10.238487243652344
der fahrgast hinter dem matrosen wandern,-9.498675346374512,-8.906189918518066,-10.855999946594238,-14.545578002929688,-12.670122146606445,-10.665014266967773
die fahrgäste hinter den matrosen wandern,-8.99412727355957,-9.921138763427734,-9.762328147888184,-8.925102233886719,-8.632352828979492,-7.0037641525268555
der fahrgast hinter den matrosen wandern,-9.125467300415039,-9.428682327270508,-10.826665878295898,-10.890665054321289,-11.333995342254639,-7.545976638793945
der fahrgast neben dem matrosen wandert,-15.825158596038818,-10.555482864379883,-12.44232177734375,-13.070765495300293,-9.003334045410156,-11.62594223022461
die fahrgäste neben dem matrosen wandert,-16.50252914428711,-11.02880859375,-12.944635391235352,-14.882499694824219,-10.301708221435547,-14.375893592834473
der fahrgast neben den matrosen wandert,-14.658442497253418,-10.717625617980957,-12.506470680236816,-11.572098731994629,-8.150851726531982,-8.461608409881592
die fahrgäste neben den matrosen wandert,-15.217776775360107,-11.574873924255371,-13.273945808410645,-13.397022247314453,-9.596226692199707,-10.46454906463623
die fahrgäste neben dem matrosen wandern,-9.237150192260742,-10.202493667602539,-10.407686233520508,-12.075136184692383,-10.255607604980469,-12.238860130310059
der fahrgast neben dem matrosen wandern,-9.375818252563477,-9.282170295715332,-10.967299461364746,-13.482114791870117,-12.721541404724121,-12.076461791992188
die fahrgäste neben den matrosen wandern,-8.82862663269043,-10.44336986541748,-9.939099311828613,-9.4778470993042,-9.388989448547363,-7.58254337310791
der fahrgast neben den matrosen wandern,-8.853296279907227,-9.783387184143066,-10.982227325439453,-10.496071815490723,-11.455947399139404,-7.813772678375244
der fahrgast in der nähe von dem matrosen wandert,-14.878520965576172,-9.617385864257812,-14.664634227752686,-11.620912551879883,-10.258673667907715,-12.5267915725708
die fahrgäste in der nähe von dem matrosen wandert,-15.773115634918213,-10.293304443359375,-15.138091564178467,-13.25711727142334,-10.375749588012695,-15.409394264221191
der fahrgast in der nähe von den matrosen wandert,-14.178192138671875,-11.489839553833008,-14.9248628616333,-10.428330421447754,-8.23394250869751,-9.731151580810547
die fahrgäste in der nähe von den matrosen wandert,-14.963744640350342,-12.458329200744629,-15.540629863739014,-12.183601379394531,-8.474075317382812,-12.313109874725342
die fahrgäste in der nähe von dem matrosen wandern,-9.217844009399414,-8.970130920410156,-9.824602127075195,-11.663776397705078,-11.068999290466309,-12.775650978088379
der fahrgast in der nähe von dem matrosen wandern,-9.150079727172852,-8.099320411682129,-10.1857271194458,-13.961673736572266,-13.594747543334961,-12.850041389465332
die fahrgäste in der nähe von den matrosen wandern,-8.476600646972656,-9.102091789245605,-9.810888290405273,-9.696207046508789,-8.898361206054688,-9.513004779815674
der fahrgast in der nähe von den matrosen wandern,-8.47713851928711,-8.461963653564453,-10.275407791137695,-11.494568824768066,-11.477186679840088,-9.656478881835938
der fahrgast gegenüber dem matrosen wandert,-14.66072940826416,-10.086581230163574,-11.588130950927734,-11.85343074798584,-8.661056518554688,-11.558740615844727
die fahrgäste gegenüber dem matrosen wandert,-15.352518081665039,-10.237834930419922,-12.195472717285156,-13.335596084594727,-9.494548797607422,-15.012796401977539
der fahrgast gegenüber den matrosen wandert,-13.666138648986816,-10.080822944641113,-11.680144309997559,-10.070372581481934,-7.727993965148926,-8.713326454162598
die fahrgäste gegenüber den matrosen wandert,-14.210405349731445,-10.72049331665039,-12.385799407958984,-12.238204956054688,-8.65093183517456,-11.135249137878418
die fahrgäste gegenüber dem matrosen wandern,-8.771990776062012,-9.079774856567383,-11.045214653015137,-11.323540687561035,-9.462583541870117,-11.861138343811035
der fahrgast gegenüber dem matrosen wandern,-9.236173629760742,-8.589404106140137,-11.419084548950195,-14.8645658493042,-12.589646339416504,-11.992932319641113
die fahrgäste gegenüber den matrosen wandern,-8.534611701965332,-8.946391105651855,-10.848106384277344,-8.927178382873535,-8.516894817352295,-7.618485450744629
der fahrgast gegenüber den matrosen wandern,-8.992576599121094,-8.573305130004883,-11.781121253967285,-11.138102531433105,-11.320157051086426,-8.211846351623535
der fahrgast vor dem matrosen feiert,-9.25529670715332,-9.239788055419922,-8.537176132202148,-9.106532096862793,-13.80948543548584,-14.71999740600586
die fahrgäste vor dem matrosen feiert,-10.07087516784668,-10.017058372497559,-9.28664493560791,-11.428115844726562,-14.764192581176758,-15.225570678710938
der fahrgast vor den matrosen feiert,-10.803596496582031,-9.32595443725586,-9.560724258422852,-8.453969955444336,-12.348342895507812,-10.25108814239502
die fahrgäste vor den matrosen feiert,-11.704235076904297,-10.530656814575195,-10.374796867370605,-10.476129531860352,-13.026036262512207,-10.960610389709473
die fahrgäste vor dem matrosen feiern,-8.339860916137695,-10.435111045837402,-10.11083698272705,-13.185803413391113,-14.05301570892334,-14.216541290283203
der fahrgast vor dem matrosen feiern,-8.869255065917969,-11.69248104095459,-10.401191711425781,-14.086141586303711,-15.815150260925293,-15.640405654907227
die fahrgäste vor den matrosen feiern,-9.232483863830566,-11.508891105651855,-10.05931568145752,-12.345169067382812,-13.346785068511963,-11.906685829162598
der fahrgast vor den matrosen feiern,-9.768742561340332,-12.134730339050293,-10.885152816772461,-13.001041889190674,-14.308226585388184,-14.308424949645996
der fahrgast hinter dem matrosen feiert,-10.136750221252441,-9.65753173828125,-8.784581184387207,-9.614385604858398,-14.422286987304688,-13.896186828613281
die fahrgäste hinter dem matrosen feiert,-10.86452865600586,-10.892837524414062,-9.302770614624023,-11.587067604064941,-15.147106170654297,-14.922622680664062
der fahrgast hinter den matrosen feiert,-11.806903839111328,-10.189223289489746,-9.842564582824707,-8.845948219299316,-13.328243255615234,-10.16819953918457
die fahrgäste hinter den matrosen feiert,-12.471391677856445,-11.673637390136719,-10.698240280151367,-10.709763526916504,-14.181408882141113,-10.928265571594238
die fahrgäste hinter dem matrosen feiern,-9.31370735168457,-10.09311580657959,-10.05256462097168,-13.301887512207031,-14.043805122375488,-14.305850982666016
der fahrgast hinter dem matrosen feiern,-9.803386688232422,-11.640990257263184,-10.629706382751465,-14.489341259002686,-15.882458686828613,-15.569234371185303
die fahrgäste hinter den matrosen feiern,-10.090457916259766,-11.629796028137207,-9.938338279724121,-12.336342334747314,-13.666071891784668,-12.089432716369629
der fahrgast hinter den matrosen feiern,-10.766468048095703,-12.396915435791016,-10.88078498840332,-13.174304485321045,-14.524370193481445,-14.382039070129395
der fahrgast neben dem matrosen feiert,-9.879898071289062,-9.786633491516113,-8.499183654785156,-9.380170822143555,-14.033872604370117,-14.242324829101562
die fahrgäste neben dem matrosen feiert,-10.717150688171387,-10.991959571838379,-9.049921989440918,-11.336687088012695,-14.881628036499023,-15.443826675415039
der fahrgast neben den matrosen feiert,-11.392129898071289,-10.291107177734375,-9.329200744628906,-8.716114044189453,-13.06645679473877,-9.587785720825195
die fahrgäste neben den matrosen feiert,-12.184611320495605,-11.789590835571289,-10.17587661743164,-10.469986915588379,-14.050582885742188,-10.519535064697266
die fahrgäste neben dem matrosen feiern,-8.82381820678711,-10.182100296020508,-9.816734313964844,-14.107779502868652,-15.238445281982422,-14.684061050415039
der fahrgast neben dem matrosen feiern,-9.370061874389648,-11.365652084350586,-10.41897964477539,-15.130165100097656,-16.29704523086548,-15.027328491210938
die fahrgäste neben den matrosen feiern,-9.488460540771484,-11.581263542175293,-9.603025436401367,-13.35573959350586,-14.321883201599121,-11.867916584014893
der fahrgast neben den matrosen feiern,-10.183124542236328,-12.133943557739258,-10.572868347167969,-13.959031581878662,-14.925559997558594,-13.293898582458496
der fahrgast in der nähe von dem matrosen feiert,-10.134561538696289,-8.834900856018066,-9.781222343444824,-8.687047958374023,-15.560564994812012,-15.951370239257812
die fahrgäste in der nähe von dem matrosen feiert,-10.91666030883789,-9.948722839355469,-10.151209831237793,-10.888339042663574,-16.048819541931152,-16.070029258728027
