sentence,de_childes_best_clm_42,de_childes_best_clm_30,de_childes_best_clm_13,de_wikipedia_best_clm_42,de_wikipedia_best_clm_30,de_wikipedia_best_clm_13
die kleinkinder verschwindet,-13.816644668579102,-13.419696807861328,-11.772040367126465,-12.322783470153809,-14.279960632324219,-14.494691371917725
die kleinkinder verschwinden,-12.550406455993652,-13.801355361938477,-12.592341423034668,-9.54587459564209,-11.479448318481445,-10.459173679351807
das kleinkind verschwinden,-16.563560485839844,-15.703869819641113,-16.4573392868042,-17.58803939819336,-12.532522201538086,-14.706165313720703
das kleinkind denkt,-9.604491233825684,-9.585824012756348,-10.292208671569824,-16.811389923095703,-15.47791051864624,-17.004435539245605
die kleinkinder denkt,-10.673331260681152,-9.857325553894043,-9.420364379882812,-12.786905765533447,-12.176507949829102,-12.719397068023682
die kleinkinder denken,-10.124160766601562,-8.072368621826172,-10.523628234863281,-11.253669738769531,-13.192750930786133,-12.740251541137695
das kleinkind denken,-12.33310317993164,-12.662347793579102,-13.0040283203125,-16.855825424194336,-14.156105041503906,-15.355978012084961
das kleinkind spricht,-8.956363677978516,-7.571385860443115,-9.715838432312012,-12.762297630310059,-12.516667366027832,-13.704644203186035
die kleinkinder spricht,-10.200227737426758,-9.836384773254395,-9.065361976623535,-13.86830997467041,-11.618365287780762,-10.386077880859375
die kleinkinder sprechen,-7.920599460601807,-8.502456665039062,-8.997122764587402,-9.130617141723633,-9.910076141357422,-10.285844802856445
das kleinkind sprechen,-10.736417770385742,-12.325268745422363,-12.333893775939941,-14.778260231018066,-16.071924209594727,-15.972417831420898
das kleinkind arbeitet,-10.358465194702148,-9.939044952392578,-10.436671257019043,-13.368589401245117,-11.45122241973877,-15.471263885498047
die kleinkinder arbeitet,-10.812113761901855,-10.294276237487793,-8.715593338012695,-9.798412322998047,-8.672338962554932,-10.516302108764648
die kleinkinder arbeiten,-9.929245948791504,-7.791900634765625,-6.273924827575684,-7.377389907836914,-8.897957801818848,-9.33818531036377
das kleinkind arbeiten,-15.37495231628418,-14.153213500976562,-10.43743896484375,-16.381061553955078,-13.728277206420898,-12.442913055419922
das kleinkind liegt,-8.382281303405762,-7.124328136444092,-6.506065845489502,-12.519487380981445,-9.222339630126953,-13.080177307128906
die kleinkinder liegt,-9.981788635253906,-7.855250835418701,-7.9012932777404785,-10.545036315917969,-11.714743614196777,-12.514113426208496
die kleinkinder liegen,-7.681353569030762,-5.912472248077393,-6.719423294067383,-7.07086181640625,-7.337650299072266,-7.784600257873535
das kleinkind liegen,-12.718894958496094,-11.82224178314209,-10.75734806060791,-12.172033309936523,-11.522981643676758,-10.038026809692383
der zwilling schaukelt,-7.882629871368408,-9.525538444519043,-9.653325080871582,-26.77642059326172,-34.46479272842407,-24.1852388381958
die zwillinge schaukelt,-12.952295303344727,-12.345343589782715,-8.360018730163574,-28.392382621765137,-30.677913188934326,-22.947324752807617
die zwillinge schaukeln,-11.772538185119629,-9.638028144836426,-7.370009422302246,-28.61685848236084,-27.670178413391113,-25.598530769348145
der zwilling schaukeln,-12.476749420166016,-11.819697380065918,-9.636141777038574,-34.53675603866577,-36.830018043518066,-29.63789987564087
der zwilling flüchtet,-17.80200958251953,-15.417484760284424,-18.97054147720337,-14.610270500183105,-17.698596954345703,-13.628755569458008
die zwillinge flüchtet,-17.56914520263672,-17.65836477279663,-20.11909008026123,-16.335583209991455,-14.713440895080566,-14.475806713104248
die zwillinge flüchten,-15.01387882232666,-17.475785732269287,-17.642000198364258,-14.844272136688232,-13.25948429107666,-11.296080112457275
der zwilling flüchten,-17.39590549468994,-14.392551898956299,-19.399924278259277,-18.913945198059082,-21.119144439697266,-15.172357559204102
der zwilling riecht,-9.907955169677734,-10.603034973144531,-9.460562705993652,-17.2085542678833,-17.20108985900879,-13.409933090209961
die zwillinge riecht,-13.203091621398926,-12.194024085998535,-8.713153839111328,-18.324373245239258,-12.86223030090332,-16.59230136871338
die zwillinge riechen,-10.978530883789062,-8.64544677734375,-8.072225570678711,-10.865730285644531,-10.027661323547363,-13.319377899169922
der zwilling riechen,-14.117809295654297,-13.002785682678223,-11.490407943725586,-13.241111755371094,-16.524895668029785,-15.946771621704102
der zwilling wandert,-15.473343849182129,-14.941984176635742,-14.217731475830078,-10.24788761138916,-13.632756233215332,-13.193283081054688
die zwillinge wandert,-17.334287643432617,-13.517398834228516,-15.861916542053223,-12.642318725585938,-12.279221534729004,-13.840554237365723
die zwillinge wandern,-10.284418106079102,-10.407947540283203,-9.043831825256348,-9.038505554199219,-9.738273620605469,-10.884737968444824
der zwilling wandern,-12.179607391357422,-13.389047622680664,-10.74228572845459,-14.019232749938965,-15.255916595458984,-15.014426231384277
der zwilling feiert,-9.893694877624512,-13.094209671020508,-10.139555931091309,-8.669238090515137,-17.05073356628418,-11.463634490966797
die zwillinge feiert,-11.72541332244873,-11.865143775939941,-10.143377304077148,-12.071669578552246,-14.371654510498047,-12.261022567749023
die zwillinge feiern,-9.024850845336914,-9.938746452331543,-8.814695358276367,-10.725592136383057,-14.06516408920288,-11.125772476196289
der zwilling feiern,-9.665289878845215,-11.15552806854248,-10.453645706176758,-14.470273494720459,-18.420374870300293,-12.508880138397217
der zwilling verschwindet,-11.24337100982666,-9.824641227722168,-11.788179397583008,-11.958311080932617,-14.1257905960083,-11.285110473632812
die zwillinge verschwindet,-13.568113327026367,-12.042951583862305,-10.863118171691895,-11.561959266662598,-11.635168552398682,-14.612436294555664
die zwillinge verschwinden,-13.020824432373047,-13.126876831054688,-11.019088745117188,-9.862870216369629,-9.07672643661499,-11.444558143615723
der zwilling verschwinden,-13.199199676513672,-12.328206062316895,-14.44303035736084,-14.594178199768066,-16.144054412841797,-13.781689643859863
der zwilling denkt,-9.866765975952148,-8.134883880615234,-10.047435760498047,-11.933082580566406,-15.76002311706543,-13.017644882202148
die zwillinge denkt,-10.60149097442627,-10.191675186157227,-10.396906852722168,-13.035215854644775,-15.5592942237854,-14.244377613067627
die zwillinge denken,-8.731267929077148,-8.0201416015625,-11.553533554077148,-11.687033653259277,-13.221725463867188,-14.10138988494873
der zwilling denken,-12.012715339660645,-9.938889503479004,-10.585481643676758,-15.046435356140137,-17.362167358398438,-16.930208206176758
der zwilling spricht,-9.747077941894531,-10.200878143310547,-11.171626091003418,-9.337450981140137,-10.047545433044434,-7.096534729003906
die zwillinge spricht,-11.572624206542969,-10.66075325012207,-10.381735801696777,-12.891106605529785,-10.682499885559082,-12.022049903869629
die zwillinge sprechen,-12.981545448303223,-10.221735954284668,-8.014347076416016,-9.758689880371094,-10.301700592041016,-9.304956436157227
der zwilling sprechen,-13.222688674926758,-11.681364059448242,-9.312030792236328,-14.845681190490723,-15.094329833984375,-12.507364273071289
der zwilling arbeitet,-9.922073364257812,-9.842391014099121,-8.446158409118652,-9.827054023742676,-12.602424621582031,-9.122688293457031
die zwillinge arbeitet,-13.091348648071289,-11.611074447631836,-9.630950927734375,-10.606019973754883,-9.679923057556152,-13.889942169189453
die zwillinge arbeiten,-8.624435424804688,-7.929696083068848,-7.113839149475098,-8.246411323547363,-10.440770149230957,-9.745946884155273
der zwilling arbeiten,-11.432398796081543,-12.15812873840332,-8.984541893005371,-12.053703308105469,-15.124897956848145,-11.415557861328125
der zwilling liegt,-7.475525856018066,-6.759487152099609,-9.24323844909668,-6.639096736907959,-8.7608642578125,-6.355618000030518
die zwillinge liegt,-12.402276039123535,-8.211774826049805,-8.355485916137695,-9.712373733520508,-8.46838665008545,-10.9696626663208
die zwillinge liegen,-9.17093276977539,-5.353492736816406,-8.8853759765625,-4.322866916656494,-4.9337568283081055,-4.466841697692871
der zwilling liegen,-11.515787124633789,-9.15300178527832,-10.705869674682617,-9.028985977172852,-13.807171821594238,-10.344867706298828
der polizist schaukelt,-7.383263111114502,-8.31799602508545,-7.267129898071289,-24.31062889099121,-28.653249740600586,-24.260896682739258
die polizisten schaukelt,-9.572295188903809,-8.467352867126465,-11.481472969055176,-25.621995449066162,-29.122413158416748,-25.901573657989502
die polizisten schaukeln,-9.318204879760742,-7.629624366760254,-7.827040672302246,-26.647725105285645,-28.61177349090576,-24.621355056762695
der polizist schaukeln,-16.24496078491211,-14.388200759887695,-13.729806900024414,-28.454763889312744,-32.329883098602295,-27.396342277526855
der polizist flüchtet,-17.526147842407227,-16.970967292785645,-17.703256607055664,-13.845927238464355,-14.208789825439453,-15.315547466278076
die polizisten flüchtet,-17.896172523498535,-15.244780540466309,-17.150747299194336,-17.44089984893799,-13.323934555053711,-19.87824821472168
die polizisten flüchten,-14.379343032836914,-15.820942878723145,-15.948715209960938,-12.085504531860352,-9.88459587097168,-12.26546573638916
der polizist flüchten,-19.11531162261963,-20.82538366317749,-20.661964416503906,-18.372377395629883,-16.99609088897705,-16.249510288238525
der polizist riecht,-10.739192008972168,-10.211484909057617,-9.022153854370117,-18.242554664611816,-13.031545639038086,-10.909677505493164
die polizisten riecht,-13.2857666015625,-12.647286415100098,-12.695663452148438,-25.41676139831543,-19.099872589111328,-22.534826278686523
die polizisten riechen,-11.55774974822998,-13.234345436096191,-9.854365348815918,-17.0557804107666,-17.312560081481934,-19.05535316467285
der polizist riechen,-18.31765365600586,-14.462587356567383,-15.59328842163086,-14.28476333618164,-14.024285316467285,-13.525213241577148
der polizist wandert,-15.949143409729004,-17.042662620544434,-13.4352388381958,-13.600992202758789,-13.536605834960938,-11.509142875671387
die polizisten wandert,-14.734333992004395,-13.628302574157715,-11.199991226196289,-19.71473217010498,-18.39289951324463,-17.980582237243652
die polizisten wandern,-11.838294982910156,-11.233353614807129,-9.885412216186523,-14.56219482421875,-15.619583129882812,-14.36281681060791
der polizist wandern,-15.860394477844238,-15.860705375671387,-14.972021102905273,-17.368183135986328,-16.21377182006836,-13.271299362182617
der polizist feiert,-14.057767868041992,-11.859926223754883,-11.832381248474121,-12.81260871887207,-12.586708068847656,-10.491920471191406
die polizisten feiert,-12.87267780303955,-12.862059593200684,-12.030837059020996,-14.603838920593262,-15.008672714233398,-13.649046897888184
die polizisten feiern,-10.890676498413086,-11.351672172546387,-11.190396308898926,-9.723356246948242,-9.591509819030762,-9.764245510101318
der polizist feiern,-14.58708667755127,-13.845151901245117,-13.63665771484375,-12.512988567352295,-15.627721309661865,-10.471750259399414
der polizist verschwindet,-9.58321762084961,-9.999157905578613,-10.525527954101562,-12.157966613769531,-14.460528373718262,-11.775471687316895
die polizisten verschwindet,-11.637771606445312,-12.006631851196289,-10.592490196228027,-14.690319538116455,-16.33196449279785,-17.62869358062744
die polizisten verschwinden,-13.134454727172852,-12.609768867492676,-11.280976295471191,-10.533725261688232,-11.716740608215332,-11.385937690734863
der polizist verschwinden,-14.51081657409668,-15.043170928955078,-15.110298156738281,-14.301297187805176,-15.64586353302002,-13.570562362670898
der polizist denkt,-9.01977825164795,-6.547708988189697,-7.736054420471191,-10.956764221191406,-10.1639986038208,-12.292478561401367
die polizisten denkt,-8.211662292480469,-9.469464302062988,-9.64709186553955,-13.268592357635498,-13.026685237884521,-13.014781475067139
die polizisten denken,-10.535143852233887,-9.701833724975586,-10.812646865844727,-10.9413480758667,-11.95516300201416,-11.248957633972168
der polizist denken,-15.180068969726562,-11.004986763000488,-13.252366065979004,-15.293408393859863,-13.954606056213379,-12.243913650512695
der polizist spricht,-9.913996696472168,-7.717466354370117,-7.036496162414551,-8.154170036315918,-9.108699798583984,-9.04317855834961
die polizisten spricht,-9.322099685668945,-8.961353302001953,-10.23544979095459,-12.59054946899414,-12.626577377319336,-13.339570999145508
die polizisten sprechen,-8.667227745056152,-9.039571762084961,-7.5506391525268555,-8.037050247192383,-9.64015007019043,-10.341462135314941
der polizist sprechen,-14.82193374633789,-13.315524101257324,-13.963438034057617,-13.129037857055664,-12.423824310302734,-12.299538612365723
der polizist arbeitet,-8.646171569824219,-9.046256065368652,-7.173209190368652,-9.021690368652344,-9.43432903289795,-8.62889289855957
die polizisten arbeitet,-10.982630729675293,-11.787100791931152,-12.457734107971191,-15.056904792785645,-12.680071830749512,-15.46802806854248
die polizisten arbeiten,-9.434179306030273,-7.904228210449219,-7.7116241455078125,-8.371620178222656,-7.788824081420898,-8.064277648925781
der polizist arbeiten,-13.385865211486816,-13.680190086364746,-13.340551376342773,-10.716246604919434,-10.962555885314941,-9.109334945678711
der polizist liegt,-7.53256893157959,-6.687361717224121,-5.970264911651611,-7.912259101867676,-7.565188407897949,-11.167628288269043
die polizisten liegt,-8.346254348754883,-8.251574516296387,-7.9517011642456055,-13.511394500732422,-11.756678581237793,-12.040369987487793
die polizisten liegen,-5.784571170806885,-8.207381248474121,-6.883930683135986,-7.68551778793335,-7.753326416015625,-6.496190547943115
der polizist liegen,-12.927043914794922,-13.134387016296387,-11.871699333190918,-11.529579162597656,-13.24015998840332,-14.538440704345703
der kunde schaukelt,-11.327014923095703,-11.845291137695312,-11.030583381652832,-24.434231758117676,-26.794065952301025,-24.123816967010498
die kunden schaukelt,-13.253368377685547,-15.204442977905273,-12.49513053894043,-29.81641674041748,-28.647421836853027,-25.80768918991089
die kunden schaukeln,-12.62784481048584,-13.626108169555664,-9.00162124633789,-30.269124031066895,-29.176837921142578,-26.06025981903076
der kunde schaukeln,-15.928754806518555,-14.284130096435547,-11.81433391571045,-29.98889446258545,-33.249435901641846,-28.445545196533203
der kunde flüchtet,-17.81879425048828,-14.889881134033203,-17.20490074157715,-12.51509428024292,-12.727710723876953,-14.538788795471191
die kunden flüchtet,-16.21578884124756,-16.48887348175049,-18.485056400299072,-16.095734119415283,-13.28407096862793,-17.983913898468018
die kunden flüchten,-13.10144329071045,-16.992271423339844,-16.30324649810791,-14.298859119415283,-10.247488021850586,-11.772619724273682
der kunde flüchten,-17.62049674987793,-17.18526792526245,-17.666061401367188,-17.6385817527771,-16.183119773864746,-15.779287338256836
der kunde riecht,-8.770639419555664,-8.059364318847656,-10.667994499206543,-15.91817569732666,-13.627472877502441,-16.89424419403076
die kunden riecht,-13.64928150177002,-15.394110679626465,-13.150043487548828,-20.56718921661377,-15.649494171142578,-21.945855140686035
die kunden riechen,-9.814497947692871,-12.495377540588379,-12.476274490356445,-13.233213424682617,-15.233933448791504,-17.11769390106201
der kunde riechen,-14.74782943725586,-11.117920875549316,-13.529504776000977,-11.966702461242676,-14.888632774353027,-17.85170078277588
der kunde wandert,-15.2738618850708,-12.770759582519531,-11.785301208496094,-11.411140441894531,-9.90601634979248,-10.99535083770752
die kunden wandert,-15.17146110534668,-11.492104530334473,-12.394997596740723,-13.354921340942383,-15.344831466674805,-16.55388832092285
die kunden wandern,-10.934159278869629,-9.551403999328613,-10.980483055114746,-9.761016845703125,-12.419981956481934,-12.659221649169922
der kunde wandern,-14.536489486694336,-11.814434051513672,-10.253534317016602,-14.100404739379883,-12.425116539001465,-12.247291564941406
der kunde feiert,-11.970001220703125,-9.705219268798828,-9.113602638244629,-9.883129119873047,-13.27580451965332,-11.106331825256348
die kunden feiert,-13.202757835388184,-12.239886283874512,-12.20945930480957,-12.389674186706543,-13.606006622314453,-14.377079010009766
die kunden feiern,-8.511836051940918,-9.55417537689209,-8.235753059387207,-12.234999656677246,-10.681447505950928,-11.704726219177246
der kunde feiern,-13.328757286071777,-11.222915649414062,-8.000279426574707,-13.965441703796387,-16.128579139709473,-12.361550331115723
der kunde verschwindet,-9.500514030456543,-7.764125347137451,-7.557243824005127,-7.93714714050293,-11.122804641723633,-11.634419441223145
die kunden verschwindet,-11.790696144104004,-11.090947151184082,-11.927108764648438,-12.744085311889648,-15.300311088562012,-17.03945255279541
die kunden verschwinden,-12.963724136352539,-11.563530921936035,-11.12537670135498,-9.379679679870605,-10.602853775024414,-12.133593559265137
der kunde verschwinden,-11.314537048339844,-10.395463466644287,-8.596496105194092,-9.744614601135254,-13.400400161743164,-13.684159278869629
der kunde denkt,-10.049947738647461,-7.158938407897949,-7.837185859680176,-10.859909057617188,-10.632070064544678,-12.023653030395508
die kunden denkt,-9.357501029968262,-13.224227905273438,-9.614522933959961,-15.820784091949463,-15.053606986999512,-12.488241195678711
die kunden denken,-10.383317947387695,-9.604920387268066,-10.699673652648926,-10.909780502319336,-14.090492248535156,-12.394218444824219
der kunde denken,-15.208499908447266,-11.458783149719238,-8.798507690429688,-13.82080078125,-13.96336555480957,-15.726086616516113
der kunde spricht,-10.562093734741211,-9.1643648147583,-10.473701477050781,-9.524092674255371,-6.5437235832214355,-7.146056175231934
die kunden spricht,-12.497359275817871,-11.554485321044922,-11.636136054992676,-14.29716682434082,-11.40760326385498,-13.235335350036621
die kunden sprechen,-11.963446617126465,-10.849900245666504,-8.958900451660156,-9.126121520996094,-11.481405258178711,-9.792755126953125
der kunde sprechen,-14.51071834564209,-11.975348472595215,-10.445578575134277,-15.203804016113281,-12.046971321105957,-12.422176361083984
der kunde arbeitet,-7.947498321533203,-10.282393455505371,-10.0109224319458,-8.098394393920898,-10.164274215698242,-9.732244491577148
die kunden arbeitet,-12.519200325012207,-13.347735404968262,-13.731383323669434,-13.432063102722168,-12.659830093383789,-14.7936429977417
die kunden arbeiten,-10.86974048614502,-9.194149017333984,-7.008162498474121,-9.9796781539917,-7.823030471801758,-7.991966247558594
der kunde arbeiten,-12.759382247924805,-13.093929290771484,-9.574544906616211,-10.32298755645752,-11.356086730957031,-13.841733932495117
der kunde liegt,-5.353487014770508,-5.020684242248535,-7.048664093017578,-4.329754829406738,-5.3517746925354,-5.670068740844727
die kunden liegt,-9.994808197021484,-11.030327796936035,-8.098978996276855,-12.64833927154541,-12.258000373840332,-14.987244606018066
die kunden liegen,-6.219864368438721,-7.641141891479492,-6.162833213806152,-6.525034427642822,-7.34982967376709,-7.7828593254089355
der kunde liegen,-12.37260627746582,-8.940376281738281,-10.447909355163574,-6.4340901374816895,-6.822421073913574,-8.95587158203125
die schwester schaukelt,-9.93919563293457,-9.417778015136719,-9.8402099609375,-23.42882490158081,-23.297250270843506,-20.466272354125977
die schwestern schaukelt,-10.282747268676758,-12.648711204528809,-9.545348167419434,-27.109407901763916,-27.40964412689209,-23.913427352905273
die schwestern schaukeln,-9.323570251464844,-10.296753883361816,-8.952959060668945,-29.621868133544922,-25.14842700958252,-24.223712921142578
die schwester schaukeln,-16.416481018066406,-15.726968765258789,-12.61414623260498,-27.676589965820312,-26.002824783325195,-23.199973106384277
die schwester flüchtet,-16.744683265686035,-15.055700302124023,-17.89186382293701,-14.341464042663574,-17.171767234802246,-14.800271987915039
die schwestern flüchtet,-13.518531799316406,-15.135161399841309,-19.005233764648438,-14.120517253875732,-13.425229549407959,-16.729568004608154
die schwestern flüchten,-12.313294410705566,-17.010196685791016,-16.220158576965332,-14.297596454620361,-11.452866077423096,-11.84534502029419
die schwester flüchten,-17.33831787109375,-17.746397018432617,-19.239075660705566,-14.788993835449219,-14.135950088500977,-13.606473922729492
die schwester riecht,-9.467437744140625,-9.554858207702637,-10.176673889160156,-17.135272979736328,-15.772684097290039,-18.68708610534668
die schwestern riecht,-10.378409385681152,-13.043179512023926,-10.041021347045898,-20.97231960296631,-13.309797286987305,-21.890653610229492
die schwestern riechen,-7.9512128829956055,-10.841899871826172,-10.740209579467773,-14.178046226501465,-10.804059028625488,-16.746517181396484
die schwester riechen,-13.398758888244629,-12.36735725402832,-11.671578407287598,-12.571033477783203,-14.033941745758057,-20.075973510742188
die schwester wandert,-17.231962203979492,-16.036664962768555,-15.409934997558594,-15.09847354888916,-15.80519962310791,-15.65558910369873
die schwestern wandert,-13.577515602111816,-13.877944946289062,-13.154558181762695,-12.813852310180664,-14.751550674438477,-16.054036140441895
die schwestern wandern,-10.84549331665039,-12.209898948669434,-10.480652809143066,-9.890600204467773,-10.672513008117676,-12.066685676574707
