sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13
the picker that loves the waiter screams,-12.640830039978027,-13.116754531860352,-17.036146640777588,-14.225025177001953,-12.830464839935303,-14.383781433105469
the pickers that love the waiter screams,-12.892889976501465,-12.746509552001953,-15.293725967407227,-12.16247844696045,-13.866907119750977,-13.042441368103027
the picker that loves the waiters screams,-15.17316722869873,-12.025887489318848,-14.328144073486328,-16.355128288269043,-12.90800666809082,-14.413695335388184
the pickers that love the waiters screams,-15.215744018554688,-11.349328994750977,-13.939801216125488,-15.274499893188477,-17.302947521209717,-14.19012451171875
the pickers that love the waiter scream,-10.191411018371582,-11.239766120910645,-12.660567283630371,-10.881341934204102,-11.881455421447754,-11.49310302734375
the picker that loves the waiter scream,-10.209113121032715,-11.674666404724121,-13.27131462097168,-13.899052619934082,-11.544609069824219,-12.407670021057129
the pickers that love the waiters scream,-12.217216491699219,-9.499556541442871,-12.294506072998047,-12.212319374084473,-13.642126083374023,-11.7756986618042
the picker that loves the waiters scream,-13.040488243103027,-9.744268417358398,-12.443670272827148,-15.420425415039062,-12.07287311553955,-13.515968322753906
the picker that admires the waiter screams,-12.198949813842773,-14.875020027160645,-15.074843406677246,-13.552448272705078,-13.734027862548828,-12.360507011413574
the pickers that admire the waiter screams,-13.657668113708496,-15.192615509033203,-15.010579109191895,-12.71573543548584,-12.53085470199585,-12.553107261657715
the picker that admires the waiters screams,-14.347383499145508,-14.2791748046875,-14.058609008789062,-15.092108726501465,-12.921377182006836,-13.475442886352539
the pickers that admire the waiters screams,-15.664900779724121,-14.182504653930664,-14.779601097106934,-15.050721168518066,-13.972898960113525,-14.454243659973145
the pickers that admire the waiter scream,-10.96520709991455,-13.146347045898438,-12.818036079406738,-11.992080688476562,-10.658619403839111,-10.773554801940918
the picker that admires the waiter scream,-10.34571361541748,-12.8074312210083,-13.434356689453125,-12.98464298248291,-11.721722602844238,-10.81943130493164
the pickers that admire the waiters scream,-12.590801239013672,-12.056585311889648,-12.92794418334961,-13.025018692016602,-11.942873477935791,-12.37724781036377
the picker that admires the waiters scream,-12.266037940979004,-12.005529403686523,-12.87729549407959,-14.201292991638184,-11.697108268737793,-12.574634552001953
the picker that likes the waiter swims,-11.920167922973633,-13.322020530700684,-10.127763748168945,-17.413227081298828,-16.73885679244995,-14.934423446655273
the pickers that like the waiter swims,-12.184100151062012,-12.009294509887695,-10.847281455993652,-18.79608917236328,-17.003756046295166,-15.427714824676514
the picker that likes the waiters swims,-14.8203125,-14.984298706054688,-12.42495059967041,-16.108643531799316,-16.05682373046875,-16.13266944885254
the pickers that like the waiters swims,-15.920148849487305,-14.609695434570312,-12.464364051818848,-19.921082496643066,-18.534523963928223,-18.825651168823242
the pickers that like the waiter swim,-9.086997985839844,-8.527539253234863,-9.253327369689941,-9.663819313049316,-11.265933990478516,-11.328725814819336
the picker that likes the waiter swim,-9.604416847229004,-8.602837562561035,-8.172279357910156,-10.894277572631836,-13.052177429199219,-13.43798828125
the pickers that like the waiters swim,-9.902469635009766,-8.47060489654541,-7.069993019104004,-10.584992408752441,-11.310041427612305,-10.686866760253906
the picker that likes the waiters swim,-9.624481201171875,-8.92377758026123,-6.368953227996826,-12.083921432495117,-11.40552043914795,-11.826289176940918
the picker that hates the waiter swims,-12.579750061035156,-12.00739860534668,-9.975467681884766,-17.11394214630127,-15.82103443145752,-15.238776683807373
the pickers that hate the waiter swims,-13.787847518920898,-13.043547630310059,-10.67982292175293,-17.42827606201172,-16.265857219696045,-16.251922607421875
the picker that hates the waiters swims,-15.925378799438477,-14.087992668151855,-13.30801773071289,-16.65046262741089,-15.571924686431885,-16.24366283416748
the pickers that hate the waiters swims,-16.197843551635742,-16.028221130371094,-13.724306106567383,-17.473663806915283,-17.029197692871094,-17.761974334716797
the pickers that hate the waiter swim,-9.952524185180664,-9.478166580200195,-8.778507232666016,-10.440085411071777,-11.391511917114258,-12.838823318481445
the picker that hates the waiter swim,-10.253421783447266,-8.760682106018066,-9.077638626098633,-11.037510871887207,-12.20652961730957,-13.080483436584473
the pickers that hate the waiters swim,-10.512606620788574,-11.001017570495605,-7.704705238342285,-10.630287170410156,-10.631072998046875,-10.783610343933105
the picker that hates the waiters swim,-9.729480743408203,-8.268599510192871,-7.797637939453125,-11.642815589904785,-11.213720321655273,-10.806139945983887
the picker that loves the waiter swims,-12.557710647583008,-13.20487117767334,-9.850286483764648,-18.96640396118164,-15.794909954071045,-15.416293144226074
the pickers that love the waiter swims,-12.314821243286133,-12.036288261413574,-9.05076789855957,-16.374258518218994,-18.000540733337402,-13.609742164611816
the picker that loves the waiters swims,-15.74453353881836,-14.680556297302246,-13.209955215454102,-18.29365634918213,-16.433231353759766,-17.449528217315674
the pickers that love the waiters swims,-16.818946838378906,-14.428040504455566,-13.112428665161133,-16.19264841079712,-18.72886085510254,-16.318934440612793
the pickers that love the waiter swim,-9.317615509033203,-8.674814224243164,-7.577476978302002,-10.352643013000488,-10.744085311889648,-12.344423294067383
the picker that loves the waiter swim,-10.103189468383789,-8.512348175048828,-7.527899742126465,-11.639849662780762,-12.338316917419434,-13.27151107788086
the pickers that love the waiters swim,-10.575669288635254,-8.857026100158691,-6.960546493530273,-10.567896842956543,-11.013808250427246,-11.012533187866211
the picker that loves the waiters swim,-10.327177047729492,-9.142294883728027,-7.123804569244385,-12.447709083557129,-11.819432258605957,-11.701799392700195
the picker that admires the waiter swims,-15.265918731689453,-14.048620223999023,-11.731080055236816,-18.380257606506348,-17.138850688934326,-15.352465152740479
the pickers that admire the waiter swims,-14.643068313598633,-13.913900375366211,-11.229944229125977,-17.551629066467285,-17.28640651702881,-15.081693172454834
the picker that admires the waiters swims,-16.821941375732422,-16.374452590942383,-14.282665252685547,-17.705180168151855,-16.680051803588867,-16.237988471984863
the pickers that admire the waiters swims,-16.568878173828125,-16.289806365966797,-13.971625328063965,-17.083945274353027,-17.654769897460938,-16.38264274597168
the pickers that admire the waiter swim,-9.760858535766602,-10.368093490600586,-10.733463287353516,-11.193607330322266,-11.918089866638184,-11.911270141601562
the picker that admires the waiter swim,-9.989112854003906,-10.486082077026367,-10.573073387145996,-11.632055282592773,-12.47739028930664,-12.886940956115723
the pickers that admire the waiters swim,-10.829193115234375,-10.875068664550781,-9.431422233581543,-12.40129280090332,-11.958584785461426,-10.701997756958008
the picker that admires the waiters swim,-10.629104614257812,-10.987530708312988,-9.378469467163086,-12.458222389221191,-11.9092435836792,-11.134315490722656
the picker that likes the waiter enjoys,-22.809045791625977,-22.685420989990234,-18.254640579223633,-15.183483123779297,-16.67842435836792,-11.977904796600342
the pickers that like the waiter enjoys,-23.27372694015503,-22.012971878051758,-19.881237506866455,-11.369040966033936,-14.363315105438232,-9.99505615234375
the picker that likes the waiters enjoys,-22.32748031616211,-19.57942295074463,-18.077526092529297,-14.38449764251709,-13.213159561157227,-11.010004043579102
the pickers that like the waiters enjoys,-22.796902179718018,-19.37393617630005,-20.012868881225586,-9.858817100524902,-13.093937873840332,-11.218639373779297
the pickers that like the waiter enjoy,-11.987554550170898,-10.003656387329102,-12.378632545471191,-11.094953536987305,-9.663125991821289,-13.184531211853027
the picker that likes the waiter enjoy,-11.205016136169434,-10.1771240234375,-11.35300350189209,-11.975103378295898,-13.034955978393555,-14.790706634521484
the pickers that like the waiters enjoy,-10.946694374084473,-10.456217765808105,-9.87629222869873,-9.413995742797852,-9.51445484161377,-9.837610244750977
the picker that likes the waiters enjoy,-9.686373710632324,-9.262260437011719,-7.997214317321777,-10.906641960144043,-8.967044830322266,-10.27631950378418
the picker that hates the waiter enjoys,-21.883656978607178,-21.864891529083252,-20.098694801330566,-13.347288131713867,-16.30723524093628,-11.443826675415039
the pickers that hate the waiter enjoys,-21.49355411529541,-20.103508472442627,-18.401923179626465,-12.294281005859375,-15.83106517791748,-11.366377353668213
the picker that hates the waiters enjoys,-22.579878330230713,-18.41502618789673,-20.569251537322998,-12.443998336791992,-12.94542121887207,-10.803976058959961
the pickers that hate the waiters enjoys,-20.77322483062744,-17.177443504333496,-18.97843837738037,-11.054147720336914,-13.34218978881836,-10.524400234222412
the pickers that hate the waiter enjoy,-10.256856918334961,-9.643497467041016,-11.098379135131836,-12.094013214111328,-10.065048217773438,-14.784836769104004
the picker that hates the waiter enjoy,-11.758481979370117,-10.603852272033691,-12.934831619262695,-13.03947925567627,-11.515313148498535,-15.377290725708008
the pickers that hate the waiters enjoy,-8.83448600769043,-9.14420223236084,-8.790048599243164,-10.091461181640625,-8.717513084411621,-9.218148231506348
the picker that hates the waiters enjoy,-10.870315551757812,-9.43002700805664,-10.22035026550293,-11.127851486206055,-9.123756408691406,-9.52554988861084
the picker that loves the waiter enjoys,-22.071002960205078,-22.7342586517334,-17.822324752807617,-13.97200870513916,-16.28858232498169,-11.586771488189697
the pickers that love the waiter enjoys,-21.861961841583252,-21.581095218658447,-18.961091995239258,-12.77047061920166,-13.267843246459961,-10.510490417480469
the picker that loves the waiters enjoys,-21.833810806274414,-19.646591186523438,-18.477675437927246,-13.584488868713379,-13.185778617858887,-11.106640815734863
the pickers that love the waiters enjoys,-22.11863422393799,-18.612054347991943,-19.85471248626709,-12.71483850479126,-10.734521865844727,-9.982470512390137
the pickers that love the waiter enjoy,-11.347223281860352,-9.168932914733887,-10.670496940612793,-9.985511779785156,-9.227041244506836,-13.269378662109375
the picker that loves the waiter enjoy,-10.375760078430176,-9.909479141235352,-9.909696578979492,-13.032995223999023,-13.5886869430542,-14.782115936279297
the pickers that love the waiters enjoy,-10.446803092956543,-8.601876258850098,-8.472710609436035,-8.006534576416016,-7.530092716217041,-8.201788902282715
the picker that loves the waiters enjoy,-9.37214183807373,-8.825836181640625,-7.2916717529296875,-12.665840148925781,-9.9453125,-10.579745292663574
the picker that admires the waiter enjoys,-23.164832592010498,-21.76257038116455,-19.510811805725098,-15.079076766967773,-17.61253070831299,-11.54773235321045
the pickers that admire the waiter enjoys,-24.228302478790283,-22.076043128967285,-19.86919927597046,-14.05947732925415,-16.08519411087036,-11.373432159423828
the picker that admires the waiters enjoys,-22.778942108154297,-19.549346446990967,-19.910654067993164,-14.939717292785645,-14.626265048980713,-11.472801208496094
the pickers that admire the waiters enjoys,-23.083345413208008,-19.630009651184082,-20.33255100250244,-12.534979820251465,-13.556735038757324,-10.86067819595337
the pickers that admire the waiter enjoy,-9.70538330078125,-9.200055122375488,-10.322696685791016,-11.81975269317627,-10.649510383605957,-13.669168472290039
the picker that admires the waiter enjoy,-9.809008598327637,-9.163782119750977,-10.141529083251953,-12.558077812194824,-11.631462097167969,-14.534933090209961
the pickers that admire the waiters enjoy,-8.972406387329102,-9.93586254119873,-8.793245315551758,-10.420963287353516,-10.325441360473633,-8.57016372680664
the picker that admires the waiters enjoy,-8.904430389404297,-9.36569881439209,-8.37825870513916,-11.457505226135254,-10.117757797241211,-9.545286178588867
the picker that likes the waiter draws,-13.284241676330566,-11.576345443725586,-14.707551002502441,-10.615690231323242,-9.959808349609375,-8.718000411987305
the pickers that like the waiter draws,-11.47336483001709,-11.169851303100586,-13.862516403198242,-11.986818313598633,-10.536942481994629,-8.907251358032227
the picker that likes the waiters draws,-10.577899932861328,-12.712801933288574,-12.034867763519287,-9.50145435333252,-8.901045322418213,-9.802861213684082
the pickers that like the waiters draws,-10.49063777923584,-12.431280136108398,-11.424726486206055,-13.15717601776123,-13.725313186645508,-13.03145980834961
the pickers that like the waiter draw,-10.78786563873291,-10.290254592895508,-11.854753494262695,-9.723849296569824,-8.412436485290527,-7.722070693969727
the picker that likes the waiter draw,-11.959537506103516,-10.434228897094727,-12.588351249694824,-9.943381309509277,-9.13879680633545,-8.632737159729004
the pickers that like the waiters draw,-9.22551155090332,-9.31310749053955,-8.618082046508789,-7.554168224334717,-8.139111518859863,-8.998125076293945
the picker that likes the waiters draw,-8.840714454650879,-9.256736755371094,-9.023481369018555,-9.135725975036621,-7.405750751495361,-9.549169540405273
the picker that hates the waiter draws,-12.672898292541504,-9.577131271362305,-13.453489303588867,-10.977350234985352,-8.44611644744873,-9.40383529663086
the pickers that hate the waiter draws,-13.25285530090332,-13.448856353759766,-15.21081829071045,-11.746525764465332,-8.901994228363037,-9.634812355041504
the picker that hates the waiters draws,-9.36480712890625,-9.52635383605957,-12.173755168914795,-9.784902572631836,-9.034026622772217,-9.356173515319824
the pickers that hate the waiters draws,-13.451708793640137,-16.76405143737793,-14.96682357788086,-11.827210426330566,-12.261589050292969,-11.73714542388916
the pickers that hate the waiter draw,-12.21500015258789,-11.979762077331543,-13.040117263793945,-10.350276947021484,-6.837100505828857,-9.282613754272461
the picker that hates the waiter draw,-11.995867729187012,-8.93022346496582,-11.76649284362793,-10.785503387451172,-7.467673301696777,-9.369512557983398
the pickers that hate the waiters draw,-11.948505401611328,-11.9035005569458,-11.78654670715332,-7.179145812988281,-7.072054386138916,-9.038785934448242
the picker that hates the waiters draw,-8.112637519836426,-7.580048561096191,-9.791101455688477,-9.020689010620117,-7.411518096923828,-8.876607894897461
the picker that loves the waiter draws,-14.188916206359863,-12.13394832611084,-14.399914741516113,-10.941548347473145,-8.857034683227539,-8.601531982421875
the pickers that love the waiter draws,-12.21591567993164,-11.566097259521484,-12.987100601196289,-9.992326736450195,-9.220970153808594,-8.496217727661133
the picker that loves the waiters draws,-12.071837425231934,-13.64145803451538,-12.929807186126709,-10.704354286193848,-8.853763580322266,-9.305992126464844
the pickers that love the waiters draws,-12.184388160705566,-13.858697891235352,-12.789106369018555,-10.716960430145264,-12.135374546051025,-9.905872344970703
the pickers that love the waiter draw,-11.249163627624512,-10.556817054748535,-10.854199409484863,-9.494173049926758,-7.593116760253906,-8.395564079284668
the picker that loves the waiter draw,-12.6276216506958,-10.86332893371582,-12.300979614257812,-10.501423835754395,-7.662040710449219,-8.382607460021973
the pickers that love the waiters draw,-10.751255989074707,-10.55020523071289,-10.025092124938965,-7.54852819442749,-7.260284900665283,-8.268799781799316
the picker that loves the waiters draw,-10.423501968383789,-10.284006118774414,-10.247990608215332,-9.875988960266113,-7.424839496612549,-8.395044326782227
the picker that admires the waiter draws,-12.931321144104004,-12.09190845489502,-14.423248767852783,-12.627897262573242,-11.262197494506836,-9.8413724899292
the pickers that admire the waiter draws,-13.004112243652344,-11.351357460021973,-13.484354972839355,-10.904346466064453,-11.088563919067383,-9.244622230529785
the picker that admires the waiters draws,-11.248022079467773,-11.650958061218262,-12.980796813964844,-11.726811408996582,-10.356505393981934,-9.145654678344727
the pickers that admire the waiters draws,-12.217084884643555,-11.91694164276123,-12.607476711273193,-11.877215385437012,-12.85499382019043,-10.334543228149414
the pickers that admire the waiter draw,-12.026411056518555,-10.374731063842773,-11.307296752929688,-10.144804000854492,-8.65251350402832,-9.03215503692627
the picker that admires the waiter draw,-12.10297966003418,-10.76325511932373,-12.053638458251953,-10.849152565002441,-9.382102966308594,-9.535789489746094
the pickers that admire the waiters draw,-10.640193939208984,-9.282809257507324,-9.880931854248047,-9.727034568786621,-8.602063179016113,-8.516374588012695
the picker that admires the waiters draw,-9.927765846252441,-8.947541236877441,-10.00947380065918,-10.127156257629395,-8.333868026733398,-8.933550834655762
the picker that likes the waiter rests,-17.914462089538574,-18.198542594909668,-15.415374755859375,-10.772298812866211,-12.591508865356445,-11.550740242004395
the pickers that like the waiter rests,-17.59105682373047,-17.346757411956787,-15.249060153961182,-12.588345527648926,-12.849918842315674,-12.509471893310547
the picker that likes the waiters rests,-19.838932514190674,-19.62060832977295,-13.156837463378906,-10.442706108093262,-10.11669635772705,-13.036293029785156
the pickers that like the waiters rests,-20.636484146118164,-19.508388996124268,-13.273475646972656,-14.58341932296753,-14.409427165985107,-14.875102519989014
the pickers that like the waiter rest,-10.309504508972168,-10.795135498046875,-11.495861053466797,-9.807909965515137,-9.440314292907715,-10.083611488342285
the picker that likes the waiter rest,-10.055497169494629,-11.356532096862793,-10.640227317810059,-9.952156066894531,-9.77759075164795,-10.435349464416504
the pickers that like the waiters rest,-13.115427017211914,-12.389334678649902,-10.08706283569336,-8.710653305053711,-8.577595710754395,-10.210076332092285
the picker that likes the waiters rest,-11.9263277053833,-12.814897537231445,-9.932799339294434,-8.605646133422852,-7.6129584312438965,-10.463313102722168
the picker that hates the waiter rests,-14.858980655670166,-16.72290325164795,-13.292689323425293,-10.953398704528809,-11.987165451049805,-11.826977729797363
the pickers that hate the waiter rests,-18.999381065368652,-18.66342067718506,-15.404507160186768,-11.85569953918457,-12.389331817626953,-12.492045402526855
the picker that hates the waiters rests,-17.853631496429443,-17.703501224517822,-12.652437210083008,-11.465574264526367,-11.18224048614502,-12.285399436950684
